어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
압렵,단어,한자어,鴨獵,"한자 鴨獵
","「명사」
","오리를 사냥함.
"
압령,단어,한자어,押領,"한자 押領
","「명사」
","「1」죄인을 맡아서 데리고 옴.
「2」물건을 호송함.
"
압령관,단어,한자어,押領官,"한자 押領官
","「명사」
","압령을 책임지던 벼슬아치.
"
압로파순,단어,한자어,壓顱破脣,"한자 壓顱破脣
","「명사」
","머리를 누르고 입술을 짼다는 뜻으로, 남의 무덤 영역을 침범하거나 매우 가까이에서 장사를 지냄을 이르는 말.
"
압록강,단어,한자어,鴨綠江,"한자 鴨綠江
","「명사」
","우리나라와 중국과의 경계를 이루는 강. 우리나라에서 제일 긴 강으로 백두산에서 시작하여 황해로 흘러든다. 수풍 발전소가 유명하다. 길이는 790km.
"
압록강교,단어,한자어,鴨綠江橋,"한자 鴨綠江橋
","「명사」
","평안북도 신의주와 중국 만주의 단둥(丹東) 사이에 가로놓인 개폐식 철교. 1911년에 준공한 대규모 교량으로 보도(步道)를 겸하고 있으나, 개폐는 교량 보존상 1934년에 없앴다. 길이는 944미터.
"
압롱,단어,한자어,狎弄,"한자 狎弄
","「명사」
","흉허물 없이 서로 친하여 희롱함.
"
압뢰,단어,한자어,押牢,"한자 押牢
","「명사」
","조선 시대에, 죄인을 맡아서 지키던 사람.
"
압류,단어,한자어,押留,"한자 押留
","「명사」
","「1」민사 소송법에서, 집행 기관에 의하여 채무자의 특정 재산에 대한 처분이 제한되는 강제 집행. 이에 의하여 채무자는 압류 재산에 대한 처분권을 상실하며 처분권은 국가에 이전된다.
「2」형사 소송법에서, 물건의 점유를 취득하는 강제 처분인 압수의 하나. 점유 취득 과정 자체에 강제력이 가해진다.
「3」행정법에서, 체납자의 재산에 대하여 법원이 행하는 강제 처분. 국세 체납 처분의 제1단계이다.
"
압류액,단어,한자어,押留額,"한자 押留額
","「명사」
","강제 집행으로 압류한 금전이나 물품의 액수.
"
압류장,단어,한자어,押留狀,"한자 押留狀
","「명사」
","압류의 재판을 기재한 영장.
"
압리,단어,한자어,押吏,"한자 押吏
","「명사」
","죄인을 압송하는 일을 맡아보던 벼슬아치.
"
압마,단어,한자어,押馬,"한자 押馬
","「명사」
","사신을 수행할 때 말을 관리하던 역관.
"
압맥,단어,한자어,壓麥,"한자 壓麥
","「명사」
","기계로 납작하게 누른 보리쌀.
"
압맥기,단어,한자어,壓麥機,"한자 壓麥機
","「명사」
","통보리에 적당한 수분과 열을 주면서 눌러 납작보리로 만드는 기계.
"
압모,단어,한자어,狎侮,"한자 狎侮
","「명사」
","교만한 마음에서 남을 낮추어 보거나 하찮게 여기는 일.
"
압물,단어,한자어,押物,"한자 押物
","「명사」
","사신이 외국에 갈 때 수행하던 관원. 조공하는 물건과 교역하는 물건을 관리하였다.
"
압물관,단어,한자어,押物官,"한자 押物官
","「명사」
","사신 일행을 따라가서 무역 물품을 관리하는 일을 맡아보던 벼슬.
"
압미,단어,한자어,壓尾,"한자 壓尾
","「명사」
","순서의 마지막.
"
압밀,단어,한자어,壓密,"한자 壓密
","「명사」
","눌려서 빽빽하여지거나 눌러서 빽빽하게 함.
"
압박,단어,한자어,壓迫,"한자 壓迫
","「명사」
","「1」강한 힘으로 내리누름.
「2」기운을 못 펴게 세력으로 내리누름.
"
압박감,단어,한자어,壓迫感,"한자 壓迫感
","「명사」
","내리눌리는 느낌.
"
압박대,단어,한자어,壓迫帶,"한자 壓迫帶
","「명사」
","심한 출혈이나 내장 탈출증, 내장 처짐 따위가 일어났을 때 이를 막기 위하여 몸의 한 부분을 내리누르는 붕대.
"
압복,단어,한자어,壓服/壓伏,"한자 壓服
/(병기) /
한자 壓伏
","「명사」
","힘으로 눌러서 복종시킴.
"
압부,단어,한자어,押付,"한자 押付
","「명사」
","죄인을 압송하여 넘김.
"
압부상송,단어,한자어,押付上送,"한자 押付上送
","「명사」
","죄인을 체포하여 상급 관청으로 넘겨 보냄.
"
압분자심,단어,한자어,壓粉磁心,"한자 壓粉磁心
","「명사」
","퍼멀로이, 산화 철 따위와 같이 투자율(透磁率)이 높은 재료의 미분말(微粉末)에 절연성 결합제를 더한 후 압력을 가하여 만든 물질. 고주파에 쓰는 코일이나 변성기(變成器) 따위의 철심으로 쓴다.
"
압분철심,단어,한자어,壓粉鐵心,"한자 壓粉鐵心
","「명사」
","퍼멀로이, 산화 철 따위와 같이 투자율(透磁率)이 높은 재료의 미분말(微粉末)에 절연성 결합제를 더한 후 압력을 가하여 만든 물질. 고주파에 쓰는 코일이나 변성기(變成器) 따위의 철심으로 쓴다.
"
압사,단어,한자어,狎邪,"한자 狎邪
","「명사」
","버릇이 없이 가까이하며 간사하게 굶. 또는 그런 사람.
"
압사자,단어,한자어,壓死者,"한자 壓死者
","「명사」
","무거운 것에 눌려 죽은 사람.
"
압살,단어,한자어,壓殺,"한자 壓殺
","「명사」
","「1」짓눌러 죽임.
「2」힘으로 짓눌러 상대편의 의지나 활동을 막아 버림.
"
압상,단어,한자어,押上,"한자 押上
","「명사」
","죄인을 체포하여 상급 관청으로 넘겨 보냄.
"
압상기,단어,한자어,押上機,"한자 押上機
","「명사」
","비탈진 곳에서 무거운 짐을 밀어 올리는 기계.
"
압서,단어,한자어,押署,"한자 押署
","「명사」
","자기 이름을 쓰고 도장을 찍음.
"
압설자,단어,한자어,壓舌子,"한자 壓舌子
","「명사」
","혀를 아래로 누르는 데 쓰는 의료 기구.
"
압송,단어,한자어,押送,"한자 押送
","「명사」
","피고인 또는 죄인을 어느 한곳에서 다른 곳으로 호송하는 일.
"
압송기,단어,한자어,壓送機,"한자 壓送機
","「명사」
","일정한 압력으로 돌 따위를 운반할 수 있게 만든 장치나 기계.
"
압송자,단어,한자어,押送者,"한자 押送者
","「명사」
","어떤 교도소나 구치소에서 다른 교도소나 구치소로 이송되는 사람.
"
압쇄,단어,한자어,壓碎,"한자 壓碎
","「명사」
","눌러서 부서뜨림.
"
압쇄기,단어,한자어,壓碎機,"한자 壓碎機
","「명사」
","눌러서 으깨어 부수는 기계를 통틀어 이르는 말.
"
압쇄암,단어,한자어,壓碎巖,"한자 壓碎巖
","「명사」
","단층 작용이나 습곡 작용으로 암석이 부서져 광물이 가루가 되거나 길게 늘어난 상태에서 굳어진 변성암.
"
압수,단어,한자어,押守,"한자 押守
","「명사」
","소유자로부터 강제로 물품을 거두어 보관함.
"
압수물,단어,한자어,押收物,"한자 押收物
","「명사」
","압수한 물건.
"
압수배,단어,한자어,壓手杯,"한자 壓手杯
","「명사」
","입 전두리가 밖으로 벌어져 손에 눌리는 듯이 걸리도록 만든 잔.
"
압수펌프,단어,혼종어,壓水pump,"한자 壓水
영어 pump
","「명사」
","원통, 피스톤 및 위쪽으로 여는 판으로 구성되어 있는 펌프. 구조는 간단하지만 비교적 높은 곳까지 물을 퍼 올릴 수 있다.
"
압수품,단어,한자어,押收品,"한자 押收品
","「명사」
","압수한 물품.
"
압슬,단어,한자어,壓膝,"한자 壓膝
","「명사」
","조선 시대에, 죄인을 자백시키기 위하여 행하던 고문. 죄인을 기둥에 묶어 사금파리를 깔아 놓은 자리에 무릎을 꿇게 하고 그 위에 압슬기나 무거운 돌을 얹어서 자백을 강요하였다.
"
압슬기,단어,한자어,壓膝器,"한자 壓膝器
","「명사」
","압슬할 때 쓰던 형구(刑具). 목판을 많이 사용하였다.
"
압슬형,단어,한자어,壓膝刑,"한자 壓膝刑
","「명사」
","조선 시대에, 죄인을 자백시키기 위하여 행하던 고문. 죄인을 기둥에 묶어 사금파리를 깔아 놓은 자리에 무릎을 꿇게 하고 그 위에 압슬기나 무거운 돌을 얹어서 자백을 강요하였다.
"
압승,단어,한자어,壓勝,"한자 壓勝
","「명사」
","크게 이김.
"
압시,단어,한자어,壓視,"한자 壓視
","「명사」
","남을 멸시하거나 만만하게 넘봄.
"
압시법,단어,한자어,壓視法,"한자 壓視法
","「명사」
","유리판에다 피부를 눌러서 발진의 고유 색깔을 보는 방법. 체내 충혈일 때는 퇴색하나, 내출혈일 때는 퇴색하지 않는다. 유리 대신에 지압을 쓰기도 한다.
"
압신,단어,한자어,壓神,"한자 壓神
","「명사」
","기계의 작용이 살갗에 닿아 일어나는 느낌.
"
압억,단어,한자어,壓抑,"한자 壓抑
","「명사」
","자기의 뜻대로 자유로이 행동하지 못하도록 억지로 억누름.
"
압연,단어,한자어,押宴,"한자 押宴
","「명사」
","지켜서 살펴보는 사람까지 세워 놓고 거대하게 베풀던 연회.
"
압연관,단어,한자어,壓延管,"한자 壓延管
","「명사」
","통짜로 된 둥근 소재에 압연하여, 요구하는 치수의 구멍을 뚫어서 만든 관.
"
압연기,단어,한자어,壓延機,"한자 壓延機
","「명사」
","금속이나 강철 따위를 압연하는 기계.
"
압연품,단어,한자어,壓延品,"한자 壓延品
","「명사」
","압연한 물품.
"
압외상,단어,한자어,壓外傷,"한자 壓外傷
","「명사」
","압력에 의해 생기는 손상. 압력의 차이로 인해 귀, 코, 폐 따위가 손상을 입는 것을 이른다.
"
압운,단어,한자어,押韻,"한자 押韻
","「명사」
","시가에서, 시행의 일정한 자리에 같은 운을 규칙적으로 다는 일. 또는 그 운.
"
압인,단어,한자어,押印,"한자 押印
","「명사」
","도장 따위를 찍음.
"
압입,단어,한자어,壓入,"한자 壓入
","「명사」
","좁은 구멍이나 홈 따위에 세게 눌러서 밀어 넣음.
"
압입법,단어,한자어,壓入法,"한자 壓入法
","「명사」
","나무 세포에 크레오소트와 염화 아연 따위의 방부제를 주입하는 처리법.
"
압입정,단어,한자어,壓入井,"한자 壓入井
","「명사」
","유층(油層)에 남아 있는 기름을 유정(油井) 가까이 밀어 보내기 위하여 가스나 물과 같은 유체를 압력을 가하여 밀어 넣는 갱정(坑井).
"
압자,단어,한자어,壓榨,"한자 壓榨
","「명사」
","「1」눌러 짜냄.
「2」압력을 가하여 물질의 밀도를 높임.
"
압자기,단어,한자어,壓榨機,"한자 壓榨機
","「명사」
","압착하여 즙액을 내는 기계. 수압식, 지레식, 나선식 따위가 있다.
"
압재,단어,한자어,壓滓,"한자 壓滓
","「명사」
","눌러 짜고 남은 찌끼.
"
압전기,단어,한자어,壓電氣,"한자 壓電氣
","「명사」
","수정이나 전기석 따위의 광물을 압축하거나 길게 늘일 때 양극에 음양의 전위차가 일어나는 현상. 이 양극에 거꾸로 전위차를 가하면 압축력 또는 신장력이 발생한다. 마이크로폰, 수화기 따위에 이용한다.
"
압전기계,단어,한자어,壓電氣計,"한자 壓電氣計
","「명사」
","압전기의 측정에 쓰는 기계.
"
압전성,단어,한자어,壓電性,"한자 壓電性
","「명사」
","역학적인 힘을 가할 때 기전력이 일어나거나 전압을 가할 때 역학적인 힘이 일어나는 성질.
"
압전체,단어,한자어,壓電體,"한자 壓電體
","「명사」
","기계적인 응력의 작용에 따라 유전 분극이 뚜렷이 나타나는 유전체.
"
압점,단어,한자어,壓點,"한자 壓點
","「명사」
","압각을 느끼게 하는 점 모양의 감각 부위. 가벼운 자극은 촉각으로써 느끼며, 강한 압력으로 변형을 받을 때는 이 부위의 압각으로써 느낀다.
"
압접,단어,한자어,壓接,"한자 壓接
","「명사」
","눌러서 금속 표면을 이어 붙임. 또는 그런 방법. 가스 압접, 냉간(冷間) 압접 따위가 있다.
"
압접법,단어,한자어,壓接法,"한자 壓接法
","「명사」
","접합 부분에 압력을 가하여 용접하는 방법.
"
압정,단어,한자어,押釘,"한자 押釘
","「명사」
","대가리가 크고 촉이 짧아서 흔히 손가락으로 눌러 박는 쇠못.
"
압제,단어,한자어,壓制,"한자 壓制
","「명사」
","권력이나 폭력으로 남을 꼼짝 못 하게 강제로 누름.
"
압제력,단어,한자어,壓制力,"한자 壓制力
","「명사」
","권력이나 폭력으로 남을 꼼짝 못 하게 강제로 누르는 힘.
"
압제자,단어,한자어,壓制者,"한자 壓制者
","「명사」
","권력이나 폭력으로 남을 꼼짝 못 하게 강제로 누르는 사람.
"
압조,단어,한자어,壓條,"한자 壓條
","「명사」
","식물의 가지를 휘어 그 한끝을 땅속에 묻어서 뿌리를 내리게 하는 인공 번식법.
"
압조법,단어,한자어,壓條法,"한자 壓條法
","「명사」
","휘묻이하는 방법.
"
압존,단어,한자어,壓尊,"한자 壓尊
","「명사」
","「1」어른에 대한 공대를 그보다 더 높은 어른 앞에서 줄임.
「2」웃어른 앞에서 그 위엄에 눌려 언행을 자유로이 못함.
"
압존법,단어,한자어,壓尊法,"한자 壓尊法
","「명사」
","높여야 할 대상이지만 듣는 이가 더 높을 때 그 공대를 줄이는 어법. ‘할아버지, 아버지가 아직 안 왔습니다.’라고 하는 것 따위이다.
"
압좌,단어,한자어,押坐,"한자 押坐
","「명사」
","죄인을 잡아 가둠.
"
압즙,단어,한자어,鴨汁,"한자 鴨汁
","「명사」
","오리고기로 끓인 국.
"
압증,단어,한자어,鴨蒸,"한자 鴨蒸
","「명사」
","오리고기로 만든 찜. 오리의 털과 내장을 뽑아 버리고 삶아 뼈를 추린 뒤에, 그 국물에 녹말을 풀어 고기와 소금, 후춧가루를 넣고 익혀 그 위에 여러 가지 고명을 얹는다.
"
압지,단어,한자어,押紙/壓紙,"한자 押紙
/(병기) /
한자 壓紙
","「명사」
","잉크나 먹물 따위로 쓴 것이 번지거나 묻어나지 아니하도록 위에서 눌러 물기를 빨아들이는 종이.
"
압지틀,단어,혼종어,押紙틀,"한자 押紙
고유어 틀
","「명사」
","압지를 끼워서 쓰는 틀.
"
압차,단어,한자어,押差,"한자 押差
","「명사」
","죄인을 압송하던 차사(差使).
"
압착,단어,한자어,壓着,"한자 壓着
","「명사」
","눌러서 금속 표면을 이어 붙임. 또는 그런 방법. 가스 압접, 냉간(冷間) 압접 따위가 있다.
"
압착기,단어,한자어,壓搾機,"한자 壓搾機
","「명사」
","압착하여 즙액을 내는 기계. 수압식, 지레식, 나선식 따위가 있다.
"
압착법,단어,한자어,壓搾法,"한자 壓搾法
","「명사」
","물질을 눌러서 기름 같은 성분을 짜내는 방법.
"
압착테이프,단어,혼종어,壓着tape,"한자 壓着
영어 tape
","「명사」
","뒷면에 접착제를 바른 테이프.
"
압채부인,단어,한자어,壓寨夫人,"한자 壓寨夫人
","「명사」
","도둑의 아내를 아름답게 이르는 말.
"
압척초,단어,한자어,鴨跖草,"한자 鴨跖草
","「명사」
","‘닭의장풀’을 한방에서 이르는 말.
"
압초,단어,한자어,鴨炒,"한자 鴨炒
","「명사」
","오리고기를 잘게 토막 쳐서 양념하여 볶은 음식.
"
압축,단어,한자어,壓軸,"한자 壓軸
","「명사」
","하나의 시(詩) 두루마리에 실린 시들 가운데에서 가장 잘 지은 시.
"
압축가스,단어,혼종어,壓縮gas,"한자 壓縮
영어 gas
","「명사」
","상온에서 액화하지 아니할 정도로 기압보다 압력을 높인 기체. 압축 공기, 압력 산소 따위가 있으며 대개 봄베에 넣어서 저장한다.
"
압축계,단어,한자어,壓縮計,"한자 壓縮計
","「명사」
","압축하는 물체의 압력을 재는 계기.
"
압축기,단어,한자어,壓縮器,"한자 壓縮器
","「명사」
","반송 전화 장치에서, 음성 신호의 진폭의 동적 대역폭을 줄이는 전자 회로. 반도체 3극 소자, 2극 소자의 비선형 특성을 이용하여 진폭이 급격히 변하는 중간 부분의 크기를 줄인다. 선로 증폭기의 증폭 계수를 크게 하면서 진폭 주파수의 이지러짐을 줄이고 신호 대 잡음의 비를 높인다.
"
압축기유,단어,한자어,壓縮機油,"한자 壓縮機油
","「명사」
","압축기의 윤활유로 쓰는 기름. 주로 광물성 기름을 그냥 사용하거나 청정제, 산화 방지제, 방부제 따위를 넣어 사용한다.
"
압축력,단어,한자어,壓縮力,"한자 壓縮力
","「명사」
","물질 따위에 압력을 가하여 그 부피를 줄이는 힘.
"
압축률,단어,한자어,壓縮率,"한자 壓縮率
","「명사」
","탄성체에 일정한 압력을 가하였을 때에 압력의 증가분에 대한 부피의 감소분을 나타내는 값.
"
압축비,단어,한자어,壓縮比,"한자 壓縮比
","「명사」
","내연 기관의 실린더 속에 빨아들인 혼합 가스나 공기가 피스톤에 의하여 압축되는 비율. 압축비가 높으면 엔진의 용적, 중량을 늘리지 않고 출력을 높일 수 있으나 노킹을 일으키기 쉽다.
"
압축성,단어,한자어,壓縮性,"한자 壓縮性
","「명사」
","압축될 수 있는 성질.
"
압축식,단어,한자어,壓縮式,"한자 壓縮式
","「명사」
","물체나 기체 따위에 압력을 가하여 그 부피를 줄이는 방식이나 형식.
"
압축열,단어,한자어,壓縮熱,"한자 壓縮熱
","「명사」
","공기에 압력을 가하여 그 부피를 줄일 때에 생기는 열.
"
압축재,단어,한자어,壓縮材,"한자 壓縮材
","「명사」
","구조물의 뼈대를 이루고 있는 부재(部材) 중에서 압축력을 받는 것.
"
압출,단어,한자어,壓出,"한자 壓出
","「명사」
","「1」틀이나 좁은 구멍으로 눌러서 밀어 냄.
「2」합성 섬유의 연속사(連續絲)를 만드는 공정. 액체 모양의 재료에 압력을 가하여 노즐을 통과하게 하여 실을 뽑는다.
"
압출관,단어,한자어,壓出管,"한자 壓出管
","「명사」
","좁은 구멍으로 밀어 넣어 뽑아내는 방법으로 만든 관. 고압 강관 따위이다.
"
압출기,단어,한자어,壓出機,"한자 壓出機
","「명사」
","고무나 수지, 찰흙, 도자기 활성탄 따위의 여러 가지 재료를 압출하여 제품을 만드는 장치나 기계.
"
압출법,단어,한자어,壓出法,"한자 壓出法
","「명사」
","틀이나 좁은 구멍으로 밀어서 뽑아내는 방법.
"
압취,단어,한자어,押取,"한자 押取
","「명사」
","강제로 빼앗아 가짐.
"
압취공룡,단어,한자어,鴨嘴恐龍,"한자 鴨嘴恐龍
","「명사」
","조반류(鳥盤類)의 공룡. 몸의 길이는 12미터 정도이며 머리뼈는 앞뒤로 긴데, 앞쪽의 폭이 넓고 발가락 사이에 물갈퀴가 있으며 꼬리를 휘저어 헤엄을 쳤다.
"
압치,단어,고유어,,,"「명사」
","압칫과의 바닷물고기. 몸의 길이는 30cm 정도이고 원통 모양으로 가늘며, 붉은 갈색인데 지느러미는 검은색이다. 주둥이는 길고 뾰족하다. 한국, 일본 등지에 분포한다.
"
압치목,단어,혼종어,압치目,"고유어 압치
한자 目
","「명사」
","조기강의 한 목.
"
압침,단어,한자어,壓針,"한자 壓針
","「명사」
","대가리가 크고 촉이 짧아서 흔히 손가락으로 눌러 박는 쇠못.
"
압칫과,단어,혼종어,압칫科,"고유어 압칫
한자 科
","「명사」
","조기강 압치목의 한 과. 압치가 있다.
"
압탕,단어,한자어,壓湯,"한자 壓湯
","「명사」
","거푸집에 부은 쇳물이 식을 때에 줄어드는 양만큼 부어 주는 쇳물. 거푸집 위쪽에 붓는다.
"
압통,단어,한자어,壓痛,"한자 壓痛
","「명사」
","피부를 세게 눌렀을 때에 느끼는 아픔.
"
압통점,단어,한자어,壓痛點,"한자 壓痛點
","「명사」
","피부를 눌렀을 때에 아픔을 특히 강하게 느끼는 부위. 신경이 갈라지거나 깊은 층에서 얕은 층으로 나타나는 곳에 있는데, 특정 지점의 비정상적인 아픔은 특정 병과 관계가 있으므로 진단의 한 방법이 된다.
"
압핀,단어,혼종어,押pin,"한자 押
영어 pin
","「명사」
","대가리가 크고 촉이 짧아서 흔히 손가락으로 눌러 박는 쇠못.
"
압핍,단어,한자어,狎逼,"한자 狎逼
","「명사」
","버릇없이 어른에게 바싹 다가붙음.
"
압핍지지,단어,한자어,狎逼之地,"한자 狎逼之地
","「명사」
","무덤이나 집터 따위의 바로 곁에 이웃하고 있는 땅.
"
압하스어,단어,혼종어,Abkhaz語,"안 밝힘 Abkhaz
한자 語
","「명사」
","캅카스 제어(Kavkaz諸語)에 속하는 언어. 압하스 자치 공화국에서 쓴다.
"
압해,단어,한자어,押解,"한자 押解
","「명사」
","포로를 풀어 보냄.
"
압해도,단어,한자어,押海島,"한자 押海島
","「명사」
","전라남도 신안군 압해읍에 속하는 섬. 목포 반도 서쪽에 있으며, 김·굴 양식업과 수산 가공업이 발달하였다. 면적은 89.121㎢.
"
