어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
사외주,단어,한자어,社外株,"한자 社外株
","「명사」
","기업 외부의 주주가 소유하고 있는 주식.
"
사요,단어,한자어,史要,"한자 史要
","「명사」
","역사의 개요. 또는 그것을 쓴 책.
"
사요호,단어,한자어,槎窯戶,"한자 槎窯戶
","「명사」
","중국 장시성(江西省) 징더전(景德鎭)에서 그릇을 구워 만드는 집.
"
사욕,단어,한자어,死辱,"한자 死辱
","「명사」
","죽을 욕. 또는 살육되어 욕을 당하는 것.
"
사용,단어,한자어,司勇,"한자 司勇
","「명사」
","조선 시대에, 오위(五衛)의 정구품 군직. 현직이 아닌 문관, 무관, 음관(蔭官)으로 채웠다.
"
사용권,단어,한자어,使用權,"한자 使用權
","「명사」
","법률이나 계약에 의하여 다른 사람이 소유하고 있는 물건이나 권리 따위를 사용할 수 있는 권리.
"
사용량,단어,한자어,使用量,"한자 使用量
","「명사」
","쓰는 양.
"
사용록,단어,한자어,司勇祿,"한자 司勇祿
","「명사」
","조선 시대에, 말단 무관에게 주던 녹봉.
"
사용료,단어,한자어,使用料,"한자 使用料
","「명사」
","사용한 값으로 내는 요금.
"
사용물,단어,한자어,私用物,"한자 私用物
","「명사」
","개인이 사사로운 일에 쓰는 물건.
"
사용법,단어,한자어,使用法,"한자 使用法
","「명사」
","쓰는 방법.
"
사용세,단어,한자어,使用稅,"한자 使用稅
","「명사」
","소비세의 하나. 유흥 음식세, 통행세, 입장세, 전기세 따위가 있다.
"
사용수,단어,한자어,使用水,"한자 使用水
","「명사」
","먹는 물 이외의 목적으로 쓰는 물.
"
사용인,단어,한자어,使用人,"한자 使用人
","「명사」
","「1」사람을 부리거나 물건을 쓰는 사람.
「2」남의 부림을 받는 사람.
"
사용자,단어,한자어,使用者,"한자 使用者
","「명사」
","「1」사람을 부리거나 물건을 쓰는 사람.
「2」노동을 제공하는 사람에게 그에 대한 보수를 지급하는 사람. 곧 근로자를 고용하는 개인이나 법인을 이른다.
「3」컴퓨터를 사용하는 사람.
"
사용주,단어,한자어,使用主,"한자 使用主
","「명사」
","물건을 쓰거나 사람을 부릴 권리를 가진 사람.
"
사용흔,단어,한자어,使用痕,"한자 使用痕
","「명사」
","도구 따위를 사용한 결과 그것에 나타나는 흔적.
"
사우,단어,한자어,四友,"한자 四友
","「명사」
","「1」종이, 붓, 먹, 벼루의 네 가지 문방구.
「2」눈 속에 피는 네 가지의 꽃. 동백꽃, 납매, 수선화, 옥매를 이른다.
"
사우나탕,단어,혼종어,sauna湯,"영어 sauna
한자 湯
","「명사」
","사우나를 할 수 있도록 시설한 목욕탕.
"
사우반,단어,한자어,四隅盤,"한자 四隅盤
","「명사」
","반면(盤面)이 정사각형인 소반. 주로 궁중에서 의례용으로 썼다.
"
사우방,단어,한자어,祠宇房,"한자 祠宇房
","「명사」
","조상의 신주(神主)를 모셔 두는 방.
"
사우스다코타주,단어,혼종어,South Dakota州,"안 밝힘 South Dakota
한자 州
","「명사」
","미국 중북부에 있는 주. 목축, 광업 따위가 발달하였으며 큰 댐이 있다. 주도(州都)는 피어(Pierre), 면적은 19만 9730㎢.
"
사우스오스트레일리아주,단어,혼종어,South Australia州,"안 밝힘 South Australia
한자 州
","「명사」
","오스트레일리아 중남부에 있는 주. 목양을 주업으로 하며 구리, 철 따위의 광물 자원이 풍부하다. 주도(州都)는 애들레이드, 면적은 98만 4381㎢.
"
사우스조지아섬,단어,혼종어,South Georgia섬,"안 밝힘 South Georgia
고유어 섬
","「명사」
","남대서양 서남부 남극 대륙의 난바다 쪽에 있는 섬. 영국령(領)이다. 면적은 3,756㎢.
"
사우스캐롤라이나주,단어,혼종어,South Carolina州,"안 밝힘 South Carolina
한자 州
","「명사」
","미국 동남부, 대서양에 면해 있는 주. 섬들이 많으며, 남북 전쟁의 도화선이 된 곳이다. 목화, 담배, 쌀, 고추 따위가 많이 난다. 주도(州都)는 컬럼비아, 면적은 8만 582㎢.
"
사운,단어,한자어,四韻,"한자 四韻
","「명사」
","「1」네 개의 운각(韻脚)으로 된 율시(律詩).
「2」한자음의 성조를 평성, 상성, 거성, 입성의 네 종류로 나눈 것. 또는 거기서 비롯하는 중국어의 성조를 이르는 말.
"
사운드판,단어,혼종어,sound版,"영어 sound
한자 版
","「명사」
","대사는 없고 음향이나 음악만 수록된 영화.
"
사운시,단어,한자어,四韻詩,"한자 四韻詩
","「명사」
","한시에서 네 구(句)의 끝에 운을 맞추어 지은 시.
"
사운지시,단어,한자어,四韻之詩,"한자 四韻之詩
","「명사」
","한시에서 네 구(句)의 끝에 운을 맞추어 지은 시.
"
사운희,단어,한자어,射韻戲,"한자 射韻戲
","「명사」
","한문 시구를 암기하기 위하여 예전에 서당에서 하던 놀이의 하나. 예를 들어 마(馬)를 정한 글자로 하면 ‘馬上逢寒食 千金駿馬換小妾 朝騎五花馬’와 같이 초장에서는 정한 글자 ‘馬’가 첫 번째 자가 되게 하고, 중장에서는 오언(五言)일 때에는 세 번째 자, 칠언(七言)일 때에는 네 번째 자가 되게 하며, 종장에서는 끝 자가 되게 하는 것이다.
"
사원,단어,한자어,四遠,"한자 四遠
","「명사」
","사방이 멀리 떨어진 곳.
"
사원권,단어,한자어,社員權,"한자 社員權
","「명사」
","사단 법인의 구성원이 법인에 대하여 가지는 권리. 법인 자체의 목적을 달성하기 위하여 법인의 운영에 참가하는 것을 내용으로 하는 공익권과, 사원 자신의 목적을 달성하기 위하여 사원이 법인으로부터 경제적 이익을 받을 것을 내용으로 하는 자익권으로 크게 나뉜다.
"
사원도,단어,한자어,斜圓壔,"한자 斜圓壔
","「명사」
","‘빗원기둥’의 전 용어.
"
사원법,단어,한자어,四元法,"한자 四元法
","「명사」
","사원수에 관한 수학.
"
사원본,단어,한자어,祠院本,"한자 祠院本
","「명사」
","서원에서 간행한 책. 서원에 위패를 모신 선현의 언행록과 전기, 문집, 서원의 사적(事跡), 그 밖에 강학(講學)에 필요한 경서류(經書類), 유가류(儒家類), 사서류(史書類) 따위의 책을 이른다.
"
사원수,단어,한자어,四元數,"한자 四元數
","「명사」
","네 개의 단위 수로 이루어진 수의 체계. 하나의 실수 단위와 세 개의 단위 i, j, k를 사용하여 a+bi+cj+dk로 나타낸다. i<sup style='font-size:11px;'>2</sup>=j<sup style='font-size:11px;'>2</sup>=k<sup style='font-size:11px;'>2</sup>=-1, jk=-kj=i, ki=-ik=j, ij=-ji=k를 만족시킨다.
"
사원수체,단어,한자어,四元數體,"한자 四元數體
","「명사」
","모든 사원수들로 구성된 대수적 체. 곱셈의 교환 법칙은 성립하지 않지만, 0을 제외한 수에 덧셈과 곱셈의 역원이 항상 존재한다.
"
사원외랑,단어,한자어,司員外郞,"한자 司員外郞
","「명사」
","고려 시대에, 상서성에 속한 정육품 벼슬. 충렬왕 때 없앴다가 충선왕, 공민왕 때 다시 설치하였다.
"
사원장,단어,한자어,寺院長,"한자 寺院長
","「명사」
","절, 성당, 수도원, 교회 따위의 종교적 건물의 우두머리.
"
사원전,단어,한자어,寺院田,"한자 寺院田
","「명사」
","고려 시대에, 사원에 속한 논밭이나 토지. 왕으로부터 기증받거나 신도들에게 시납받음으로써 이루어졌다.
"
사원주,단어,한자어,斜圓柱,"한자 斜圓柱
","「명사」
","‘빗원기둥’의 전 용어.
"
사원추,단어,한자어,斜圓錐,"한자 斜圓錐
","「명사」
","‘빗원뿔’의 전 용어.
"
사원판,단어,한자어,寺院版,"한자 寺院版
","「명사」
","절에서 간행한 책. 공양(供養), 공덕(功德), 명복(冥福)을 빌기 위하여 불교 경전을 주로 간행하였다.
"
사원합금,단어,한자어,四元合金,"한자 四元合金
","「명사」
","네 가지의 원소로 만들어진 합금.
"
사월,단어,한자어,巳月,"한자 巳月
","「명사」
","지지(地支)가 사(巳)로 된 달. 음력 4월이다.
"
사위,단어,고유어,,,"「명사」
","딸의 남편을 이르는 말.
"
사위돌리기,단어,고유어,,,"「명사」
","탈춤 따위에서, 한삼을 오른쪽으로 돌리면서 오른쪽으로 가고, 왼쪽으로 돌리면서 왼쪽으로 가는 걸음걸이 춤사위.
"
사위무실,단어,한자어,詐僞無實,"한자 詐僞無實
","「명사」
","거짓을 꾸미어 속이어도 실속이 없음.
"
사위부,단어,한자어,司位府,"한자 司位府
","「명사」
","신라 때에, 벼슬아치들의 인사에 관한 일을 맡아보던 중앙 관아. 경덕왕 때 위화부를 고친 것으로 혜공왕 때 다시 위화부로 고쳤다.
"
사위시,단어,한자어,司衛寺,"한자 司衛寺
","「명사」
","고려 시대에, 의장(儀仗)에 관한 일을 맡아보던 관아. 광종 때 장위부를 고친 것으로 성종 14년(995)에 위위시로 고쳤다.
"
사위의,단어,한자어,四威儀,"한자 四威儀
","「명사」
","수행자가 생활에서 갖추어야 할 네 가지의 몸가짐. 행(行), 주(住), 좌(坐), 와(臥)이다.
"
사위질빵,단어,고유어,,,"「명사」
","미나리아재빗과의 덩굴성 식물. 길이는 3미터 정도이며, 잎은 마주나고 세쪽잎이거나 두 번 세 쪽 겹잎이며 작은 잎은 달걀 모양이다. 여름부터 가을까지 흰 꽃이 원추(圓錐) 화서로 피고 열매는 5~10개씩 모여 달린다. 어린잎은 식용한다. 한국, 일본, 중국 등지에 분포한다.
"
사위집,단어,고유어,,,"「명사」
","고구려 때에, 혼인을 정한 뒤 신붓집의 뒤꼍에 조그마하게 지어, 사위를 머무르게 하던 집. 거기서 자식을 낳고 장성하면 아내를 데리고 신랑집으로 돌아갔다.
"
사위춤,단어,고유어,,,"「명사」
","탈춤에서, 발 뜀과 한삼 휘두르기를 아울러 하는 활기찬 춤. 봉산 탈춤에서 상좌, 먹중, 취발이 등이 추며 외사위, 겹사위, 양사위, 만사위 따위가 있다.
"
사위토,단어,한자어,寺位土,"한자 寺位土
","「명사」
","절에 딸린 논밭.
"
사위팔얹기,단어,고유어,,,"「명사」
","탈춤에서, 한삼을 다른 팔 위에 얹고 옆으로 고개를 흔들며 가재걸음처럼 나가는 춤사위.
"
사윗감,단어,고유어,,,"「명사」
","사위로 삼을 만한 사람.
"
사유,단어,한자어,四有,"한자 四有
","「명사」
","중생이 나서 죽고 다시 태어날 때까지의 기간을 넷으로 나눈 것. 생유(生有), 본유(本有), 사유(死有), 중유(中有)이다.
"
사유권,단어,한자어,私有權,"한자 私有權
","「명사」
","개인이 재물을 소유할 수 있는 권리.
"
사유림,단어,한자어,私有林,"한자 私有林
","「명사」
","개인 또는 사법인이 가진 산림.
"
사유물,단어,한자어,私有物,"한자 私有物
","「명사」
","개인 또는 사법인이 가진 물건.
"
사유법,단어,한자어,闍維法,"한자 闍維法
","「명사」
","불교식으로 시체를 화장하는 법.
"
사유삼장,단어,한자어,史有三長,"한자 史有三長
","「명사」
","역사를 기록하는 사람은 재(才)·학(學)·식(識)의 세 가지 장점을 갖추고 있어야 함을 이르는 말.
"
사유서,단어,한자어,事由書,"한자 事由書
","「명사」
","일의 까닭을 적은 문서.
"
사유수,단어,한자어,思惟手,"한자 思惟手
","「명사」
","뺨에 손을 대고 생각에 잠긴 모습. 여의륜관음과 같은 모습을 이른다.
"
사유수습,단어,한자어,思惟修習,"한자 思惟修習
","「명사」
","마음을 어떤 대상에 집중하고 동요함이 없이 올바르게 사유하는 일.
"
사유장,단어,한자어,師儒長,"한자 師儒長
","「명사」
","고려·조선 시대에 둔, 성균관의 으뜸 벼슬. 정삼품의 벼슬이다.
"
사유제,단어,한자어,私有制,"한자 私有制
","「명사」
","재산 따위를 개인이 소유하는 제도.
"
사유지,단어,한자어,私有地,"한자 私有地
","「명사」
","개인 또는 사법인이 가진 땅.
"
사유화,단어,한자어,私有化,"한자 私有化
","「명사」
","개인의 소유가 됨. 또는 개인의 소유로 만듦.
"
사육,단어,한자어,四肉,"한자 四肉
","「명사」
","소, 돼지 같은 네발 달린 짐승의 고기.
"
사육막,단어,한자어,飼育幕,"한자 飼育幕
","「명사」
","가축이나 짐승을 먹이어 기르는 사람이 묵는 막.
"
사육법,단어,한자어,飼育法,"한자 飼育法
","「명사」
","가축이나 짐승을 먹이어 기르는 방법.
"
사육병,단어,한자어,飼育甁,"한자 飼育甁
","「명사」
","곤충을 기르기 위한 기구. 대개 둥근 병 모양으로 망사나 유리 따위로 뚜껑을 한다.
"
사육비,단어,한자어,飼育費,"한자 飼育費
","「명사」
","가축이나 짐승을 먹이어 기르는 데 쓰는 비용.
"
사육사,단어,한자어,飼育士,"한자 飼育士
","「명사」
","동물원에서 동물을 보살피는 일을 전문으로 하는 사람.
"
사육신,단어,한자어,死六臣,"한자 死六臣
","「명사」
","조선 세조 2년(1456)에 단종의 복위를 꾀하다가 처형된 여섯 명의 충신. 이개, 하위지, 유성원, 성삼문, 유응부, 박팽년을 이른다.
"
사육신묘,단어,한자어,死六臣墓,"한자 死六臣墓
","「명사」
","서울특별시 동작구 노량진동에 있는 사육신의 묘. 조선 세조 때에 단종의 복위를 꾀하다가 처형된 여섯 사람의 묘가 있다.
"
사육인,단어,한자어,飼育人,"한자 飼育人
","「명사」
","가축이나 짐승을 먹이어 기르는 사람.
"
사육자,단어,한자어,飼育者,"한자 飼育者
","「명사」
","가축이나 짐승을 먹이어 기르는 사람.
"
사육장,단어,한자어,飼育場,"한자 飼育場
","「명사」
","가축이나 짐승을 먹이어 기르는 곳.
"
사육제,단어,한자어,謝肉祭,"한자 謝肉祭
","「명사」
","사순절에 앞서서 3일 또는 한 주일 동안 즐기는 명절.
"
사육제극,단어,한자어,謝肉祭劇,"한자 謝肉祭劇
","「명사」
","유럽 중세 말기에 독일이나 스위스의 여러 도시에서 성행한 대중적인 연극. 우연히 사육제와 같은 시기에 상연되어 사육제극으로 불리나, 그 내용은 종교적·교훈적인 것과 상관이 없는 해학과 야유를 기조로 한다.
"
사육조,단어,한자어,飼育鳥,"한자 飼育鳥
","「명사」
","먹이어 기르는 새.
"
사육지,단어,한자어,飼育地,"한자 飼育地
","「명사」
","물고기나 짐승을 기르는 곳.
"
사윤,단어,한자어,嗣胤,"한자 嗣胤
","「명사」
","대를 이를 자손.
"
사율,단어,한자어,四律,"한자 四律
","「명사」
","오언(五言)이나 칠언(七言)으로 이루어진 율시(律詩).
"
사은,단어,한자어,四恩,"한자 四恩
","「명사」
","사람이 세상에 나서 받는 네 가지의 은혜. 삼보(三寶)·국왕·부모·중생의 은혜 또는 부모·스승·국왕·시주의 은혜이다.
"
사은사,단어,한자어,謝恩使,"한자 謝恩使
","「명사」
","조선 시대에, 임금이 중국의 황제에게 사은의 뜻을 전하기 위하여 보내던 사절.
"
사은숙배,단어,한자어,謝恩肅拜,"한자 謝恩肅拜
","「명사」
","예전에, 임금의 은혜에 감사하며 공손하고 경건하게 절을 올리던 일.
"
사은숙사,단어,한자어,謝恩肅謝,"한자 謝恩肅謝
","「명사」
","예전에, 임금의 은혜에 감사하며 공손하고 경건하게 절을 올리던 일.
"
사은전,단어,한자어,謝恩箋,"한자 謝恩箋
","「명사」
","예전에, 임금의 은혜에 감사하며 임금에게 올리던 글.
"
사은제,단어,한자어,謝恩祭,"한자 謝恩祭
","「명사」
","구약 시대에 모세가 이스라엘 백성이 지켜야 할 율법으로 정해 놓은 제사.
"
사은품,단어,한자어,謝恩品,"한자 謝恩品
","「명사」
","받은 은혜를 갚기 위해 사례하는 물품.
"
사은회,단어,한자어,謝恩會,"한자 謝恩會
","「명사」
","졸업생이나 동창생들이 스승의 은혜에 감사하는 뜻으로 베푸는 모임.
"
사음,단어,한자어,四音,"한자 四音
","「명사」
","후음, 순음, 악음, 설음의 네 가지 음.
"
사음계,단어,한자어,邪淫戒,"한자 邪淫戒
","「명사」
","음탕한 짓을 하지 말라는 계율.
"
사음기호,단어,혼종어,사音記號,"고유어 사
한자 音記號
","「명사」
","오선보에서, 오선(五線)의 제2선이 ‘사’ 음의 자리임을 나타내는 기호. ‘<equ>&#x1D11E;</equ>’로 표시한다.
"
사음랑,단어,한자어,司音郞,"한자 司音郞
","「명사」
","조선 시대에, 아악서에 둔 종칠품 벼슬. 세종 30년(1448)에 전악서 악공과 구분하여 두었는데, 전악서의 전율(典律)에 해당한다.
"
사음보표,단어,혼종어,사音譜表,"고유어 사
한자 音譜表
","「명사」
","높은음자리표가 오선의 둘째 줄에 표기된 보표. 고음역(高音域)의 표기에 쓴다.
"
사음소,단어,한자어,舍音所,"한자 舍音所
","「명사」
","마름이 사무를 보는 곳.
"
사음자리표,단어,혼종어,사音자리標,"고유어 사
한자 音
고유어 자리
한자 標
","「명사」
","오선보에서, 오선(五線)의 제2선이 ‘사’ 음의 자리임을 나타내는 기호. ‘<equ>&#x1D11E;</equ>’로 표시한다.
"
사음정,단어,한자어,四淫疔,"한자 四淫疔
","「명사」
","기혈이 허손하고 습독(濕毒)이 아래로 몰려서 발등이나 발바닥에 벌집 모양으로 나는 부스럼.
"
사읍,단어,한자어,私邑,"한자 私邑
","「명사」
","개인의 영지(領地).
"
사의,단어,한자어,司衣,"한자 司衣
","「명사」
","고려 시대에, 성중관 가운데 임금의 의복에 관한 일을 맡아보던 벼슬아치.
"
사의경험방,단어,한자어,四醫經驗方,"한자 四醫經驗方
","「명사」
","조선 인조 말에서 효종 때에 걸쳐 이석한(李碩榦), 채득기, 박염, 허임 등 네 한의(韓醫)의 경험방을 모아 엮은 한의서. 약물(藥物) 300여 종을 보기로 들고 그 아래에 한글로 알기 쉽게 적었다. 1권.
"
사의단,단어,한자어,四意斷,"한자 四意斷
","「명사」
","네 가지의 올바른 노력. 아직 나타나지 않은 악은 나타나지 않도록 하는 율의단(律儀斷), 이미 생긴 악은 끊기 위하여 힘쓰는 단단(斷斷), 아직 나타나지 않은 선은 나타나도록 하는 수호단(隨護斷), 이미 생긴 선은 더욱 자라도록 애쓰는 수단(修斷)을 이른다.
"
사의대부,단어,한자어,司議大夫,"한자 司議大夫
","「명사」
","고려 시대에, 중서문하성에 속하여 간쟁을 담당하던 정사품 벼슬. 예종 11년(1116)에 간의대부를 고친 것이다.
"
사의랑,단어,한자어,司議郞,"한자 司議郞
","「명사」
","고려 시대에, 동궁(東宮)의 정육품 벼슬. 현종 13년(1022)과 문종 22년(1068)에 각각 두었다가 예종 11년(1116)에 없앴다.
"
사의무,단어,한자어,私義務,"한자 私義務
","「명사」
","민법, 상법 따위의 사법 관계에서 성립하는 의무.
"
사의서,단어,한자어,司儀署,"한자 司儀署
","「명사」
","고려 시대에, 의례(儀禮)의 절차와 조목을 맡아보던 관아.
"
사의시,단어,한자어,司醫寺,"한자 司醫寺
","「명사」
","고려 시대에, 의약과 치료에 관한 일을 맡아보던 관아. 공민왕 때 사의서(司醫署)를 고친 것이다.
"
사의장,단어,한자어,蓑衣匠,"한자 蓑衣匠
","「명사」
","도롱이를 만들던 장인(匠人).
"
사의조선책략,단어,한자어,私擬朝鮮策略,"한자 私擬朝鮮策略
","「명사」
","조선 고종 17년(1880)에 주일(駐日) 청나라 외교관인 황준헌(黃遵憲)이 지은 책. 당시 국제 정세에 대한 자신의 견해를 적어 수신사로 일본에 가 있던 김홍집에게 준 책으로, 제정 러시아의 남하 정책에 대비하기 위하여 조선·일본·청나라가 장차 펴야 할 외교 정책을 논술하였다.
"
사의취,단어,한자어,四意趣,"한자 四意趣
","「명사」
","부처가 설법할 때의 네 가지 의향. 평등 의취(平等意趣), 별시 의취(別時意趣), 별의 의취(別義意趣), 중생 낙욕 의취(衆生樂欲意趣)이다.
"
사의화,단어,한자어,寫意畫,"한자 寫意畫
","「명사」
","한국화에서, 묘사 대상의 생긴 모습을 창작가의 의도에 따라 느낌을 강조하여 그린 그림.
"
사이,단어,고유어,,,"「명사」
","「1」한곳에서 다른 곳까지, 또는 한 물체에서 다른 물체까지의 거리나 공간.
「2」한때로부터 다른 때까지의 동안.
「3」어떤 일에 들이는 시간적인 여유나 겨를.
「4」서로 맺은 관계. 또는 사귀는 정분.
"
사이갈이,단어,고유어,,,"「명사」
","작물이 자라는 도중에 김을 매어 두둑 사이의 골이나 그 사이의 흙을 부드럽게 하는 일.
"
사이골,단어,고유어,,,"「명사」
","대뇌 반구와 중간뇌 사이에 있는 부분. 셋째 뇌실 주위를 둘러싸고 있으며 시상, 시상 하부, 시상 상부, 시상 후부 따위로 이루어져 있다.
"
사이뇌,단어,혼종어,사이腦,"고유어 사이
한자 腦
","「명사」
","대뇌 반구와 중간뇌 사이에 있는 부분. 셋째 뇌실 주위를 둘러싸고 있으며 시상, 시상 하부, 시상 상부, 시상 후부 따위로 이루어져 있다.
"
사이막,단어,혼종어,사이膜,"고유어 사이
한자 膜
","「명사」
","구조들을 분리하는 막이나 근육.
"
사이비,단어,한자어,似而非,"한자 似而非
","「명사」
","겉으로는 비슷하나 속은 완전히 다름. 또는 그런 것.
"
사이사이,단어,고유어,,,"「명사」
","어떤 장소나 사물, 행위, 사건 따위의 중간중간.
"
사이세포,단어,혼종어,사이細胞,"고유어 사이
한자 細胞
","「명사」
","「1」척추동물의 정소에서 남성 호르몬을 분비하는 세포.
「2」히드라와 같은 자포동물에 있는 분화하지 않은 작은 세포.
"
사이시야트족,단어,혼종어,Saisiyat族,"안 밝힘 Saisiyat
한자 族
","「명사」
","대만 서북부 신주현(新竹縣) 산기슭에 사는 원주민. 언어는 인도네시아어의 방언을 쓰며 한족화(漢族化)의 경향이 강하다.
"
사이시옷,단어,고유어,,,"「명사」
","한글 맞춤법에서, 사잇소리 현상이 나타났을 때 쓰는 ‘ㅅ’의 이름. 순우리말 또는 순우리말과 한자어로 된 합성어 가운데 앞말이 모음으로 끝날 때 뒷말의 첫소리가 된소리로 나거나, 뒷말의 첫소리 ‘ㄴ’, ‘ㅁ’ 앞에서 ‘ㄴ’ 소리가 덧나거나, 뒷말의 첫소리 모음 앞에서 ‘ㄴㄴ’ 소리가 덧나는 것 따위에 받치어 적는다. ‘아랫방’, ‘아랫니’, ‘나뭇잎’ 따위가 있다.
"
사이아노기,단어,혼종어,cyano基,"영어 cyano
한자 基
","「명사」
","‘-CN’으로 표시되는 작용기.
"
사이아누르산,단어,혼종어,←cyanuric酸,"영어 ←cyanuric
한자 酸
","「명사」
","질소 원자 세 개와 탄소 원자 세 개로 이루어진 6원자 고리에 세 개의 하이드록시기가 결합된 구조의 화합물. 약산성을 띠며 물에 약간 녹고 가열하면 사이안산이 된다. 화학식은 C<sub style='font-size:11px;'>3</sub>N<sub style='font-size:11px;'>3</sub>(OH)<sub style='font-size:11px;'>3</sub>.
"
사이안가리,단어,혼종어,cyan加里,"영어 cyan
한자 加里
","「명사」
","석탄 가스를 정제할 때에, 산화 철에 흡수되어 생긴 사이안화물로 만든 물질. 조해성과 독성이 강한 무색의 결정으로, 물에 잘 녹고 알코올에는 조금 녹는다. 금과 은의 야금, 살충제, 사진술, 분석 시약 따위에 쓴다. 화학식은 KCN.
"
사이안기,단어,혼종어,cyan基,"영어 cyan
한자 基
","「명사」
","한 개의 탄소 원자와 한 개의 질소 원자가 삼중 결합을 하여 이루어진 일가(一價)의 원자단.
"
사이안산,단어,혼종어,cyan酸,"영어 cyan
한자 酸
","「명사」
","사이아누르산을 이산화 탄소의 기류 속에서 300℃로 가열할 때에 생기는 기체를 급랭하여 만드는 유기산. 사이안산과 아이소사이안산의 토토메리 현상 혼합물로 휘발하기 쉽고 질산과 같은 냄새가 나며, 반응성이 풍부하여 알코올이나 아민과 반응하여 각각 유레테인이나 우레인이 된다. 화학식은 HOCN.
"
