어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
송연묵,단어,한자어,松煙墨,"한자 松煙墨
","「명사」
","소나무를 태울 때 생기는 그을음으로 만든 먹.
"
송염,단어,한자어,宋濂,"한자 宋濂
","「명사」
","중국 명나라 태조 때의 유학자(1310~1380). 자는 경렴(景濂). 호는 잠계(潛溪). ≪원사(元史)≫를 편찬하였으며, 저서에 ≪송학사전집≫, ≪용문자(龍門子)≫ 따위가 있다.
"
송엽,단어,한자어,松葉,"한자 松葉
","「명사」
","소나무의 잎.
"
송엽란,단어,고유어,,"고유어 
","「명사」
","솔잎난과의 상록 양치식물. 줄기는 높이가 10~30cm이고 녹색으로 2개씩 갈라져서 솔잎같이 보이며, 잎은 어긋나고 작은 돌기 모양이다. 겨드랑이에 홀씨주머니가 달리는데 홀씨주머니는 녹색에서 누런색으로 성숙한다. 우리나라의 제주도 해안 근처를 비롯하여 난대에서 열대에 걸쳐 분포한다.
"
송엽액,단어,한자어,松葉液,"한자 松葉液
","「명사」
","소나무의 잎을 짓찧어 짜낸 즙.
"
송엽장,단어,한자어,松葉杖,"한자 松葉杖
","「명사」
","→ 쌍지팡이.
"
송엽주,단어,한자어,松葉酒,"한자 松葉酒
","「명사」
","솔잎을 넣고 빚은 술.
"
송엽죽,단어,한자어,松葉粥,"한자 松葉粥
","「명사」
","솔잎을 짓찧어 짜낸 즙에 식은 흰밥을 넣고 휘저어 만든 죽.
"
송엽지,단어,한자어,松葉紙,"한자 松葉紙
","「명사」
","솔잎을 잘게 부수어서 섞어 만든 종이.
"
송영,단어,한자어,送迎,"한자 送迎
","「명사」
","「1」가는 사람을 보내고 오는 사람을 맞음.
「2」묵은해를 보내고 새해를 맞음.
"
송영가,단어,한자어,頌咏歌,"한자 頌咏歌
","「명사」
","조선 왕조의 창업을 기리고 태평성대를 칭송하는 노래. 조선 초기에 지은 것으로 <무공곡(武功曲)>, <성덕가(盛德歌)> 따위가 있다.
"
송영대,단어,한자어,送迎臺,"한자 送迎臺
","「명사」
","공항에서 배웅하거나 마중하는 사람이 바라다볼 수 있게 만든 대.
"
송옥,단어,한자어,宋玉,"한자 宋玉
","「명사」
","중국 춘추 전국 시대 초나라의 문인(B.C.290?~B.C.222?). 작품에 <구변(九辯)>, <초혼(招魂)>, <고당부(高唐賦)> 따위가 있다.
"
송욱,단어,한자어,宋稶,"한자 宋稶
","「명사」
","시인·영문학자(1925~1980). 서울 대학교 교수 등을 지냈으며, 작품에 시집 ≪하여지향(何如之鄕)≫, ≪월정가(月精歌)≫, 평론집 ≪시학 평전≫ 따위가 있다.
"
송운,단어,한자어,宋雲,"한자 宋雲
","「명사」
","중국 북위의 관리(?~?). 518년 북인도 간다라 지방에 가서 불경 170부를 가지고 돌아왔다.
"
송원,단어,한자어,宋元,"한자 宋元
","「명사」
","중국의 송나라와 원나라를 아울러 이르는 말.
"
송원경,단어,한자어,宋元鏡,"한자 宋元鏡
","「명사」
","중국의 송·요·금·원나라 때의, 금속으로 만든 거울.
"
송원학안,단어,한자어,宋元學案,"한자 宋元學案
","「명사」
","중국 송원 시대의 학술사에 관한 책. 청나라 때 황종희가 지은 것을 황백가(黃百家)가 편집하고 전조망(全祖望)이 수정하였다. 학파를 중심으로 서술하고, 그에 속하는 사람의 전기(傳記)와 학설을 들었다. 100권.
"
송유,단어,한자어,宋儒,"한자 宋儒
","「명사」
","중국 송나라 때 정주학파에 속하는 선비. 정호, 정이, 주희 등을 이른다.
"
송유관,단어,한자어,送油管,"한자 送油管
","「명사」
","석유나 원유 따위를 다른 곳으로 보내기 위하여 설치한 관. 주로 철관으로 만들며, 수송할 때의 위험과 비용을 줄이기 위하여 고안되었다.
"
송유인,단어,한자어,宋有仁,"한자 宋有仁
","「명사」
","고려 명종 때의 무신(?~1179). 추밀원 부사, 병부 상서 등을 지내면서 나라의 인사 문제를 좌우하였다.
"
송유파이프,단어,혼종어,送油pipe,"한자 送油
영어 pipe
","「명사」
","석유나 원유 따위를 다른 곳으로 보내기 위하여 설치한 관. 주로 철관으로 만들며, 수송할 때의 위험과 비용을 줄이기 위하여 고안되었다.
"
송유펌프,단어,혼종어,送油pump,"한자 送油
영어 pump
","「명사」
","엔진이나 공작 기계 따위의 닿는 면에 기름을 보내는 펌프.
"
송의,단어,한자어,送意,"한자 送意
","「명사」
","이별하여 보내는 애틋한 마음이나 정.
"
송이,단어,고유어,,,"「명사」
","「1」꽃, 열매, 눈 따위가 따로따로 다른 꼭지에 달린 한 덩이.
「2」꼭지에 달린 꽃이나 열매 따위를 세는 단위.
"
송이고랭이,단어,고유어,,,"「명사」
","사초과의 여러해살이풀. 높이는 50~120cm이며, 잎은 흔적만 있다. 6~8월에 누런 흰색의 작은 꽃이 두상(頭狀) 화서로 피고 열매는 수과(瘦果)를 맺는다. 늪이나 습지에 자라며 동아시아, 동남아시아에 분포한다.
"
송이골,단어,고유어,,,"「명사」
","사초과의 여러해살이풀. 높이는 50~120cm이며, 잎은 흔적만 있다. 6~8월에 누런 흰색의 작은 꽃이 두상(頭狀) 화서로 피고 열매는 수과(瘦果)를 맺는다. 늪이나 습지에 자라며 동아시아, 동남아시아에 분포한다.
"
송이과,단어,한자어,松耳科,"한자 松耳科
","「명사」
","담자균류 주름버섯목의 한 과. 홀씨는 흰색, 갈색, 검은색 따위의 여러 가지이다. 밤버섯, 송이 따위가 있다.
"
송이구름,단어,고유어,,,"「명사」
","작은 꽃술 또는 잡풀 같은 모양을 한 구름 덩어리. 주로 권운, 권적운, 고적운 따위에 나타난다.
"
송이꿀,단어,고유어,,,"「명사」
","→ 개꿀.
"
송이누름적,단어,혼종어,松耳누름炙,"한자 松耳
고유어 누름
한자 炙
","「명사」
","송이를 길이로 썰어 갖은양념에 버무린 뒤 꼬챙이에 꿰어 녹말을 묻히고 달걀 푼 것을 씌워 지진 적.
"
송이도,단어,한자어,松耳島,"한자 松耳島
","「명사」
","전라남도 영광군 낙월면 송이리에 속하는 섬. 주요 어획물로는 조기, 새우, 고등어, 김, 미역, 굴 따위가 있다. 면적은 3.68㎢.
"
송이령,단어,한자어,松耳嶺,"한자 松耳嶺
","「명사」
","함경남도 북청군 이곡면에 있는 산. 높이는 1,074미터.
"
송이반,단어,한자어,松耳飯,"한자 松耳飯
","「명사」
","밥을 짓다가 송이를 썰어 넣고 버무려서 뜸을 들여 지은 밥.
"
송이밤,단어,고유어,,,"「명사」
","까지 않은 밤송이 속에 들어 있는 밤.
"
송이밥,단어,혼종어,松耳밥,"한자 松耳
고유어 밥
","「명사」
","밥을 짓다가 송이를 썰어 넣고 버무려서 뜸을 들여 지은 밥.
"
송이버섯,단어,혼종어,松耳버섯,"한자 松耳
고유어 버섯
","「명사」
","송이과의 버섯. 갓은 지름이 8~20cm이고 겉은 엷은 다갈색, 살은 흰색이다. 독특한 향기와 맛을 지닌 대표적인 식용 버섯이다. 주로 솔잎이 쌓인 습지에 나며 한국, 일본, 중국 남부에 분포한다.
"
송이산적,단어,한자어,松耳散炙,"한자 松耳散炙
","「명사」
","송이를 적당한 크기로 썰어 갖은양념에 버무린 뒤 잘게 썬 고기를 섞어 꼬챙이에 꿰어 구운 음식.
"
송이술,단어,고유어,,,"「명사」
","익은 술독에서 전국으로 떠낸 술.
"
송이재강,단어,고유어,,,"「명사」
","전국만 떠내고 남은 술찌끼.
"
송이저냐,단어,혼종어,松耳저냐,"한자 松耳
고유어 저냐
","「명사」
","송이를 저미어 밀가루나 녹말을 묻히고 달걀 푼 것을 씌워 기름에 지진 저냐.
"
송이전골,단어,혼종어,松耳전골,"한자 松耳
고유어 전골
","「명사」
","송이의 껍질을 벗겨 납작납작하게 썰어서 갖은양념을 한 뒤 쇠고기, 채소 따위를 넣어 끓인 음식.
"
송이찌개,단어,혼종어,松耳찌개,"한자 松耳
고유어 찌개
","「명사」
","고추장이나 간장을 푼 물에 송이를 쇠고기, 두부, 파 따위와 함께 넣어 끓인 음식.
"
송이찜,단어,혼종어,松耳찜,"한자 松耳
고유어 찜
","「명사」
","쪼갠 송이 사이에 갖은양념을 한 쇠고기를 펴 넣고 맞붙여 밀가루를 묻히고 달걀을 씌워 지진 뒤 맑은장국에 넣어 끓인 음식.
"
송이채,단어,한자어,松耳菜,"한자 松耳菜
","「명사」
","잘게 썰어 양념하여 볶은 쇠고기에 날 송이를 썰어 넣고 다시 살짝 볶은 음식.
"
송이탕,단어,한자어,松耳湯,"한자 松耳湯
","「명사」
","송이에 녹말을 묻히고 달걀 푼 것을 씌워서 맑은장국에 넣고 끓인 국.
"
송이풀,단어,고유어,,,"「명사」
","현삼과의 여러해살이풀. 높이는 30~60cm이며, 잎은 어긋나고 가장자리에 톱니가 있다. 8~9월에 자줏빛의 붉은색 꽃이 피고 열매는 긴 달걀 모양의 삭과(蒴果)를 맺는다. 어린잎은 식용한다. 숲속에서 자라는데 한국, 일본, 중국, 사할린, 캄차카반도, 시베리아 등지에 분포한다.
"
송이화향적,단어,한자어,松耳花香炙,"한자 松耳花香炙
","「명사」
","송이를 길이로 썰어 갖은양념에 버무린 뒤 꼬챙이에 꿰어 녹말을 묻히고 달걀 푼 것을 씌워 지진 적.
"
송익필,단어,한자어,宋翼弼,"한자 宋翼弼
","「명사」
","조선 선조 때의 학자(1534~1599). 자는 운장(雲長). 호는 구봉(龜峯). 성리학과 예학에 능하였다. 저서에 ≪구봉집≫이 있다.
"
송인,단어,한자어,宋寅,"한자 宋寅
","「명사」
","조선 전기의 문신·학자(1517~1584). 자는 명중(明仲). 호는 이암(頥庵)·녹피옹(鹿皮翁). 의빈부, 충훈부, 상의원의 요직을 거쳐 도총관을 지냈다. 저서에 ≪이암집≫이 있다.
"
송잇국,단어,혼종어,松耳국,"한자 松耳
고유어 국
","「명사」
","송이에 녹말을 묻히고 달걀 푼 것을 씌워서 맑은장국에 넣고 끓인 국.
"
송자,단어,한자어,宋瓷,"한자 宋瓷
","「명사」
","중국 송나라 때에 만들어진 도자기. 정교한 제품이 많다.
"
송자가채,단어,한자어,宋瓷加彩,"한자 宋瓷加彩
","「명사」
","세 가지 빛깔로 된 그림을 넣은 자기. 중국 송나라 때에 시작되었다.
"
송자대전,단어,한자어,宋子大全,"한자 宋子大全
","「명사」
","조선 숙종 때의 학자 송시열의 문집. 숙종 43년(1717)에 펴낸 구본과 헌종 13년(1847)에 펴낸 신본이 있다. 215권 102책.
"
송자병,단어,한자어,松子餠,"한자 松子餠
","「명사」
","밀가루에 우유와 설탕을 넣고 반죽한 뒤 한 덩이씩 놓고 납작하게 밀어서 가운데 꽃판을 박아 지진 떡.
"
송자송,단어,한자어,松子松,"한자 松子松
","「명사」
","소나뭇과의 상록 교목. 높이는 10~30미터이고 나무껍질은 잿빛을 띤 갈색이며 얇은 조각이 떨어진다. 잎은 다섯 개씩 뭉쳐나고 바늘 모양이다. 암수한그루로 5월에 연두색의 단성화가 피고 열매는 긴 타원형으로 10월에 열리며 씨는 ‘잣’이라고 하여 식용한다. 재목은 건축, 가구재 따위에 쓰고 정원수로 재배한다. 한국, 일본, 중국, 시베리아 등지에 분포한다.
"
송자주,단어,한자어,松子酒,"한자 松子酒
","「명사」
","껍데기를 벗긴 알맹이 잣을 누룩가루에 섞어 빚은 술.
"
송장,단어,고유어,,,"「명사」
","죽은 사람의 몸을 이르는 말.
"
송장벌레,단어,고유어,,,"「명사」
","「1」송장벌렛과의 곤충을 통틀어 이르는 말. 검정송장벌레, 넓적송장벌레, 송장벌레 따위가 있다.
「2」송장벌렛과의 곤충. 몸의 길이는 2.2cm 정도이며, 검은색이고 날개에 불그스름한 무늬가 있다. 더듬이는 곤봉 모양이다. 동물의 사체에 모여드는데 한국, 일본, 대만, 중국 등지에 분포한다.
"
송장벌렛과,단어,혼종어,송장벌렛科,"고유어 송장벌렛
한자 科
","「명사」
","곤충강 딱정벌레목의 한 과. 딱지는 짧고 더듬이는 곤봉, 막대기, 실 모양이다. 주로 동물의 사체에 모여드는데 송장벌레, 검정송장벌레, 넓적송장벌레, 수중다리송장벌레 따위가 있고 전 세계에 1,600여 종이 분포한다.
"
송장잡기,단어,고유어,,,"「명사」
","→ 풍계묻이.
"
송장치레,단어,고유어,,,"「명사」
","죽은 사람에게 수의를 해 입히고 관을 마련하고 장사를 지내는 따위의 일.
"
송장통,단어,혼종어,송장桶,"고유어 송장
한자 桶
","「명사」
","금광에서 복대기의 금을 잡는 데 쓰는 통. 아연사(亞鉛絲)가 들어 있는 널 모양의 통으로, 복대기 물을 통과시켜 금분을 아연사에 흡수시킨다.
"
송장풀,단어,고유어,,,"「명사」
","꿀풀과의 여러해살이풀. 높이는 1미터 정도이며, 잎은 마주나고 달걀 모양 또는 피침 모양이다. 8월에 연한 붉은색 화관이 입술 모양인 꽃이 윗부분의 잎겨드랑이에 피고 열매는 수과(瘦果)를 맺는다. 전체를 약용하고 산이나 들에 나는데 한국, 일본, 중국 등지에 분포한다.
"
송장하늘소,단어,고유어,,,"「명사」
","하늘솟과의 하나. 몸의 길이는 3~3.8cm이며 머리, 더듬이, 딱지날개, 다리는 남빛을 띤 검은색이고 등에는 혹이 있으며 앞가슴은 선명한 붉은색이다. 살구나무에 많이 모이고 한국, 몽골, 만주 등지에 분포한다.
"
송장헤엄,단어,고유어,,,"「명사」
","‘배영’을 일상적으로 이르는 말.
"
송장헤엄치개,단어,고유어,,,"「명사」
","송장헤엄치갯과의 곤충. 몸의 길이는 1.2cm 정도이며, 잿빛을 띤 갈색이고 날개에 검은 얼룩무늬가 있다. 뒷다리가 길고 보통 배 쪽을 위로 하고 헤엄을 친다. 날아다니기도 하는데 작은 고기나 올챙이의 피를 빨아 먹고 산다. 한국, 일본 등지에 분포한다.
"
송장헤엄치갯과,단어,혼종어,송장헤엄치갯科,"고유어 송장헤엄치갯
한자 科
","「명사」
","곤충강 노린재목의 한 과. 배는 잔털로 덮여 있고 뒷다리가 길어 헤엄치는 것이 노를 젓는 것과 같다. 전 세계에 200여 종이 분포한다. 애송장헤엄치개, 노랑송장헤엄치개, 송장헤엄치개 따위가 있다.
"
송적,단어,한자어,送籍,"한자 送籍
","「명사」
","예전에, 결혼한 여자의 호적이나 양자로 들어가는 사람의 호적을, 들어가는 집의 호적으로 옮겨 넣던 일.
"
송전,단어,한자어,宋錢,"한자 宋錢
","「명사」
","중국 송나라 때에 만든 동전과 철전. 당시 화폐 주조 기술이 미숙한 여러 나라로 유출되어 화폐가 부족하게 되었는데 특히 남송 때 심하였다.
"
송전단,단어,한자어,送電端,"한자 送電端
","「명사」
","송전 선로에서 발전소 측에 가까운, 전기를 보내는 쪽의 단자. 송배전 선로에서 전력을 보내는 첫 부분이다.
"
송전만,단어,한자어,松田灣,"한자 松田灣
","「명사」
","함경남도 동남해에 있는 만. 호도반도에 둘러싸여 있으며 동한만에 속한다. 수산업이 발달하였으며 굴 산지로 유명하다.
"
송전망,단어,한자어,送電網,"한자 送電網
","「명사」
","서로 연결된 송전 선로 또는 급전선의 모임.
"
송전선,단어,한자어,送電線,"한자 送電線
","「명사」
","발전소에서 생산된 전력을 송전 선로의 마지막 단계인 배전 변전소로 보내기 위하여 시설한 전선.
"
송전탑,단어,한자어,送電塔,"한자 送電塔
","「명사」
","고압 전선을 걸기 위하여 높이 세운 철탑.
"
송절,단어,한자어,松節,"한자 松節
","「명사」
","소나무의 마디.
"
송절주,단어,한자어,松節酒,"한자 松節酒
","「명사」
","소나무의 마디를 넣어서 빚은 술.
"
송점사,단어,한자어,松蛅蟖,"한자 松蛅蟖
","「명사」
","솔나방의 애벌레. 몸은 누에 모양이며 검은 갈색이다. 온몸에 긴 털이 나 있고 솔잎을 갉아 먹는다.
"
송정,단어,한자어,松亭,"한자 松亭
","「명사」
","「1」솔숲 사이에 지은 정자.
「2」정자나무의 구실을 하는 소나무.
"
송정유,단어,한자어,松精油,"한자 松精油
","「명사」
","송진을 수증기로 증류하여 얻는 정유. 맛이 시고 특이한 향기가 나는 무색 또는 연한 노란색의 끈끈한 액체로, 용제·합성 장뇌·페인트·구두약 따위를 만드는 데 쓰인다.
"
송조,단어,한자어,宋朝,"한자 宋朝
","「명사」
","「1」중국 송나라의 조정.
「2」중국 송나라 때의 서체. 해서체의 하나로 획이 가늘고 폭이 좁으며 오른쪽 어깨가 약간 위로 올라간다.
"
송조체,단어,한자어,宋朝體,"한자 宋朝體
","「명사」
","중국 송나라 때의 서체. 해서체의 하나로 획이 가늘고 폭이 좁으며 오른쪽 어깨가 약간 위로 올라간다.
"
송조충,단어,한자어,松藻蟲,"한자 松藻蟲
","「명사」
","송장헤엄치갯과의 곤충. 몸의 길이는 1.2cm 정도이며, 잿빛을 띤 갈색이고 날개에 검은 얼룩무늬가 있다. 뒷다리가 길고 보통 배 쪽을 위로 하고 헤엄을 친다. 날아다니기도 하는데 작은 고기나 올챙이의 피를 빨아 먹고 산다. 한국, 일본 등지에 분포한다.
"
송조표전총류,단어,한자어,宋朝表牋總類,"한자 宋朝表牋總類
","「명사」
","조선 시대에, 중국 송나라의 표문과 전문을 모아 엮은 책. 태종 3년(1403)에 주조된 계미자를 사용하여 태종 연간에 간행되었으며, 오늘날은 권지칠(卷之七) 1책이 전한다. 우리나라 국보이다.
"
송종,단어,한자어,送終,"한자 送終
","「명사」
","「1」장례에 관한 모든 일.
「2」장례를 끝마침.
"
송주,단어,한자어,誦呪,"한자 誦呪
","「명사」
","「1」주문을 욈.
「2」다라니를 욈.
"
송죽,단어,한자어,松竹,"한자 松竹
","「명사」
","소나무와 대나무를 아울러 이르는 말.
"
송죽매,단어,한자어,松竹梅,"한자 松竹梅
","「명사」
","소나무와 대나무와 매화나무를 아울러 이르는 말. 예로부터 세한삼우라고 하여 시나 그림의 소재로 많이 삼아 왔다.
"
송죽지절,단어,한자어,松竹之節,"한자 松竹之節
","「명사」
","소나무같이 꿋꿋하고 대나무같이 곧은 절개.
"
송준길,단어,한자어,宋浚吉,"한자 宋浚吉
","「명사」
","조선 현종 때의 문신·학자(1606~1672). 자는 명보(明甫). 호는 동춘당(同春堂). 우참판, 이조 판서를 지내면서 노론의 거두로 활약하였다. 성리학, 예학에 능하였다. 저서에 ≪동춘당집≫, ≪어록해≫ 따위가 있다.
"
송증,단어,한자어,送證,"한자 送證
","「명사」
","보내는 짐의 내용을 적은 문서. 짐을 받을 사람에게 보낸다.
"
송지,단어,한자어,松枝,"한자 松枝
","「명사」
","소나무의 가지.
"
송지문,단어,한자어,宋之問,"한자 宋之問
","「명사」
","중국 당나라의 시인(656?~712). 자는 연청(延淸). 오언시에 뛰어났고, 심전기와 함께 율체를 창시하였다.
"
송지병,단어,한자어,松脂餠,"한자 松脂餠
","「명사」
","송기를 멥쌀가루에 섞어 반죽하여 만든 떡. 송기를 잿물에 삶아 우려내어 멥쌀가루와 섞어서 절구에 찧은 다음, 익반죽하여 솥에 쪄 내어 식기 전에 떡메로 쳐서 절편·송편·개피떡 따위로 만든다.
"
송지암,단어,한자어,松脂巖,"한자 松脂巖
","「명사」
","유리질의 화산암. 수지(樹脂) 광택을 띠나 풍화하면 검은색, 어두운 녹색, 붉은 녹색을 띤다.
"
송지유,단어,한자어,松脂油,"한자 松脂油
","「명사」
","송진을 수증기로 증류하여 얻는 정유. 맛이 시고 특이한 향기가 나는 무색 또는 연한 노란색의 끈끈한 액체로, 용제·합성 장뇌·페인트·구두약 따위를 만드는 데 쓰인다.
"
송진,단어,한자어,松津,"한자 松津
","「명사」
","소나무나 잣나무에서 분비되는 끈적끈적한 액체. 독특한 향기가 있으며 굳으면 황갈색의 무른 유리와 같은 상태가 된다.
"
송진감투,단어,혼종어,松津감투,"한자 松津
고유어 감투
","「명사」
","성질이 몹시 치근치근한 사람을 속되게 이르는 말.
"
송진내,단어,혼종어,松津내,"한자 松津
고유어 내
","「명사」
","송진의 냄새.
"
송진류,단어,한자어,松津類,"한자 松津類
","「명사」
","여러 가지 소나무에서 분비되는 끈적끈적한 액체의 종류.
"
송진산,단어,한자어,松眞山,"한자 松眞山
","「명사」
","함경북도 경흥군과 경원군 사이에 있는 산. 함경산맥에 속한다. 높이는 1,146미터.
"
송진우,단어,한자어,宋鎭禹,"한자 宋鎭禹
","「명사」
","정치가·독립운동가(1890~1945). 호는 고하(古下). 김성수와 제휴하여 일제 강점기에 민족 운동을 전개하였다. 동아일보 사장을 지냈고, 광복 후 한국 민주당을 조직하여 건국에 힘썼다.
"
송찬,단어,한자어,頌讚,"한자 頌讚
","「명사」
","칭찬하여 일컬음. 또는 그런 말.
"
송창,단어,한자어,誦唱,"한자 誦唱
","「명사」
","소리 높여 욈.
"
송채,단어,한자어,送綵,"한자 送綵
","「명사」
","혼인 때 신랑의 집에서 신부의 집으로 청색과 홍색의 채단을 보냄. 또는 그런 일.
"
송척,단어,한자어,訟隻,"한자 訟隻
","「명사」
","송사(訟事)하는 상대자.
"
송천,단어,한자어,松川,"한자 松川
","「명사」
","강원도 대관령에서 시작하여 정선군에서 남한강 상류로 흘러 들어가는 내. 길이는 62.1km.
"
송첨,단어,한자어,松簷,"한자 松簷
","「명사」
","소나무의 가지로 인 처마.
"
송청,단어,한자어,送廳,"한자 送廳
","「명사」
","수사 기관에서 피의자를 사건 서류와 함께 검찰청으로 넘겨 보내는 일.
"
송체,단어,한자어,宋體,"한자 宋體
","「명사」
","중국 송나라 때의 서체. 해서체의 하나로 획이 가늘고 폭이 좁으며 오른쪽 어깨가 약간 위로 올라간다.
"
송촌,단어,한자어,松村,"한자 松村
","「명사」
","‘지석영’의 호.
"
송추,단어,한자어,松楸,"한자 松楸
","「명사」
","산소 둘레에 심는 나무를 통틀어 이르는 말. 주로 소나무와 가래나무를 심는다.
"
송축,단어,한자어,悚縮/悚蹙,"한자 悚縮
/(병기) /
한자 悚蹙
","「명사」
","송구하여 몸을 움츠림.
"
송축가,단어,한자어,頌祝歌,"한자 頌祝歌
","「명사」
","조선 왕조의 창업을 기리고 태평성대를 칭송하는 노래. 조선 초기에 지은 것으로 <무공곡(武功曲)>, <성덕가(盛德歌)> 따위가 있다.
"
송춘,단어,한자어,送春,"한자 送春
","「명사」
","봄철을 마지막으로 보냄.
"
송출,단어,한자어,送出,"한자 送出
","「명사」
","「1」사람을 해외로 내보냄.
「2」물품, 전기, 전파, 정보 따위를 기계적으로 전달함.
"
송출관,단어,한자어,送出管,"한자 送出管
","「명사」
","가스나 액체 따위를 밖으로 내보내는 관.
"
송충,단어,한자어,松蟲,"한자 松蟲
","「명사」
","솔나방의 애벌레. 몸은 누에 모양이며 검은 갈색이다. 온몸에 긴 털이 나 있고 솔잎을 갉아 먹는다.
"
송충나방,단어,혼종어,松蟲나방,"한자 松蟲
고유어 나방
","「명사」
","솔나방과의 곤충. 몸의 길이는 3cm, 편 날개의 길이는 4~8cm이다. 몸의 색깔은 다갈색 또는 검은 갈색이고, 앞날개에는 중앙을 가로지르는 가로선과 그 바깥쪽에 흰색 줄무늬가 있고 뒷날개에는 가로띠가 있다. 애벌레는 송충이로서 소나무의 잎을 먹는데 한국, 일본, 중국, 유럽 등지에 널리 분포한다.
"
송충목,단어,한자어,松蟲木,"한자 松蟲木
","「명사」
","송충이의 피해를 입은 나무.
"
송충살이벼룩좀벌,단어,혼종어,松蟲살이벼룩좀벌,"한자 松蟲
고유어 살이벼룩좀벌
","「명사」
","벼룩좀벌과의 곤충. 몸은 청동빛에 윤이 나고 배는 검은 갈색에 노란 갈색 띠가 있다. 나방의 알에 기생하는데 한국, 일본, 유럽 등지에 분포한다.
"
송충알벌,단어,혼종어,松蟲알벌,"한자 松蟲
고유어 알벌
","「명사」
","알벌과의 곤충. 몸의 길이는 0.5mm 정도이며, 황색이다. 암컷의 눈은 적색, 배 끝과 산란관은 누런 갈색, 수컷의 배는 대부분이 갈색이다. 솔나방, 흰불나방 따위의 알에 기생하는데 한국, 일본 등지에 분포한다.
"
송충이,단어,혼종어,松蟲이,"한자 松蟲
고유어 이
","「명사」
","솔나방의 애벌레. 몸은 누에 모양이며 검은 갈색이다. 온몸에 긴 털이 나 있고 솔잎을 갉아 먹는다.
"
송충이나비,단어,혼종어,松蟲이나비,"한자 松蟲
고유어 이나비
","「명사」
","솔나방과의 곤충. 몸의 길이는 3cm, 편 날개의 길이는 4~8cm이다. 몸의 색깔은 다갈색 또는 검은 갈색이고, 앞날개에는 중앙을 가로지르는 가로선과 그 바깥쪽에 흰색 줄무늬가 있고 뒷날개에는 가로띠가 있다. 애벌레는 송충이로서 소나무의 잎을 먹는데 한국, 일본, 중국, 유럽 등지에 널리 분포한다.
"
