어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
일생괴욕,단어,한자어,一生愧辱,"한자 一生愧辱
","「명사」
","그 사람 평생의 부끄러움과 욕됨.
"
일생기,단어,한자어,一生記,"한자 一生記
","「명사」
","어느 한 사람의 일생에 관한 내용을 적은 기록.
"
일생보처,단어,한자어,一生補處,"한자 一生補處
","「명사」
","보살의 가장 높은 지위. 단 한 번의 생사에 관련되어 일생을 마치면 다음에는 부처의 자리에 오른다.
"
일생불범,단어,한자어,一生不犯,"한자 一生不犯
","「명사」
","일생 동안 불계(佛戒)를 지켜 여자를 범하지 아니하는 일.
"
일생일급,단어,한자어,一生一及,"한자 一生一及
","「명사」
","아버지가 죽은 후 아들이 그 대를 잇거나 형이 죽은 후 동생이 그 뒤를 잇는 일.
"
일생일대,단어,한자어,一生一大,"한자 一生一大
","「명사」
","일생을 통하여 가장 중요함을 이르는 말.
"
일생일사,단어,한자어,一生一死,"한자 一生一死
","「명사」
","한 번 태어나고 한 번 죽는 일.
"
일생일세,단어,한자어,一生一世,"한자 一生一世
","「명사」
","한 사람이 나서 죽을 때까지의 동안.
"
일서,단어,한자어,一書,"한자 一書
","「명사」
","「1」하나의 책.
「2」한 편의 글이나 편지.
「3」어떤 책.
"
일석,단어,한자어,一夕,"한자 一夕
","「명사」
","「1」하루 저녁.
「2」어느 저녁.
"
일석이조,단어,한자어,一石二鳥,"한자 一石二鳥
","「명사」
","돌 한 개를 던져 새 두 마리를 잡는다는 뜻으로, 동시에 두 가지 이득을 봄을 이르는 말.
"
일석점호,단어,한자어,日夕點呼,"한자 日夕點呼
","「명사」
","저녁때, 잠자리에 들기 전에 실시하는 점호.
"
일선,단어,한자어,一線,"한자 一線
","「명사」
","「1」하나의 선. 또는 중요한 뜻이 담긴 뚜렷한 금.
「2」일을 실행하는 데에서 맨 앞장.
「3」적과 맞서는 맨 앞의 전선(戰線).
"
일선형,단어,한자어,一線形,"한자 一線形
","「명사」
","일직선이 되는 형태.
"
일설,단어,한자어,一說,"한자 一說
","「명사」
","어떤 하나의 주장이나 학설.
"
일설지임,단어,한자어,一舌之任,"한자 一舌之任
","「명사」
","변론으로 결정을 짓는 임무.
"
일섬,단어,한자어,一閃,"한자 一閃
","「명사」
","빛 따위가 한 번 번쩍임. 또는 그 빛.
"
일성,단어,한자어,一城,"한자 一城
","「명사」
","한 성의 전체.
"
일성록,단어,한자어,日省錄,"한자 日省錄
","「명사」
","조선 영조 36년(1760) 1월부터 융희 4년(1910) 8월에 걸쳐 조정과 내외의 신하에 관해 기록한 일기. 임금의 일기 형식을 갖추고 있으나 실질적으로는 정부의 공식적인 기록이다. 정조의 세손 시절에 시작되어 즉위 후 규장각 존속 기간에는 각신(閣臣)에게 편찬하도록 하였다. 우리나라 국보이다. 2,329권의 인본(印本).
"
일성론,단어,한자어,一性論,"한자 一性論
","「명사」
","콘스탄티노플 대수도원장인 에우티케이스가 창시한, 초기 교회의 그리스도론에 관한 이론. 예수 그리스도의 두 가지 위격(位格)을 주장한 네스토리우스파에 반대하여, 예수 그리스도는 신성과 인성이 완전히 일체로서 복합된 단일성을 갖는다고 주장하였다.
"
일성분계,단어,한자어,一成分系,"한자 一成分系
","「명사」
","불균일계에서 그것을 이루는 물질이 한 가지 성분인 물질계. 물, 얼음, 증기로 이루어진 불균일계 따위가 있다.
"
일성왕,단어,한자어,逸聖王,"한자 逸聖王
","「명사」
","신라 제7대 왕(?~154). 성은 박(朴). 말갈의 침입을 자주 받았으나, 농본국의 정책을 펼쳐 제방을 고쳐 쌓고 농지를 개간하는 한편 백성들의 사치를 금하고 검소한 생활을 장려하였다. 재위 기간은 134~154년이다.
"
일성일쇠,단어,한자어,一盛一衰,"한자 一盛一衰
","「명사」
","한 번 성하고 한 번 쇠함. 또는 성하는 때도 있고 쇠하는 때도 있음.
"
일성정시의,단어,한자어,日星定時儀,"한자 日星定時儀
","「명사」
","조선 세종 19년(1437)에 만든 시계. 밤낮으로 시각을 잴 수 있도록 만들어, 만춘전(滿春殿), 서운관(書雲觀), 함경도 병영(兵營), 평안도 병영에 각각 하나씩 두었다.
"
일성파,단어,한자어,一性派,"한자 一性派
","「명사」
","예수 그리스도가 신성(神性)과 인성(人性)이 하나로 복합한 단일성(單一性)임을 주장하는 교파.
"
일성호가,단어,한자어,一聲胡笳,"한자 一聲胡笳
","「명사」
","한 곡조의 피리 소리.
"
일세,단어,한자어,一世,"한자 一世
","「명사」
","「1」한 사람의 일생.
「2」한 시대나 한 세대.
"
일세계,단어,한자어,一世界,"한자 一世界
","「명사」
","온 세상.
"
일세관,단어,한자어,一世冠,"한자 一世冠
","「명사」
","그 시대의 우두머리.
"
일세구천,단어,한자어,一歲九遷,"한자 一歲九遷
","「명사」
","한 달 동안에 아홉 번이나 벼슬이 오른다는 뜻으로, 군주의 총애를 많이 받음을 이르는 말.
"
일세일기,단어,한자어,一世一期,"한자 一世一期
","「명사」
","한 사람이 나서 죽을 때까지의 동안.
"
일세일대,단어,한자어,一世一代,"한자 一世一代
","「명사」
","한 사람이 나서 죽을 때까지의 동안.
"
일세일원,단어,한자어,一世一元,"한자 一世一元
","「명사」
","한 임금의 재위 동안에 하나의 연호만을 사용함.
"
일세지웅,단어,한자어,一世之雄,"한자 一世之雄
","「명사」
","그 시대에 대적할 만한 사람이 없을 정도로 뛰어난 사람.
"
일소,단어,고유어,,,"「명사」
","주로 일을 시키기 위하여 기르는 소. 힘이 세고 발이 넓다.
"
일소백미,단어,한자어,一笑百媚,"한자 一笑百媚
","「명사」
","한 번 웃으면 백 가지 애교가 넘침.
"
일소부재,단어,한자어,一所不在,"한자 一所不在
","「명사」
","한곳에 오래 머물지 아니한다는 뜻으로, 일정한 거처 없이 떠돌아다님을 이르는 말.
"
일소월원,단어,한자어,一疏月遠,"한자 一疏月遠
","「명사」
","세월이 흘러감과 함께 관계가 서로 멀어짐.
"
일소천금,단어,한자어,一笑千金,"한자 一笑千金
","「명사」
","한 번 웃는 것이 천금 같다는 뜻으로, 미인의 웃음을 얻기가 어려움을 이르는 말.
"
일속,단어,고유어,,,"「명사」
","일의 내용이나 실속.
"
일손,단어,고유어,,,"「명사」
","「1」일하는 손. 또는 손을 놀려 하는 일.
「2」일하는 솜씨.
「3」일을 하는 사람.
"
일솜씨,단어,고유어,,,"「명사」
","일하는 솜씨. 또는 일을 해 놓은 솜씨.
"
일수,단어,한자어,一手,"한자 一手
","「명사」
","「1」혼자의 몫. 또는 혼자의 힘.
「2」남보다 뛰어난 수나 솜씨. 또는 그런 수나 솜씨를 가진 사람.
「3」같은 수. 또는 동일한 수법.
「4」장기나 바둑 따위에서, 한 번 수를 두는 일.
"
일수놀이,단어,혼종어,日收놀이,"한자 日收
고유어 놀이
","「명사」
","본전과 이자를 합한 금액을 며칠에 나누어 일정한 액수를 날마다 거두어들이는 일을 업으로 하는 행위.
"
일수백확,단어,한자어,一樹百穫,"한자 一樹百穫
","「명사」
","나무 한 그루를 심어서 백 가지의 이익을 본다는 뜻으로, 유능한 인재 하나를 길러 여러 가지 효과를 얻음을 이르는 말.
"
일수불통,단어,한자어,一手不通,"한자 一手不通
","「명사」
","한 수(手)도 통하지 아니한다는 뜻으로, 장기나 바둑을 둘 때에 한번 둔 수는 물리지 아니함을 이르는 말.
"
일수불퇴,단어,한자어,一手不退,"한자 一手不退
","「명사」
","한 수(手)도 통하지 아니한다는 뜻으로, 장기나 바둑을 둘 때에 한번 둔 수는 물리지 아니함을 이르는 말.
"
일수양반,단어,한자어,日守兩班,"한자 日守兩班
","「명사」
","‘일수06’를 놀림조로 이르는 말.
"
일수유,단어,한자어,一須臾,"한자 一須臾
","「명사」
","몹시 짧은 시간.
"
일수일족,단어,한자어,一手一足,"한자 一手一足
","「명사」
","팔다리를 약간 움직인다는 뜻으로, 수고가 적음을 이르는 말.
"
일수입,단어,한자어,日收入,"한자 日收入
","「명사」
","하루 동안의 수입.
"
일수쟁이,단어,혼종어,日收쟁이,"한자 日收
고유어 쟁이
","「명사」
","일수놀이를 하는 사람을 낮잡아 이르는 말.
"
일수전,단어,한자어,日收錢,"한자 日收錢
","「명사」
","본전과 이자를 합한 금액을 며칠에 나누어 일정한 액수를 날마다 갚아 나가는 빚돈.
"
일수전매,단어,한자어,一手專賣,"한자 一手專賣
","「명사」
","「1」어떤 상품을 한 사람, 한 가게 또는 한 조직만이 독점적으로 파는 일.
「2」그 사람만이 전문으로 하거나 자랑으로 행하는 일.
"
일수죄,단어,한자어,溢水罪,"한자 溢水罪
","「명사」
","수해를 일으켜 공공의 안전을 해침으로써 성립하는 범죄. 가옥, 철도, 갱도 따위를 물에 잠기게 함으로써 성립한다.
"
일수직,단어,한자어,日守直,"한자 日守直
","「명사」
","일직과 수직을 아울러 이르는 말.
"
일수직원,단어,한자어,日守直員,"한자 日守直員
","「명사」
","일직원과 수직원을 아울러 이르는 말.
"
일수직자,단어,한자어,日守直者,"한자 日守直者
","「명사」
","일직자와 수직자를 아울러 이르는 말.
"
일수직제,단어,한자어,日守直制,"한자 日守直制
","「명사」
","일수직의 제도.
"
일수판매,단어,한자어,一手販賣,"한자 一手販賣
","「명사」
","물건을 도거리로 혼자 맡아서 파는 일.
"
일숙,단어,한자어,一宿,"한자 一宿
","「명사」
","하룻밤을 묵음.
"
일숙박,단어,한자어,一宿泊,"한자 一宿泊
","「명사」
","하룻밤을 묵음.
"
일숙일반,단어,한자어,一宿一飯,"한자 一宿一飯
","「명사」
","한 번 잠자리를 얻고 한 번 식사 대접을 받는다는 뜻으로, 조그만 은덕을 입음을 이르는 말.
"
일숙직,단어,한자어,日宿直,"한자 日宿直
","「명사」
","일직과 숙직을 아울러 이르는 말.
"
일순,단어,한자어,一旬,"한자 一旬
","「명사」
","한 달을 셋으로 나눈 그 하나. 열흘 동안을 이른다.
"
일순간,단어,한자어,一瞬間,"한자 一瞬間
","「명사」
","아주 짧은 시간.
"
일순천리,단어,한자어,一瞬千里,"한자 一瞬千里
","「명사」
","천 리나 되는 넓은 경치를 한눈에 내다봄.
"
일숫돈,단어,혼종어,日收돈,"한자 日收
고유어 돈
","「명사」
","본전과 이자를 합한 금액을 며칠에 나누어 일정한 액수를 날마다 갚아 나가는 빚돈.
"
일슬지공,단어,한자어,一膝之工,"한자 一膝之工
","「명사」
","한 번 무릎을 꿇고 앉아서 하는 공부라는 뜻으로, 잠시 동안 하는 공부를 이르는 말.
"
일습,단어,한자어,一襲,"한자 一襲
","「명사」
","옷, 그릇, 기구 따위의 한 벌. 또는 그 전부.
"
일승,단어,한자어,一乘,"한자 一乘
","「명사」
","모든 중생이 부처와 함께 성불한다는 석가모니의 교법. 일체(一切) 것이 모두 부처가 된다는 법문이다.
"
일승경,단어,한자어,一乘經,"한자 一乘經
","「명사」
","‘법화경’을 달리 이르는 말. 주로 일승(一乘)의 법문을 말하였다 하여 이르는 말이다.
"
일승묘전,단어,한자어,一乘妙典,"한자 一乘妙典
","「명사」
","‘법화경’을 달리 이르는 말. 일승의 교법을 밝힌 훌륭한 경전이라는 뜻이다.
"
일승법,단어,한자어,一乘法,"한자 一乘法
","「명사」
","모든 중생이 부처와 함께 성불한다는 석가모니의 교법. 일체(一切) 것이 모두 부처가 된다는 법문이다.
"
일승실상,단어,한자어,一乘實相,"한자 一乘實相
","「명사」
","일승 진실의 법화경에 설명된 제법(諸法) 실상의 이치.
"
일승원교,단어,한자어,一乘圓敎,"한자 一乘圓敎
","「명사」
","화엄종에서, 깨달음에 이르게 하는 오직 하나의 원만하고 완전한 가르침. 법화경과 화엄경의 궁극적인 가르침을 이른다.
"
일승월항지곡,단어,한자어,日昇月恒之曲,"한자 日昇月恒之曲
","「명사」
","‘길타령’을 달리 이르는 말.
"
일승일부,단어,한자어,一勝一負,"한자 一勝一負
","「명사」
","한 번 이기고 한 번 짐.
"
일승일패,단어,한자어,一勝一敗,"한자 一勝一敗
","「명사」
","한 번 이기고 한 번 짐.
"
일승지사,단어,한자어,一乘之使,"한자 一乘之使
","「명사」
","하나의 수레를 거느린 정도의 간단한 채비를 한 사자(使者).
"
일승현성교,단어,한자어,一乘顯性敎,"한자 一乘顯性敎
","「명사」
","모든 중생에게는 부처로 될 수 있는 본성이 있다는 것을 밝히는, 천태종이나 화엄종의 한 파.
"
일승홍선,단어,한자어,一乘弘宣,"한자 一乘弘宣
","「명사」
","석가모니가 영취산(靈鷲山)에서 법화경을 설법한 일.
"
일시,단어,한자어,一匙,"한자 一匙
","「명사」
","한 숟가락.
"
일시계,단어,한자어,日時計,"한자 日時計
","「명사」
","태양의 일주 운동 때문에 생기는 수직 물체의 그림자 길이와 위치의 변화를 이용하여 시간을 재는 시계.
"
일시군,단어,한자어,日時群,"한자 日時群
","「명사」
","통신문에 날짜와 시간을 알리기 위하여 사용하는 숫자의 무리. 보통 여섯 자리 숫자로 표시하는데, 처음 두 자리는 날짜를, 다음 두 자리는 시간을, 끝의 두 자리는 분을 나타낸다.
"
일시금,단어,한자어,一時金,"한자 一時金
","「명사」
","한꺼번에 내어주거나 받는 돈.
"
일시동인,단어,한자어,一視同仁,"한자 一視同仁
","「명사」
","멀고 가까운 사람을 친함에 관계없이 똑같이 대하여 준다는 뜻으로, 성인이 누구나 평등하게 똑같이 사랑함을 이르는 말. 한유의 <원인(原人)>에 나오는 말이다.
"
일시명류,단어,한자어,一時名流,"한자 一時名流
","「명사」
","한 시대에 널리 알려진 사람들.
"
일시반때,단어,혼종어,一時半때,"한자 一時半
고유어 때
","「명사」
","잠깐 동안.
"
일시불,단어,한자어,一時拂,"한자 一時拂
","「명사」
","금액을 한꺼번에 내거나 상환하는 일.
"
일시생사,단어,한자어,一時生死,"한자 一時生死
","「명사」
","한때의 죽고 사는 일.
"
일시성,단어,한자어,一時性,"한자 一時性
","「명사」
","일시적인 특성이나 성질.
"
일시웅아,단어,한자어,一時雄兒,"한자 一時雄兒
","「명사」
","한 시대의 뛰어난 인물.
"
일시일시,단어,한자어,一時一時,"한자 一時一時
","「명사」
","한때 또 한때.
"
일시지걸,단어,한자어,一時之傑,"한자 一時之傑
","「명사」
","그 시대에 대적할 만한 사람이 없을 정도로 뛰어난 사람.
"
일시지관,단어,한자어,一時之觀,"한자 一時之觀
","「명사」
","한때의 관망. 또는 그때의 체면.
"
일시지권,단어,한자어,一時之權,"한자 一時之權
","「명사」
","임기응변의 처치.
"
일식,단어,한자어,一式,"한자 一式
","「명사」
","그릇, 가구 따위의 한 벌. 또는 그 전부.
"
일식경,단어,한자어,一息耕,"한자 一息耕
","「명사」
","넓이가 한 식경인 밭을 갈 만한 동안.
"
일식만전,단어,한자어,一食萬錢,"한자 一食萬錢
","「명사」
","매우 사치스럽게 낭비함을 이르는 말. 진나라의 임개(任愷)가 한 끼의 식사에 1만 전(錢)을 썼다는 데서 유래한다.
"
일식집,단어,혼종어,日食집,"한자 日食
고유어 집
","「명사」
","일본식 음식을 파는 대중음식점.
"
일신,단어,한자어,一身,"한자 一身
","「명사」
","「1」자기 한 몸.
「2」몸 전체.
"
일신교,단어,한자어,一神敎,"한자 一神敎
","「명사」
","오직 하나의 신만을 인정하고 신앙하는 종교. 기독교, 이슬람교, 유대교 따위가 여기에 해당한다.
"
일신기원,단어,한자어,日新紀元,"한자 日新紀元
","「명사」
","사물이 새롭게 변한 최초의 해.
"
일신론,단어,한자어,一神論,"한자 一神論
","「명사」
","유일신의 존재만을 인정하고, 그것을 만물의 근원이라고 여기는 이론.
"
일신상,단어,한자어,一身上,"한자 一身上
","「명사」
","한 개인의 형편.
"
일신양역,단어,한자어,一身兩役,"한자 一身兩役
","「명사」
","한 사람이 두 가지 일을 동시에 맡음.
"
일신월성,단어,한자어,日新月盛,"한자 日新月盛
","「명사」
","나날이 새로워지고 다달이 번성함.
"
일신월화,단어,한자어,日新月化,"한자 日新月化
","「명사」
","시간이 갈수록 새롭게 변화하여 감.
"
일신일가,단어,한자어,一身一家,"한자 一身一家
","「명사」
","「1」한 몸과 한집안.
「2」개인의 사사로운 일.
"
일신일축,단어,한자어,一伸一縮,"한자 一伸一縮
","「명사」
","줄였다 늘였다 함. 또는 줄어들었다 늘어났다 함.
"
일신천금,단어,한자어,一身千金,"한자 一身千金
","「명사」
","사람의 몸 하나가 천금과 같다는 뜻으로, 몸이 매우 귀중함을 이르는 말.
"
일실,단어,한자어,一室,"한자 一室
","「명사」
","「1」하나의 방. 또는 한 칸의 방.
「2」한집에 사는 가족.
"
일실동거,단어,한자어,一室同居,"한자 一室同居
","「명사」
","한방에서 함께 지냄.
"
일실동환,단어,한자어,一室同歡,"한자 一室同歡
","「명사」
","한집안에서 같이 기뻐함.
"
일실무상,단어,한자어,一實無相,"한자 一實無相
","「명사」
","진여의 가르침은 오직 하나이며 절대의 것이어서 가상(假相)으로 나타난 현상계와는 동떨어진 것이라는 말.
"
일실승,단어,한자어,一實乘,"한자 一實乘
","「명사」
","오직 하나의 진실한 가르침이라는 뜻으로, ‘대승02’을 달리 이르는 말.
"
일실원돈,단어,한자어,一實圓頓,"한자 一實圓頓
","「명사」
","진실한 가르침인 법화경의 교의(敎義)를 따라서 원만 돈오(圓滿頓悟)한 공덕을 갖추어야 한다는 천태종 교리.
"
일실일득,단어,한자어,一失一得,"한자 一失一得
","「명사」
","한 가지 이로움이 있으면 한 가지 손해가 있다는 말.
"
일심,단어,한자어,一心,"한자 一心
","「명사」
","「1」하나로 합쳐진 마음.
「2」한쪽에만 마음을 씀.
「3」여러 사람이 한마음으로 일치함.
「4」단 하나의 심성(心性)이라는 뜻으로, ‘진여’를 이르는 말.
「5」단 하나의 근본식(根本識). 곧 온갖 것을 변화시키는 마음으로서의 아뢰야식을 이른다.
「6」오로지 하나의 대상에 집중하여 생각을 어지럽게 아니하는 마음.
"
일심경례,단어,한자어,一心敬禮,"한자 一心敬禮
","「명사」
","마음을 하나로 하고 삼보(三寶)를 공경하여 예배하는 일.
"
일심귀명,단어,한자어,一心歸命,"한자 一心歸命
","「명사」
","온몸과 온 힘을 다 기울여 부처의 가르침을 따르는 일.
"
일심동귀,단어,한자어,一心同歸,"한자 一心同歸
","「명사」
","마음을 한데 모아 같은 목적으로 향함.
"
일심동력,단어,한자어,一心同力,"한자 一心同力
","「명사」
","한마음으로 힘을 같이함.
"
일심동체,단어,한자어,一心同體,"한자 一心同體
","「명사」
","한마음 한 몸이라는 뜻으로, 서로 굳게 결합함을 이르는 말.
"
일심만능,단어,한자어,一心萬能,"한자 一心萬能
","「명사」
","무슨 일이라도 한마음으로 하면 할 수 있음.
"
일심백군,단어,한자어,一心百君,"한자 一心百君
","「명사」
","한결같은 충성심만 있으면 어떠한 군주라도 섬길 수 있음.
"
일심불란,단어,한자어,一心不亂,"한자 一心不亂
","「명사」
","「1」한 가지에만 마음을 써서 마음이 흩어지지 아니하게 함.
「2」한 가지 일에 마음으로 불도를 닦는 일.
"
일심삼관,단어,한자어,一心三觀,"한자 一心三觀
","「명사」
","천태종에서 행하는 관상(觀想) 방법의 하나. 일심을 대상으로 하여 그 가운데 공관(空觀), 가관(假觀), 중관(中觀)의 삼관(三觀)을 동시에 실현하는 관법이다.
"
일심염불,단어,한자어,一心念佛,"한자 一心念佛
","「명사」
","마음을 하나로 모아 염불하는 일.
"
일심이문,단어,한자어,一心二門,"한자 一心二門
","「명사」
","한 마음의 두 측면. 일체 존재의 근원이 되는, 인간이 가진 본원심의 두 측면이다.
"
일심전념,단어,한자어,一心專念,"한자 一心專念
","「명사」
","마음을 하나로 모아 염불하는 일.
"
일심전력,단어,한자어,一心專力,"한자 一心專力
","「명사」
","한마음으로 한곳에만 온 힘을 다함.
"
일심정기,단어,한자어,一心正氣,"한자 一心正氣
","「명사」
","천도교에서, 한결같은 마음과 바른 기운을 이르는 말.
"
일심정념,단어,한자어,一心正念,"한자 一心正念
","「명사」
","마음을 하나로 모아 염불하는 일.
"
일심합장,단어,한자어,一心合掌,"한자 一心合掌
","「명사」
","한마음 한뜻으로 두 손을 모아 예배하는 일.
"
일심협력,단어,한자어,一心協力,"한자 一心協力
","「명사」
","한마음 한뜻으로 서로 힘을 합함.
"
일싸,단어,고유어,,,"「명사」
","→ 일손.
"
일악,단어,한자어,一惡,"한자 一惡
","「명사」
","아주 악독한 사람.
"
일악대패,단어,한자어,一惡大悖,"한자 一惡大悖
","「명사」
","아주 지독히 악한 사람.
"
일안,단어,한자어,日案,"한자 日案
","「명사」
","학습 지도를 위하여 하루를 단위로 지도 내용과 방법 따위를 마련한 계획안.
"
일애,단어,한자어,昵愛,"한자 昵愛
","「명사」
","가까이하여 사랑함.
"
일액,단어,한자어,日額,"한자 日額
","「명사」
","날마다 정한 액수. 또는 매일의 정액(定額).
"
일액현상,단어,한자어,溢液現象,"한자 溢液現象
","「명사」
","식물체의 배수 조직에서수분이 물방울 형태로 배출되는 현상. 토양 수분이 많고 지온이 높으면, 뿌리에서 수분 흡수가 왕성해지는데 기온이 낮고 공중의 습도가 높으면 증산 작용이 억제되어 이러한 현상이 나타난다.
"
일야,단어,한자어,一夜,"한자 一夜
","「명사」
","해가 지고 나서 다음 날 해가 뜰 때까지의 동안.
"
일야간,단어,한자어,日夜間,"한자 日夜間
","「명사」
","하룻밤 사이.
"
일야무간,단어,한자어,日夜無間,"한자 日夜無間
","「명사」
","밤낮으로 끊임이 없음.
"
일야부절,단어,한자어,一夜不絕,"한자 一夜不絕
","「명사」
","밤낮으로 끊이지 아니함.
"
일야지간,단어,한자어,一夜之間,"한자 一夜之間
","「명사」
","하룻밤 사이.
"
일양,단어,한자어,泆陽,"한자 泆陽
","「명사」
","머리는 표범, 꼬리는 말의 모양을 한 전설 속의 짐승.
"
일양내복,단어,한자어,一陽來復,"한자 一陽來復
","「명사」
","「1」음(陰)이 끝나고 양(陽)이 돌아온다는 뜻으로, 동짓달이나 동지를 이르는 말. ≪주역≫의 <복괘(復卦)> 본의(本義)에 나오는 말이다.
「2」궂은일이 걷히고 좋은 일이 돌아옴.
「3」겨울이 가고 봄이 돌아옴.
"
일양일,단어,한자어,一兩日,"한자 一兩日
","「명사」
","「1」하루나 이틀.
「2」오늘이나 내일.
"
일어,단어,한자어,日語,"한자 日語
","「명사」
","일본 민족이 쓰는 일본의 공용어. 알타이 어족 또는 우랄 어족에 속한다는 주장이 있으나 확실하지 않다. 가나와 한자로 표기한다.
"
일어탁수,단어,한자어,一魚濁水,"한자 一魚濁水
","「명사」
","한 마리의 물고기가 물을 흐린다는 뜻으로, 한 사람의 잘못으로 여러 사람이 피해를 입게 됨을 이르는 말.
"
일언,단어,한자어,一言,"한자 一言
","「명사」
","「1」한 마디의 말. 또는 한 번 한 말.
「2」간략하게 말함. 또는 그런 말.
"
일언가파,단어,한자어,一言可破,"한자 一言可破
","「명사」
","한마디만 말하여도 능히 판단할 수 있음.
"
일언거사,단어,한자어,一言居士,"한자 一言居士
","「명사」
","말참견하기를 좋아하는 사람.
"
일언단파,단어,한자어,一言斷破,"한자 一言斷破
","「명사」
","한마디만 말하여도 능히 판단할 수 있음.
"
일언반구,단어,한자어,一言半句,"한자 一言半句
","「명사」
","한 마디 말과 반 구절이라는 뜻으로, 아주 짧은 말을 이르는 말.
"
일언반사,단어,한자어,一言半辭,"한자 一言半辭
","「명사」
","한 마디 말과 반 구절이라는 뜻으로, 아주 짧은 말을 이르는 말.
"
일언방은,단어,한자어,一言芳恩,"한자 一言芳恩
","「명사」
","한 마디의 말로써 은혜를 베풂. 또는 그 은혜.
"
일언시,단어,한자어,一言詩,"한자 一言詩
","「명사」
","시구 가운데 한 글자가 한 구를 이루고 있는 시. 예를 들면 ≪시경≫ <정풍(鄭風)·치의(緇衣)> 편에 수록된 ‘緇衣之宜兮, 敝予又改爲兮. 適子之館兮, 還予授子止粲兮.’와 같은 시에서 제2구의 ‘敝’, 제4구의 ‘還’을 하나의 구(句)로 보아야 한다는 것이다. 중국 청나라 고염무(顧炎武)가 내놓은 설(說)이다.
"
