어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
창힐,단어,한자어,倉頡/蒼頡,"한자 倉頡
/(병기) /
한자 蒼頡
","「명사」
","중국 고대의 전설적인 제왕인 황제(黃帝) 때의 좌사(左史). 새와 짐승의 발자국을 본떠서 처음으로 문자를 만들었다고 한다.
"
창힐편,단어,한자어,倉頡篇,"한자 倉頡篇
","「명사」
","「1」중국 진(秦)나라의 재상 이사가 소전(小篆)으로 기록한 자서(字書). 1편.
「2」중국 한나라 때에, 창힐편·원력편·박학편을 아울러 60자(字)마다 1장(章)으로 하여 55장으로 엮은 자서(字書).
"
찾아보기,단어,고유어,,,"「명사」
","책 속의 내용 중에서 중요한 단어나 항목, 인명 따위를 쉽게 찾아볼 수 있도록 일정한 순서에 따라 별도로 배열하여 놓은 목록.
"
찾을모,단어,고유어,,,"「명사」
","찾아서 쓸 만한 점이나 가치.
"
찾음표,단어,혼종어,찾음票,"고유어 찾음
한자 票
","「명사」
","돈이나 물건 따위를 맡기거나 찾을 때 그것과 맞바꾸는 표.
"
채각,단어,한자어,彩閣,"한자 彩閣
","「명사」
","아름답게 단청한 누각.
"
채갱,단어,한자어,菜羹,"한자 菜羹
","「명사」
","나물을 넣고 끓인 국.
"
채견,단어,한자어,彩絹,"한자 彩絹
","「명사」
","두껍고 무늬가 없는 여러 가지 고운 빛깔의 비단.
"
채결,단어,한자어,採決,"한자 採決
","「명사」
","의장이 의안(議案)의 채택 가부를 물어 결정함.
"
채경,단어,한자어,蔡京,"한자 蔡京
","「명사」
","중국 북송 말기의 정치가·서예가(1047~1126). 자는 원장(元長). 휘종(徽宗) 때 재상이 되어 왕안석의 신법을 부활하고 보수파를 탄압하였다. 뒤에 금나라의 침입을 초래하여, 육적(六賊)의 한 사람으로 몰려 실각하였다.
"
채고추,단어,고유어,,,"「명사」
","가늘고 잘게 채 친 고추.
"
채고추나물,단어,고유어,,,"「명사」
","물레나물과의 여러해살이풀. 높이는 30~80cm이며, 잎은 마주나고 긴 타원형이다. 고추나물과 비슷하나 줄기에 검은 점이 있고 꽃이 조금 크다. 7~8월에 노란색 꽃이 줄기 끝이나 가지 끝에 취산(聚繖) 화서로 피고 열매는 달걀 모양의 삭과(蒴果)이며 어린잎은 식용한다. 산이나 들에서 자라는데 한국, 중국, 몽골 등지에 분포한다.
"
채공,단어,한자어,採工,"한자 採工
","「명사」
","광물, 돌 따위를 캐는 사람.
"
채과,단어,한자어,菜果,"한자 菜果
","「명사」
","채소와 과일을 아울러 이르는 말.
"
채과상,단어,한자어,菜果商,"한자 菜果商
","「명사」
","채소와 과일을 파는 장사. 또는 그런 장수.
"
채과점,단어,한자어,菜果店,"한자 菜果店
","「명사」
","채소나 과일을 파는 상점.
"
채광,단어,한자어,彩光,"한자 彩光
","「명사」
","아름다운 색깔의 빛.
"
채광공,단어,한자어,採鑛工,"한자 採鑛工
","「명사」
","광산에서, 광석을 캐내는 일을 하는 노동자.
"
채광권,단어,한자어,採光權,"한자 採光權
","「명사」
","창을 통하여 건물 안에 햇빛을 받아들이는 권리. 개인 생활의 권리를 존중하는 서양에서 유래한 것이다.
"
채광기,단어,한자어,採鑛機,"한자 採鑛機
","「명사」
","땅속에 묻혀 있는 광석을 캐내는 기계.
"
채광묵,단어,한자어,蔡光默,"한자 蔡光默
","「명사」
","조선 말기의 의병장(1850~1906). 자는 명숙(明叔). 호는 구연(龜淵). 을미사변 때 10여 차례 토적 상소를 올렸으며, 을사조약이 체결되자 의병을 일으켰으나 홍성에서 전사하였다.
"
채광법,단어,한자어,採鑛法,"한자 採鑛法
","「명사」
","광석을 캐내는 방법.
"
채광주리,단어,고유어,,,"「명사」
","껍질을 벗긴 싸릿개비나 버들가지 따위의 오리를 엮어 만든 광주리.
"
채광창,단어,한자어,採光窓,"한자 採光窓
","「명사」
","햇빛을 받기 위하여 내는 창문.
"
채교,단어,한자어,彩轎,"한자 彩轎
","「명사」
","채색을 하거나 채색 비단으로 꾸민 교자(轎子).
"
채구,단어,한자어,彩毬,"한자 彩毬
","「명사」
","「1」궁중에서, 포구락(抛毬樂)을 연주할 때 던지던 나무로 만든 공.
「2」격구(擊毬), 타구(打毬), 모구(毛毬)를 할 때 쓰는 공. 나무, 마노(瑪瑙), 녹비, 저피(豬皮) 따위로 만든다.
"
채국,단어,한자어,彩菊,"한자 彩菊
","「명사」
","동양화에서, 채색하여 그린 국화.
"
채굴,단어,한자어,採掘,"한자 採掘
","「명사」
","땅을 파고 땅속에 묻혀 있는 광물 따위를 캐냄.
"
채굴권,단어,한자어,採掘權,"한자 採掘權
","「명사」
","등록된 광구(鑛區)에서 광물을 채굴할 수 있는 권리.
"
채굴량,단어,한자어,採掘量,"한자 採掘量
","「명사」
","채굴하는 분량.
"
채굴장,단어,한자어,採掘場,"한자 採掘場
","「명사」
","「1」탄층을 팔 때에, 파헤쳐진 전체 지층을 이르는 말.
「2」석탄이나 광석 따위가 실제로 채굴되는 곳.
"
채굿,단어,고유어,,,"「명사」
","풍물놀이 판굿의 하나. 일채, 이채, 삼채 따위의 징을 치는 수대로 장단을 차례로 친다.
"
채궁,단어,고유어,,,"「명사」
","판소리 장단에서, 채로 치는 북의 오른쪽 가죽 자리. 악절의 시작에 이 자리를 크게 친다.
"
채궁자리,단어,고유어,,,"「명사」
","판소리 장단에서, 채로 치는 북의 오른쪽 가죽 자리. 악절의 시작에 이 자리를 크게 친다.
"
채권,단어,한자어,債券,"한자 債券
","「명사」
","「1」남에게 빌린 돈의 금액을 적는 장부.
「2」국가, 지방 자치 단체, 은행, 회사 따위가 사업에 필요한 자금을 차입하기 위하여 발행하는 유가 증권. 공채, 국채, 사채, 지방채 따위가 있다.
"
채권국,단어,한자어,債權國,"한자 債權國
","「명사」
","국제 관계에서, 다른 나라에 빚을 준 나라.
"
채권법,단어,한자어,債權法,"한자 債權法
","「명사」
","채권에 관한 사항을 규정하는 법률.
"
채권자,단어,한자어,債權者,"한자 債權者
","「명사」
","특정인에게 일정한 빚을 받아 낼 권리를 가진 사람.
"
채권자주의,단어,한자어,債權者主義,"한자 債權者主義
","「명사」
","쌍무 계약에 따른 한쪽의 채무가 채무자의 책임이 아닌 사유로 소멸하여 채무자가 채무를 이행할 수 없을 때에 그 손실을 채권자가 부담한다는 원칙. 매매 계약을 한 물건이나 건물이 불에 탄 경우 따위에 적용한다.
"
채권질,단어,한자어,債權質,"한자 債權質
","「명사」
","권리질의 하나. 채권을 대상으로 하는 질권(質權)으로, 유치적 효력을 가지지 아니한다는 점에서 동산질과는 다르다.
"
채귀,단어,한자어,債鬼,"한자 債鬼
","「명사」
","악착같이 이자를 받고 빚 갚기를 몹시 졸라 대는 빚쟁이를 비유적으로 이르는 말.
"
채그릇,단어,고유어,,,"「명사」
","껍질을 벗긴 싸릿개비나 버들가지 따위의 오리로 결어 만든 바구니나 광주리 따위의 그릇.
"
채그물,단어,고유어,,,"「명사」
","지나가는 물고기를 물 밑으로부터 떠올려 잡는 그물.
"
채근,단어,한자어,採根,"한자 採根
","「명사」
","「1」식물의 뿌리를 캐냄.
「2」어떤 일의 내용, 원인, 근원 따위를 캐어 알아냄.
「3」어떻게 행동하기를 따지어 독촉함.
「4」남에게 받을 것을 달라고 독촉함.
"
채근담,단어,한자어,菜根譚,"한자 菜根譚
","「명사」
","중국 명나라 말기에 홍자성(洪自誠)이 지은 어록집. 유교를 중심으로 불교·도교를 가미하여 처세법을 가르친 경구적(警句的)인 단문 약 350조로 되어 있다. 전집(前集)에서는 사관(仕官)·보신(保身)의 도(道)를 설명하고, 후집(後集)에서는 벼슬을 물러난 후의 산림 한거의 즐거움을 설명하였다. 2권.
"
채금,단어,한자어,彩衾,"한자 彩衾
","「명사」
","빛깔이 곱고 아름다운 이부자리.
"
채금선,단어,한자어,採金船,"한자 採金船
","「명사」
","금이 들어 있는 물 밑의 사력층(沙礫層)을 채굴하여 사금을 캐내는 데 쓰는 배. 굴착·선광 장치와 원동기, 부속 장치 따위를 갖추고 있다.
"
채금업,단어,한자어,採金業,"한자 採金業
","「명사」
","금을 캐는 사업.
"
채금업자,단어,한자어,採金業者,"한자 採金業者
","「명사」
","금을 캐는 사업을 하는 사람.
"
채금터,단어,혼종어,採金터,"한자 採金
고유어 터
","「명사」
","금을 캐내는 곳.
"
채급,단어,한자어,債給,"한자 債給
","「명사」
","남에게 돈을 꾸어 줌.
"
채급자,단어,한자어,債給者,"한자 債給者
","「명사」
","남에게 돈을 꾸어 준 사람.
"
채기,단어,고유어,,,"「명사」
","낚시에서, 물고기가 입질할 때 물고기를 낚아채는 일.
"
채기중,단어,한자어,蔡基中,"한자 蔡基中
","「명사」
","독립운동가(1873~1921). 자는 극오(極五). 호는 소몽(素夢). 1913년 유창순(庾昌淳), 김상옥 등과 더불어 대한 광복단을 조직하였다가 1915년 대한 광복회로 개칭하고, 군자금을 모집하였다. 1917년 협조를 거부한 부호 장승원(張承遠)을 사살하고 체포되어 처형되었다.
"
채김치,단어,고유어,,,"「명사」
","배추, 무, 갓 따위를 채 쳐서 담그는 김치.
"
채깍두기,단어,고유어,,,"「명사」
","무를 채 쳐서 담근 김치.
"
채꾼,단어,고유어,,,"「명사」
","소를 모는 사람. 주로 나이가 어린 일꾼을 이른다.
"
채끝,단어,고유어,,,"「명사」
","소 등심 부분의 방아살 아래에 붙은 쇠고기 부위.
"
채끝살,단어,고유어,,,"「명사」
","소 등심 부분의 방아살 아래에 붙은 쇠고기 부위.
"
채나라,단어,혼종어,蔡나라,"한자 蔡
고유어 나라
","「명사」
","중국 주나라 때에, 무왕의 아우 숙도(叔度)를 봉하여 준 나라. 수도는 지금의 허난성(河南省) 상차이현(上蔡縣)의 남쪽 지방이며, 기원전 445년에 초나라에 망하였다.
"
채낚시,단어,고유어,,,"「명사」
","낚싯대로 물고기를 채어 낚는 일.
"
채난,단어,한자어,採暖,"한자 採暖
","「명사」
","따뜻한 기운을 몸속에 빨아들임.
"
채납,단어,한자어,採納,"한자 採納
","「명사」
","「1」의견을 받아들임.
「2」사람을 골라서 들임.
"
채녀,단어,한자어,采女,"한자 采女
","「명사」
","중국 한(漢)나라 때에 있었던 궁녀의 계급. 또는 그 계급의 궁녀.
"
채노,단어,한자어,債奴,"한자 債奴
","「명사」
","빚을 갚는 방편으로 종이 된 노비를 이르던 말.
"
채농,단어,한자어,菜農,"한자 菜農
","「명사」
","채소를 가꾸는 농사.
"
채뇨,단어,한자어,採尿,"한자 採尿
","「명사」
","오줌 검사 따위에 쓰기 위하여 오줌을 받음.
"
채니관,단어,한자어,採泥管,"한자 採泥管
","「명사」
","바다, 하천, 호수 따위의 바닥에서 모래나 감탕을 파 올리는 속이 굵은 기둥 모양의 관.
"
채니기,단어,한자어,採泥器,"한자 採泥器
","「명사」
","바다, 하천, 호수 따위의 바닥에서 진흙, 모래, 그 밖의 침전물 따위를 긁어내는 장치. 지하자원의 조사와 퇴적의 역사적 연구와 물 밑의 지질 연구 따위에 쓰며, 드레저식·코러식·진공식·주상식 따위가 있다.
"
채단,단어,한자어,采緞,"한자 采緞
","「명사」
","혼인 때에, 신랑집에서 신붓집으로 미리 보내는 푸른색과 붉은색의 비단. 치마나 저고릿감으로 쓴다.
"
채달,단어,한자어,菜疸,"한자 菜疸
","「명사」
","채소 따위에 중독되어 생기는 황달.
"
채담,단어,한자어,彩毯,"한자 彩毯
","「명사」
","여러 가지 빛깔의 털로 무늬를 놓아 짠 긴 네모꼴의 담요.
"
채도,단어,한자어,彩度,"한자 彩度
","「명사」
","색의 선명한 정도. 색의 삼요소의 하나로, 유채색에만 있으며, 회색을 섞을수록 낮아진다.
"
채독,단어,고유어,,,"「명사」
","싸릿개비나 버들가지 따위의 오리를 결어 독 모양으로 만들고 안팎으로 종이를 바른 채그릇. 산간 지방에서 마른 곡식을 갈무리할 때에 많이 쓴다.
"
채독벌레,단어,혼종어,菜毒벌레,"한자 菜毒
고유어 벌레
","「명사」
","구충과의 기생충. 몸의 길이는 1cm 정도이고 길쭉하며, 우윳빛이다. 약간 굽었고 두 개의 갈고리 모양의 이빨로 창자벽에 들러붙어 점막을 통하여 피를 빨아 먹는다. 사람의 입이나 피부를 통하여 들어가는데, 처음에는 샘창자에서 발견되었으나 보통 작은창자 윗부분에 기생한다.
"
채독증,단어,한자어,菜毒症,"한자 菜毒症
","「명사」
","구충에 감염되었을 때 나타나는 여러 가지 증상. 목구멍이 가렵고 기침을 하며 얼굴이 누렇게 붓고 오심(惡心), 구토, 설사 따위를 하게 된다.
"
채동건,단어,한자어,蔡東健,"한자 蔡東健
","「명사」
","조선 후기의 무신(1809~1880). 자는 순여(順汝). 음보(蔭補)로 무관직에 등용되어 경상우도 병마절도사, 개성 부안무사를 거쳐 수군통제사, 형조 판서를 지냈다.
"
채동지,단어,한자어,蔡同知,"한자 蔡同知
","「명사」
","말과 행동이 허무맹랑한 사람을 놀림조로 이르는 말.
"
채두,단어,한자어,菜豆,"한자 菜豆
","「명사」
","→ 강낭콩「1」.
"
채둥우리,단어,고유어,,,"「명사」
","껍질을 벗긴 싸릿개비나 버들가지의 오리를 둥글고 깊게 결어 만든 채그릇.
"
채득,단어,한자어,採得,"한자 採得
","「명사」
","더듬어 살펴서 찾아내거나 알아냄.
"
채득기,단어,한자어,蔡得沂,"한자 蔡得沂
","「명사」
","조선 인조·효종 때의 학자(1605~1646). 자는 영이(詠而). 호는 우담(雩潭)·학정(鶴丁). 경사 백가와 역학에 밝았으며, 천문·지리·의약·복서(卜筮)·음률·병진(兵陣) 따위에도 능하였다. 저서에 ≪사의경험방≫, ≪삼의일험방(三意一驗方)≫ 따위가 있다.
"
채등,단어,한자어,彩燈,"한자 彩燈
","「명사」
","아름답게 빛깔을 들인 등.
"
채란,단어,한자어,採卵,"한자 採卵
","「명사」
","닭이나 물고기 따위의 알을 인위적인 방법으로 낳게 하여 받아 거둠.
"
채량미,단어,한자어,債糧米,"한자 債糧米
","「명사」
","양식으로 쓰려고 꾼 쌀.
"
채련,단어,고유어,,,"「명사」
","부드럽게 다루어 만든 당나귀 가죽.
"
채련피,단어,한자어,采蓮皮,"한자 采蓮皮
","「명사」
","→ 채련01 ‘채련01’을 한자를 빌려서 쓰고 가죽을 뜻하는 ‘피(皮)’를 덧붙인 말이다.
"
채례,단어,한자어,采禮,"한자 采禮
","「명사」
","혼인할 때에, 사주단자의 교환이 끝난 후 정혼이 이루어진 증거로 신랑집에서 신붓집으로 예물을 보냄. 또는 그 예물. 보통 밤에 푸른 비단과 붉은 비단을 혼서와 함께 함에 넣어 신붓집으로 보낸다.
"
채로,단어,한자어,菜露,"한자 菜露
","「명사」
","선원에서, 국을 끓이는 소임. 또는 그 소임을 맡은 사람.
"
채록,단어,한자어,採錄,"한자 採錄
","「명사」
","필요한 자료를 찾아 모아서 적거나 녹음함. 또는 그런 기록이나 녹음.
"
채롱,단어,혼종어,채籠,"고유어 채
한자 籠
","「명사」
","껍질을 벗긴 싸릿개비나 버들가지 따위의 오리를 결어서 함(函) 모양으로 만든 채그릇. 안팎에 종이를 바르기도 한다.
"
채롱부채,단어,혼종어,채籠부채,"고유어 채
한자 籠
고유어 부채
","「명사」
","껍질을 벗긴 싸릿개비나 버들가지 따위의 오리를 결어서 만든 부채.
"
채롱부처,단어,혼종어,채籠부처,"고유어 채
한자 籠
고유어 부처
","「명사」
","껍질을 벗긴 싸릿개비나 버들가지 따위의 오리를 결어서 만든 부처의 상.
"
채료,단어,한자어,彩料,"한자 彩料
","「명사」
","그림을 그리는 데 쓰는 모든 물감.
"
채루,단어,한자어,彩樓,"한자 彩樓
","「명사」
","아름답게 칠한 누각.
"
채류,단어,한자어,菜類,"한자 菜類
","「명사」
","채소나 나물 따위의 부류.
"
채륜,단어,한자어,蔡倫,"한자 蔡倫
","「명사」
","중국 후한의 관리(?~121). 종이 제법(製法)의 대가로, 수피(樹皮)·마포(麻布)·어망(魚網) 따위로 채후지(菜侯紙)라는 종이를 만들었다.
"
채륵,단어,한자어,債勒,"한자 債勒
","「명사」
","조선 시대에, 이채(吏債)·저채(邸債)를 환곡과 함께 거두어들이던 일.
"
채마,단어,한자어,菜麻,"한자 菜麻
","「명사」
","「1」먹을거리나 입을 거리로 심어서 가꾸는 식물.
「2」채마를 심어 가꾸는 밭.
"
채마머리,단어,혼종어,菜麻머리,"한자 菜麻
고유어 머리
","「명사」
","채마밭 이랑의 한쪽 끝. 사람이 자주 출입하는 쪽을 이른다.
"
채마밭,단어,혼종어,菜麻밭,"한자 菜麻
고유어 밭
","「명사」
","채마를 심어 가꾸는 밭.
"
채마전,단어,한자어,菜麻田,"한자 菜麻田
","「명사」
","채마를 심어 가꾸는 밭.
"
채마지기,단어,혼종어,菜麻지기,"한자 菜麻
고유어 지기
","「명사」
","채마 농사를 전문으로 하는 사람을 낮잡아 이르는 말.
"
채만식,단어,한자어,蔡萬植,"한자 蔡萬植
","「명사」
","소설가(1902~1950). 호는 백릉(白菱)·채옹(采翁). 소설 작품을 통하여 당시 지식인 사회의 고민과 약점을 풍자하고, 사회 부조리와 갈등을 사실적으로 묘사하였다. 작품에 <레디메이드 인생>, <탁류(濁流)>, <태평천하> 따위가 있다.
"
채면,단어,혼종어,채面,"고유어 채
한자 面
","「명사」
","장구나 북에서, 채로 치는 오른쪽 얇은 가죽면.
"
채목장,단어,한자어,採木場,"한자 採木場
","「명사」
","예전에, 목재를 생산하는 산판을 이르던 말.
"
채묘,단어,한자어,採苗,"한자 採苗
","「명사」
","모를 내기 위하여 모판에서 모를 뽑음. 또는 그런 일.
"
채무,단어,한자어,債務,"한자 債務
","「명사」
","재산권의 하나. 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무를 이른다.
"
채무국,단어,한자어,債務國,"한자 債務國
","「명사」
","국제 관계에서, 다른 나라에 빚을 진 나라.
"
채무자,단어,한자어,債務者,"한자 債務者
","「명사」
","특정인에게 일정한 빚을 갚아야 할 의무를 가진 사람.
"
채무자주의,단어,한자어,債務者主義,"한자 債務者主義
","「명사」
","쌍무 계약에서, 한쪽의 채무가 채무자의 책임이 아닌 이유로 소멸하여 채무자가 채무를 이행할 수 없을 때에 그 손실을 채무자가 부담한다는 원칙. 자기의 채무를 이행할 수 없는 채무자는 상대편에게 반대급부를 청구할 수 없다.
"
채묵,단어,한자어,彩墨,"한자 彩墨
","「명사」
","그림을 그릴 때에, 먹처럼 갈아서 쓰도록 채색감을 단단하게 뭉친 조각.
"
채문,단어,한자어,彩紋,"한자 彩紋
","「명사」
","「1」아름답게 채색한 무늬.
「2」물결 모양, 호선(弧線), 원형 따위를 써서 정밀하게 그린 기하학적 무늬. 흑채문과 백채문이 있으며, 지폐나 증권 따위의 위조를 막기 위하여 그 도안의 바탕 그림으로 쓰기도 한다.
"
채문석,단어,한자어,採紋席,"한자 採紋席
","「명사」
","여러 가지 색깔로 무늬를 놓아서 짠 돗자리.
"
채미충,단어,한자어,蠆尾蟲,"한자 蠆尾蟲
","「명사」
","전갈과의 하나. 몸의 길이는 3.5~20cm이며 누런색이다. 몸은 짧은 두흉부와 좁고 긴 배로 나뉘는데 꼬리 끝에 독침이 있다. 한국, 중국, 북아메리카, 열대 지방 등지에 분포한다.
"
채밀,단어,한자어,採蜜,"한자 採蜜
","「명사」
","꿀을 뜸.
"
채밀기,단어,한자어,採蜜器,"한자 採蜜器
","「명사」
","벌집이나 벌통에서 꿀을 채취하는 데 쓰는 기구.
"
채반,단어,고유어,,,"「명사」
","→ 차반01.
"
채반가름,단어,혼종어,채盤가름,"고유어 채
한자 盤
고유어 가름
","「명사」
","누에가 자람에 따라 자리를 넓혀 주려고 채반의 수를 늘리는 일.
"
채반상,단어,혼종어,채盤相,"고유어 채
한자 盤相
","「명사」
","채반같이 둥글넓적하게 생긴 얼굴이나 얼굴이 그러한 사람을 놀림조로 이르는 말.
"
채받이,단어,고유어,,,"「명사」
","소가 채를 늘 맞는 부위의 가죽이나 고기. 소의 등심 끝머리 부분에 해당한다.
"
채발,단어,고유어,,,"「명사」
","볼이 좁고 길쭉하여 맵시 있게 생긴 사람의 발.
"
채밥,단어,고유어,,,"「명사」
","‘선소리꾼’을 낮잡아 이르는 말. 즐거운 소리를 해 주고도 채반에다 함부로 대접받은 데서 나온 말이다.
"
채방,단어,한자어,彩舫,"한자 彩舫
","「명사」
","궁중에서, 정재(呈才)를 베풀 때에 선유락에 쓰던 배.
"
채방사,단어,한자어,採訪使,"한자 採訪使
","「명사」
","고려 시대에, 지방의 실정(實情)을 조사하는 일을 맡아보던 임시 벼슬.
"
채벌,단어,한자어,採伐,"한자 採伐
","「명사」
","나무를 베어 내거나 섶을 깎아 냄.
"
채벌기,단어,한자어,採伐期,"한자 採伐期
","「명사」
","「1」산림의 나무가 자라서 베어 내게 된 때.
「2」한 해 중 산림의 나무를 베어 내기에 알맞은 시기.
"
채벌장,단어,한자어,採伐場,"한자 採伐場
","「명사」
","채벌하는 장소.
"
