어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
외교비,단어,한자어,外交費,"한자 外交費
","「명사」
","「1」외무 행정이나 재외 공관 유지 따위에 필요한 경비.
「2」외부와 교제하거나 교섭하는 데에 드는 비용.
"
외교사,단어,한자어,外交史,"한자 外交史
","「명사」
","한 나라 또는 한 시대의 외교에 관한 역사. 또는 국제 관계의 발전 과정을 연구하는 역사.
"
외교사령,단어,한자어,外交辭令,"한자 外交辭令
","「명사」
","자기의 감정을 감추고 상대편에게 듣기 좋게 말하는 사교적인 말.
"
외교성,단어,한자어,外交性,"한자 外交性
","「명사」
","외교적인 성질.
"
외교술,단어,한자어,外交術,"한자 外交術
","「명사」
","「1」외국과 교제하거나 교섭하는 수단.
「2」남과 교제하거나 교섭하는 수단.
"
외교원,단어,한자어,外交員,"한자 外交員
","「명사」
","은행이나 회사에서 교섭이나 권유, 선전, 판매를 위하여 고객을 방문하는 일이 주된 업무인 사원.
"
외교인,단어,한자어,外敎人,"한자 外敎人
","「명사」
","이교(異敎)를 믿는 사람.
"
외교전,단어,한자어,外交戰,"한자 外交戰
","「명사」
","여러 가지 방법을 써서 외교적 교섭을 자기편에 유리하도록 이끄는 일을 전쟁에 비유하여 이르는 말.
"
외교통,단어,한자어,外交通,"한자 外交通
","「명사」
","외교 분야에 밝은 사람.
"
외교파우치,단어,혼종어,外交pouch,"한자 外交
영어 pouch
","「명사」
","외교상의 기밀 문서나 자료 따위를 운반하는 데에 쓰는 특수 우편 행낭.
"
외구,단어,고유어,,,"「명사」
","심마니들의 은어로, 잎이 하나 돋은 어린 산삼을 이르는 말.
"
외국,단어,한자어,外局,"한자 外局
","「명사」
","중앙 행정 기관의 본부 밖에 두는 기관.
"
외국계,단어,한자어,外國系,"한자 外國系
","「명사」
","자기 나라가 아닌 다른 나라의 계통이나 계열.
"
외국문,단어,한자어,外國文,"한자 外國文
","「명사」
","다른 나라의 언어로 쓴 글.
"
외국물,단어,한자어,外國物,"한자 外國物
","「명사」
","외국에서 생산하거나 수입한 물품.
"
외국미,단어,한자어,外國米,"한자 外國米
","「명사」
","외국에서 들여온 쌀.
"
외국법,단어,한자어,外國法,"한자 外國法
","「명사」
","「1」외국의 주권에 의거하여 제정된 법규.
「2」국제 사법(國際私法) 관계에서, 준거법으로서의 외국 법률.
"
외국산,단어,한자어,外國産,"한자 外國産
","「명사」
","다른 나라에서 생산함. 또는 그런 물건.
"
외국선,단어,한자어,外國船,"한자 外國船
","「명사」
","외국 정부나 외국인이 소유한 선박을 내국선에 상대하여 이르는 말.
"
외국식,단어,한자어,外國式,"한자 外國式
","「명사」
","외국의 것을 닮은 양식이나 방식.
"
외국어,단어,한자어,外國語,"한자 外國語
","「명사」
","「1」다른 나라의 말.
「2」외국에서 들어온 말로 아직 국어로 정착되지 않은 단어. 무비, 밀크 따위가 있다.
"
외국인,단어,한자어,外國人,"한자 外國人
","「명사」
","「1」다른 나라 사람.
「2」우리나라의 국적을 갖지 않은 사람. 법률상의 지위는 원칙적으로 한국인과 동일하지만 참정권, 광업 소유권, 출입국 따위와 관련된 법적 권리에서는 제한을 받는다.
"
외국전,단어,한자어,外國戰,"한자 外國戰
","「명사」
","「1」외국과 외국의 전쟁. 또는 다른 나라 안에서의 국내 전쟁.
「2」자기 나라와 외국과의 전쟁.
"
외국제,단어,한자어,外國製,"한자 外國製
","「명사」
","외국에서 만든 물건.
"
외국종,단어,한자어,外國種,"한자 外國種
","「명사」
","외국에서 생산한 품종.
"
외국채,단어,한자어,外國債,"한자 外國債
","「명사」
","외국의 자본 시장에서 모집하는 자기 나라의 공채와 사채. 외국 화폐로 표시되고 원금과 이자도 외국 화폐로 치른다.
"
외국통,단어,한자어,外國通,"한자 外國通
","「명사」
","외국의 물정에 밝은 사람.
"
외국품,단어,한자어,外國品,"한자 外國品
","「명사」
","외국에서 생산하거나 수입한 물품.
"
외국풍,단어,한자어,外國風,"한자 外國風
","「명사」
","외국의 풍속이나 양식. 또는 그런 분위기.
"
외국환,단어,한자어,外國換,"한자 外國換
","「명사」
","「1」국제간의 채권이나 채무를 환어음의 교환으로 결제하는 방법.
「2」외국과의 거래를 결제할 때 쓰는 환어음. 발행지와 지급지가 서로 다른 나라일 때 쓴다.
"
외군,단어,한자어,外軍,"한자 外軍
","「명사」
","다른 나라의 군대.
"
외궁,단어,한자어,外弓,"한자 外弓
","「명사」
","신라 때에, 활 쏘는 일을 맡아보던 군대. 한산주, 하서주의 두 곳에 두었다.
"
외궁둥이,단어,고유어,,,"「명사」
","씨름에서, 상대편의 한쪽 궁둥이를 손으로 잡아 앞으로 당겨 균형을 잃게 하는 기술.
"
외궁둥잡이,단어,고유어,,,"「명사」
","씨름에서, 상대편의 한쪽 궁둥이를 손으로 잡아 앞으로 당겨 균형을 잃게 하는 기술.
"
외귀,단어,고유어,,,"「명사」
","짝을 이루지 않은 단 하나의 귀.
"
외균근,단어,한자어,外菌根,"한자 外菌根
","「명사」
","균근(菌根) 중에서 균사가 고등 식물의 뿌리를 덮고 그 표면 또는 표면에 가까운 조직에 번식하여 피막을 만든 것. 소나뭇과, 자작나뭇과, 너도밤나뭇과 따위의 삼림 수목에 많이 보이며 송이버섯과의 균이 기생하는 경우가 많다.
"
외그네,단어,고유어,,,"「명사」
","혼자 타는 그네를 쌍그네에 상대하여 이르는 말.
"
외근,단어,한자어,外勤,"한자 外勤
","「명사」
","직장 밖에 나가서 근무함. 또는 그런 근무.
"
외금강,단어,한자어,外金剛,"한자 外金剛
","「명사」
","금강산의 일부분. 옥류동(玉流洞), 구룡연(九龍淵), 만물초(萬物肖), 신계사(神溪寺) 따위의 명승지가 있다.
"
외금강부원,단어,한자어,外金剛部院,"한자 外金剛部院
","「명사」
","태장계 만다라의 열세 개의 원(院) 가운데 하나. 맨 바깥에 있으며 모두 이백오 종의 하늘, 용, 신이 그려져 있다.
"
외금정,단어,한자어,外金井,"한자 外金井
","「명사」
","무덤의 구덩이를 팔 때, 길이와 넓이를 금정틀에 맞추어 파낸 곳.
"
외급,단어,한자어,巍級,"한자 巍級
","「명사」
","과거(科擧)의 일 등 성적.
"
외기,단어,한자어,外技,"한자 外技
","「명사」
","잡스러운 여러 가지 노름.
"
외기권,단어,한자어,外氣圈,"한자 外氣圈
","「명사」
","대기의 제일 바깥층으로 지표에서 약 500km 이상인 영역. 대기 구성은 질량이 작은 수소, 헬륨이나 전기 전도율이 높은 플라스마로 되어 있다.
"
외기둥,단어,고유어,,,"「명사」
","단 하나만 세운 기둥.
"
외기러기,단어,고유어,,,"「명사」
","짝이 없는 한 마리의 기러기.
"
외길,단어,고유어,,,"「명사」
","「1」단 한 군데로만 난 길.
「2」한 가지 방법이나 방향에만 전념하는 태도.
"
외길목,단어,고유어,,,"「명사」
","여러 갈래의 길이 모여 외길로 접어들게 된 어귀.
"
외김치,단어,고유어,,,"「명사」
","‘오이김치’의 준말.
"
외까풀,단어,고유어,,,"「명사」
","외겹으로 된 눈까풀.
"
외꺼풀,단어,고유어,,,"「명사」
","외겹으로 된 눈꺼풀.
"
외꼬부랑이,단어,고유어,,,"「명사」
","꼬부라지고 비틀어진 못생긴 오이.
"
외꼬지,단어,고유어,,,"「명사」
","조의 하나. 줄기가 희고 까끄라기가 짧으며 알이 누르다. 6월에 익는다.
"
외꼭지,단어,고유어,,,"「명사」
","몇 대 동안 외자식이 이어진 가문의 외자식.
"
외꽂이,단어,고유어,,,"「명사」
","낚싯대 손잡이 하나만을 받치게 만든 받침대.
"
외꽃,단어,고유어,,,"「명사」
","「1」‘오이꽃’의 준말.
「2」노랗게 기가 질린 얼굴빛을 비유적으로 이르는 말.
"
외나무다리,단어,고유어,,,"「명사」
","한 개의 통나무로 놓은 다리.
"
외나물,단어,고유어,,,"「명사」
","‘오이나물’의 준말.
"
외나피,단어,고유어,,,"「명사」
","심마니들의 은어로, 잎이 하나 돋은 어린 산삼을 이르는 말.
"
외난,단어,한자어,外難,"한자 外難
","「명사」
","밖으로부터 닥치는 어려움.
"
외날,단어,고유어,,,"「명사」
","「1」한쪽 면만 떼어 내거나 갈아서 만든 날.
「2」날이 하나인 것을 쌍날에 상대하여 이르는 말.
"
외날개꼬마하루살이,단어,고유어,,,"「명사」
","꼬마하루살잇과의 곤충. 몸은 8~10mm이며 누런 백색이다. 머리와 가슴 부분은 누런 갈색이고 배와 등 옆쪽에는 갈색의 띠가 있다. 날개는 투명한데 뒷날개는 없다. 애벌레는 물에 사는데 한국, 일본 등지에 분포한다.
"
외날찍개,단어,고유어,,,"「명사」
","자갈돌의 한쪽 면을 떼어 날을 만들어서 물건을 찍는 데에 쓴 인류 최초의 돌연장.
"
외남봉,단어,한자어,外南峯,"한자 外南峯
","「명사」
","함경남도 장진군 하동면에 있는 산봉우리. 높이는 1,461미터.
"
외내분,단어,혼종어,外內분,"한자 外內
고유어 분
","「명사」
","‘부부02’를 높여 이르는 말.
"
외널식,단어,혼종어,외널式,"고유어 외널
한자 式
","「명사」
","한 무덤 안에 한 개의 널을 갖춘 양식.
"
외노,단어,한자어,外奴,"한자 外奴
","「명사」
","조선 시대에, 지방 관아에 딸린 관노비.
"
외누리,단어,고유어,,,"「명사」
","→ 에누리.
"
외눈,단어,고유어,,,"「명사」
","「1」짝을 이루지 않은 단 하나의 눈.
「2」두 눈에서 한 눈을 감고 다른 한 눈으로 볼 때 뜬 눈.
「3」→ 애꾸눈이.
"
외눈깔,단어,고유어,,,"「명사」
","「1」‘외눈’을 속되게 이르는 말.
「2」→ 애꾸눈이.
"
외눈박이,단어,고유어,,,"「명사」
","한쪽 눈이 먼 사람을 낮잡아 이르는 말.
"
외눈부처,단어,고유어,,,"「명사」
","하나밖에 없는 눈동자라는 뜻으로, 매우 소중한 것을 비유적으로 이르는 말.
"
외눈퉁이,단어,고유어,,,"「명사」
","→ 애꾸눈이.
"
외다리,단어,고유어,,,"「명사」
","「1」하나만 있는 다리.
「2」지체 장애인 중에서 한쪽 다리가 없는 사람을 낮잡아 이르는 말.
「3」다리가 하나뿐인 사람이나 물건을 비유적으로 이르는 말.
"
외다리방아,단어,고유어,,,"「명사」
","발로 디디어 곡식을 찧거나 빻는 데에 쓰는 방아. 모양은 디딜방아와 비슷하나 다리가 벌어지지 않고 한 갈래로 되어 있다.
"
외다리쌍홍잡이,단어,혼종어,외다리雙홍잡이,"고유어 외다리
한자 雙
고유어 홍잡이
","「명사」
","줄타기 재주의 하나. 한 다리로만 줄을 딛고서 앉았다 일어섰다 한다.
"
외닫이,단어,고유어,,,"「명사」
","한 짝으로 된 문.
"
외당,단어,한자어,外堂,"한자 外堂
","「명사」
","「1」집의 안채와 떨어져 있는, 바깥주인이 거처하며 손님을 접대하는 곳.
「2」선원(禪院)에서, 객승(客僧)이 묵거나 지사(知事), 두수(頭首) 따위가 거처하는 승당. 내당(內堂) 바깥쪽에 있다.
"
외당숙,단어,한자어,外堂叔,"한자 外堂叔
","「명사」
","어머니의 사촌 오빠나 남동생을 이르는 말.
"
외당숙모,단어,한자어,外堂叔母,"한자 外堂叔母
","「명사」
","외종숙의 아내를 이르는 말.
"
외대,단어,고유어,,,"「명사」
","나무나 풀 따위의 단 한 줄기.
"
외대머리,단어,고유어,,,"「명사」
","「1」정식 혼례를 하지 않고 쪽 찐 머리. 또는 그렇게 한 여자.
「2」기생이나 몸을 파는 여자를 이르는 말.
"
외대바람꽃,단어,고유어,,,"「명사」
","미나리아재빗과의 여러해살이풀. 높이는 20~30cm이며 잎은 세 장의 작은 잎으로 된 겹잎이고 작은 잎은 깃 모양으로 깊게 갈라진다. 4월에 비대한 뿌리줄기에서 나온 하나의 꽃줄기 끝에 흰 꽃이 피고 열매는 수과(瘦果)로 털이 있다. 한국, 일본 등지에 분포한다.
"
외대박이,단어,고유어,,,"「명사」
","「1」돛대가 하나뿐인 배.
「2」무나 배추 따위의 한 포기가 한 뭇을 이룬 것.
「3」→ 애꾸눈이.
"
외대선,단어,한자어,外帶線,"한자 外帶線
","「명사」
","자전거 경기에서, 앞지르기할 때에 바깥쪽으로 돌도록 경계선 바깥 80cm에 그어 놓은 선.
"
외대으아리,단어,고유어,,,"「명사」
","미나리아재빗과의 낙엽 활엽 덩굴풀. 높이는 1미터 정도이며 잎은 마주나고 삼출 겹잎 또는 우상 복엽이며 작은 잎은 달걀 모양 또는 타원형이다. 6~9월에 흰 꽃이 가지 끝에 1~3개씩 피고 열매는 수과(瘦果)로 가을에 익는다. 뿌리는 약용하고 어린잎은 나물로 식용한다. 산기슭 양지에서 자라는데 우리나라의 중부 이북과 만주에 분포한다.
"
외도,단어,한자어,外桃,"한자 外桃
","「명사」
","거문고를 연주할 때 술대를 밖으로 뜯어 소리를 내는 방법.
"
외도고,단어,한자어,外都庫,"한자 外都庫
","「명사」
","관아에 송판(松板)이나 큰 통나무 따위를 공물로 바치던 계.
"
외도방,단어,한자어,外都房,"한자 外都房
","「명사」
","고려 시대에, 최충헌의 육번도방을 최우의 사병 조직인 내도방에 상대하여 이르던 말.
"
외도질,단어,혼종어,外道질,"한자 外道
고유어 질
","「명사」
","배우자가 아닌 상대와 성관계를 가지는 짓.
"
외도투리,단어,고유어,,,"「명사」
","→ 외돌토리.
"
외독,단어,혼종어,외櫝,"고유어 외
한자 櫝
","「명사」
","신주(神主)를 하나만 모신 독.
"
외독무덤,단어,고유어,,,"「명사」
","한 개의 독만으로 이루어진 무덤.
"
외독소,단어,한자어,外毒素,"한자 外毒素
","「명사」
","세포막을 통하여 주변 매체로 확산되는 미생물의 독소. 세균이 증식할 때에 대사(代謝)에 의하여 균체(菌體) 밖으로 분비되며 디프테리아균, 파상풍균 따위에서 볼 수 있다.
"
외독자,단어,혼종어,외獨子,"고유어 외
한자 獨子
","「명사」
","「1」다른 자식이 없이 단 하나뿐인 아들.
「2」다른 남자 동기가 없이 단 하나뿐인 아들.
"
외돌토리,단어,고유어,,,"「명사」
","매인 데도 없고 의지할 데도 없는 홀몸.
"
외동,단어,고유어,,"고유어 
","「명사」
","다른 자식 없이 단 하나뿐인 자식.
"
외동덤,단어,고유어,,,"「명사」
","자반고등어 따위의 뱃속에 덤으로 끼워 놓는 한 마리의 새끼 자반.
"
외동딸,단어,고유어,,,"「명사」
","‘외딸’을 귀엽게 이르는 말.
"
외동무니,단어,고유어,,,"「명사」
","윷놀이에서, 한 동만으로 가는 말.
"
외동바리,단어,고유어,,,"「명사」
","구덩이가 무너지지 않도록 받치는 한 개의 기둥.
"
외동발,단어,고유어,,,"「명사」
","‘외동바리’의 준말.
"
외동서,단어,한자어,外同壻,"한자 外同壻
","「명사」
","첩끼리 서로 부르는 말. 본처와 첩 사이에도 쓴다.
"
외동아들,단어,고유어,,,"「명사」
","‘외아들’을 귀엽게 이르는 말.
"
외동아이,단어,고유어,,,"「명사」
","동기(同氣)가 없는 아이.
"
외동이,단어,고유어,,,"「명사」
","→ 외둥이.
"
외동자식,단어,혼종어,외동子息,"고유어 외동
한자 子息
","「명사」
","‘외자식’을 귀엽게 이르는 말.
"
외동치기,단어,고유어,,,"「명사」
","→ 단동치기.
"
외돛배,단어,고유어,,,"「명사」
","돛이 하나인 배.
"
외두리,단어,고유어,,,"「명사」
","한 척의 배로 두릿그물을 둘러쳐서 고기를 잡는 조업 방법.
"
외두부,단어,한자어,煨豆腐,"한자 煨豆腐
","「명사」
","양념을 하여 불에 구운 두부.
"
외두혈종,단어,한자어,外頭血腫,"한자 外頭血腫
","「명사」
","‘산류02’의 전 용어.
"
외둥이,단어,고유어,,,"「명사」
","외아들이나 외딸을 귀엽게 이르는 말.
"
외등,단어,한자어,外等,"한자 外等
","「명사」
","과거의 최하등 시험 성적. 차하(次下)의 아래로 영점인 것을 이른다.
"
외등단,단어,한자어,外登壇,"한자 外登壇
","「명사」
","외관(外官)인 삼도 수군통제사나 총융사가 되는 일.
"
외따님,단어,고유어,,,"「명사」
","상대편의 외딸을 높여 이르는 말.
"
외딴,단어,고유어,,,"「명사」
","택견에서, 혼자 판을 휩쓸며 치는 일.
"
외딴곳,단어,고유어,,,"「명사」
","홀로 따로 떨어져 있는 곳.
"
외딴길,단어,고유어,,,"「명사」
","홀로 따로 나 있는 작은 길.
"
외딴섬,단어,고유어,,,"「명사」
","홀로 따로 떨어져 있는 섬.
"
외딴쇠,단어,고유어,,,"「명사」
","남사당패의 은어로, 맹씨를 이르는 말.
"
외딴집,단어,고유어,,,"「명사」
","홀로 따로 떨어져 있는 집.
"
외딸,단어,고유어,,,"「명사」
","「1」다른 자식 없이 단 하나뿐인 딸.
「2」다른 여자 동기 없이 하나뿐인 딸.
"
외떡잎,단어,고유어,,,"「명사」
","한 개의 씨눈에서 나오는 한 장의 떡잎.
"
외떡잎식물,단어,혼종어,외떡잎植物,"고유어 외떡잎
한자 植物
","「명사」
","속씨식물의 한 강. 떡잎이 한 개인 식물로 줄기의 관다발은 불규칙하게 산재하고 보통 형성층이 없으며 꽃의 각 부분 곧 꽃받침, 꽃잎, 꽃술이 3배수로 되어 있다. 잎은 대개 가늘고 나란히맥으로 되어 있다. 백합, 난초, 벼, 보리, 금방동사니, 토란, 야자나무 따위가 있다.
"
외란,단어,한자어,外亂,"한자 外亂
","「명사」
","외적이 일으키는 난리.
"
외랑,단어,한자어,外廊,"한자 外廊
","「명사」
","집채의 바깥쪽에 달린 복도.
"
외랑병,단어,한자어,外郞餠,"한자 外郞餠
","「명사」
","떡의 하나. 찹쌀과 멥쌀과 칡뿌리의 가루를 넣고 찌다가 김이 오르면 검은 설탕을 넣고 다시 쪄 내어 가늘게 썰어 먹는다.
"
외랑식,단어,한자어,外廊式,"한자 外廊式
","「명사」
","여러 층의 주택에서 집채의 층마다 바깥쪽에 공동 복도가 달려 있는 구조.
"
외래,단어,한자어,外來,"한자 外來
","「명사」
","「1」밖에서 옴. 또는 다른 나라에서 옴.
「2」환자가 입원하지 아니하고 병원에 다니면서 치료를 받음. 또는 그 환자.
"
외래객,단어,한자어,外來客,"한자 外來客
","「명사」
","다른 나라나 외부로부터 찾아온 손님.
"
외래과,단어,한자어,外來科,"한자 外來科
","「명사」
","입원하지 아니하고 병원에 다니면서 치료를 받는 환자들을 치료하는 과.
"
외래문화,단어,한자어,外來文化,"한자 外來文化
","「명사」
","고유한 문화가 아닌, 다른 나라에서 들어온 문화.
"
외래미,단어,한자어,外來米,"한자 外來米
","「명사」
","외국에서 들여온 쌀.
"
외래식,단어,한자어,外來式,"한자 外來式
","「명사」
","다른 나라에서 들어온 방식이나 양식.
"
외래어,단어,한자어,外來語,"한자 外來語
","「명사」
","외국에서 들어온 말로 국어에서 널리 쓰이는 단어. 버스, 컴퓨터, 피아노 따위가 있다.
"
외래자,단어,한자어,外來者,"한자 外來者
","「명사」
","「1」외부에서 온 사람.
「2」다른 나라에서 온 사람.
"
외래종,단어,한자어,外來種,"한자 外來種
","「명사」
","다른 나라에서 들어온 씨나 품종.
"
외래천,단어,한자어,外來川,"한자 外來川
","「명사」
","물줄기의 근원이 다른 지역에서 유래하는 하천. 사막 지역을 흐르는 하천은 대부분 습윤한 지역에서 시작되는데 나일강, 티그리스강, 유프라테스강 따위가 있다.
"
외래품,단어,한자어,外來品,"한자 外來品
","「명사」
","다른 나라에서 들어온 물품.
"
외력,단어,한자어,外力,"한자 外力
","「명사」
","「1」외부에서 작용하는 힘.
「2」‘외적 영력’을 줄여 이르는 말.
"
외로뒤기,단어,고유어,,,"「명사」
","씨름에서, 상대편을 안걸이나 연장걸이로 걸어 넘어뜨리거나, 걸린 사람이 몸을 왼쪽으로 돌려 상대편을 넘어뜨리는 기술.
"
외로움,단어,고유어,,,"「명사」
","홀로 되어 쓸쓸한 마음이나 느낌.
"
외론,단어,한자어,外論,"한자 外論
","「명사」
","외부 사람의 논평.
"
외루,단어,한자어,外壘,"한자 外壘
","「명사」
","바깥쪽에 있는 보루(堡壘).
"
외륜산,단어,한자어,外輪山,"한자 外輪山
","「명사」
","복식 화산에서 중앙의 분화구를 둥글게 둘러싸고 있는 산. 울릉도의 성인봉은 외륜산의 한 봉우리이다.
"
외륜선,단어,한자어,外輪船,"한자 外輪船
","「명사」
","가운데의 양 뱃전에 외차를 붙인 기선(汽船).
"
외리,단어,한자어,外吏,"한자 外吏
","「명사」
","지방 관아의 벼슬아치 밑에서 일을 보던 사람.
"
외림프,단어,혼종어,外lymph,"한자 外
영어 lymph
","「명사」
","속귀에서 뼈미로와 막미로를 분리하는 액체.
"
외마,단어,한자어,畏馬,"한자 畏馬
","「명사」
","말을 두려워함.
"
외마디,단어,고유어,,,"「명사」
","「1」소리나 말의 단 한 마디.
「2」걸리는 마디가 없이 양쪽 끝 사이가 매끈하게 한 결로 된 동강이.
"
외마치,단어,고유어,,,"「명사」
","「1」외로 치는 망치.
「2」혼자 치는 망치.
「3」→ 외마치장단.
"
외마치장단,단어,고유어,,,"「명사」
","북이나 장구 따위로 고저나 박자를 바꾸지 않고 단조롭게 치는 장단.
"
외마치질굿,단어,고유어,,,"「명사」
","호남 지방의 풍물놀이에 쓰이는 장단의 하나.
"
외막,단어,한자어,外膜,"한자 外膜
","「명사」
","몸 안 기관의 겉쪽에 있는 막.
"
외망치,단어,고유어,,,"「명사」
","망치를 한 손으로 쥐고 정머리를 치는 일. 또는 그 망치. 광산에서 돌에 구멍을 뚫을 때에 쓴다.
"
외맥,단어,한자어,外麥,"한자 外麥
","「명사」
","외국산의 보리나 밀.
"
외맹이,단어,고유어,,,"「명사」
","망치를 한 손으로 쥐고 정머리를 치는 일. 또는 그 망치. 광산에서 돌에 구멍을 뚫을 때에 쓴다.
"
외며느리,단어,고유어,,,"「명사」
","단 하나뿐인 며느리.
"
외면,단어,한자어,外面,"한자 外面
","「명사」
","「1」겉에 있거나 보이는 면.
「2」말이나 하는 짓이 겉에 드러나는 모양.
"
외면수새,단어,혼종어,外面수새,"한자 外面
고유어 수새
","「명사」
","마음에 없는 말로 그럴듯하게 발라맞춤.
"
외면수습,단어,한자어,外面收拾,"한자 外面收拾
","「명사」
","겉치레로 하는 수습.
"
외면적,단어,한자어,外面積,"한자 外面積
","「명사」
","물건의 겉넓이.
"
외면치레,단어,혼종어,外面치레,"한자 外面
고유어 치레
","「명사」
","체면이 서도록 일부러 어떤 행동을 함. 또는 그 행동.
"
외명당,단어,한자어,外明堂,"한자 外明堂
","「명사」
","풍수지리에서, 안산(案山)과 조산(朝山) 사이, 또는 청룡(靑龍)·백호(白虎)와 안산 사이에 있는 평지.
"
외명부,단어,한자어,外命婦,"한자 外命婦
","「명사」
","조선 시대에, 왕족·종친의 딸과 아내 및 문무관의 아내로서 남편의 직품(職品)에 따라 봉작(封爵)을 받은 부인을 통틀어 이르던 말.
"
외모,단어,한자어,外侮,"한자 外侮
","「명사」
","「1」외국으로부터 받는 모욕.
「2」외부로부터 받는 모욕.
"
외목,단어,고유어,,,"「명사」
","「1」여러 갈래의 길이 모여 외길로 접어들게 된 어귀.
「2」저 혼자 독차지하여 장사를 함. 또는 그 장사.
"
외목도리,단어,혼종어,外目도리,"한자 外目
고유어 도리
","「명사」
","서까래를 얹기 위하여 기둥의 중심선 바깥쪽에 걸치는 도리.
"
외목장사,단어,고유어,,,"「명사」
","저 혼자 독차지하여 장사를 함. 또는 그 장사.
"
외목장수,단어,고유어,,,"「명사」
","저 혼자 독차지하여 장사를 하는 사람.
"
외목장이,단어,고유어,,,"「명사」
","→ 외길목.
"
외목치수,단어,혼종어,外目치數,"한자 外目
고유어 치
한자 數
","「명사」
","서로 마주 선 두 구조물의 외면 거리를 나타내는 치수. 건축 면적, 연건축 면적, 건축 용적 따위에 쓴다.
"
외몬다위,단어,고유어,,,"「명사」
","‘단봉낙타’를 일상적으로 이르는 말.
"
외몽고,단어,한자어,外蒙古,"한자 外蒙古
","「명사」
","몽골의 영역 가운데 고비 사막 북쪽의 옛 이름.
"
외몽골,단어,혼종어,外Mongol,"한자 外
안 밝힘 Mongol
","「명사」
","몽골의 영역 가운데 고비 사막 북쪽의 옛 이름.
"
외무,단어,한자어,外務,"한자 外務
","「명사」
","「1」외교에 관한 사무.
「2」집 밖에서 보는 사무.
「3」직장 밖에 나가서 근무함. 또는 그런 근무.
"
외무대신,단어,한자어,外務大臣,"한자 外務大臣
","「명사」
","구한말에 둔 외무아문의 으뜸 벼슬.
"
외무독판,단어,한자어,外務督辦,"한자 外務督辦
","「명사」
","구한말에, 통리교섭통상사무아문의 으뜸 벼슬. 고종 19년(1882)에 설치하였다.
"
외무름,단어,고유어,,,"「명사」
","‘오이무름’의 준말.
"
외무릎가새틀음,단어,고유어,,,"「명사」
","남사당패에서, 줄타기 재주의 하나. 한쪽 무릎을 꿇어 홱 돌았다가 다시 제자리에서 무릎 꿇는 것을 되풀이한다.
"
외무릎꿇기,단어,고유어,,,"「명사」
","남사당패에서, 광대가 부리는 줄타기 재주의 하나. 쌍홍잡이를 하여 줄 위에 올라섰다가 오른발로 무릎을 꿇고 줄 위에 앉는다.
"
외무릎꿇기풍치기,단어,고유어,,,"「명사」
","남사당패에서, 줄타기 재주의 하나. 한 무릎을 꿇고 한 발은 줄을 딛고 앞으로 나가면서 일어섰다 앉았다 한다.
"
외무릎풍치기,단어,고유어,,,"「명사」
","남사당패에서, 줄타기 재주의 하나. 한 무릎을 꿇고 한 발은 줄을 딛고 앞으로 나가면서 일어섰다 앉았다 한다.
"
외무릎황새두렁넘기,단어,고유어,,,"「명사」
","줄타기 재주의 하나. 외무릎을 꿇고 황새걸음으로 걸어 나간다.
"
