어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
제비난초,단어,혼종어,제비蘭草,"고유어 제비
한자 蘭草
","「명사」
","난초과의 여러해살이풀. 높이는 50cm 정도이며 잎은 타원형으로 끝이 둔하다. 7~8월에 흰 꽃이 총상(總狀) 화서로 피고 열매는 삭과(蒴果)이다. 관상용이고 숲속에서 자란다. 한국과 일본 북부에 분포한다.
"
제비날치,단어,고유어,,,"「명사」
","날칫과의 바닷물고기. 날치와 비슷한데 배지느러미의 대부분과 뒷지느러미의 뒤쪽이 검은색이다. 한국, 일본, 홍콩 근해 등지에 분포한다.
"
제비댕기,단어,고유어,,,"「명사」
","→ 제비부리댕기.
"
제비도요,단어,고유어,,,"「명사」
","제비물떼샛과의 새. 제비와 비슷한데 몸의 길이는 23cm 정도이며 등은 갈색, 뒷머리는 붉은 갈색, 배는 흰색이다. 남부 유럽, 남부 아시아, 북부 오스트레일리아, 아프리카 등지에 분포하는데 봄이 되면 한국, 일본, 동부 시베리아에서 여름을 보낸다.
"
제비동자꽃,단어,혼종어,제비童子꽃,"고유어 제비
한자 童子
고유어 꽃
","「명사」
","석죽과의 여러해살이풀. 높이는 50~80cm이며 잎은 마주나고 피침 모양으로 잎자루가 없다. 6~8월에 짙은 붉은색 꽃이 취산(聚繖) 화서로 피고 열매는 삭과(蒴果)이다. 한국의 대관령 이북, 일본, 만주 등지에 분포한다.
"
제비딱새,단어,고유어,,,"「명사」
","딱샛과의 새. 쇠솔딱새와 비슷한데 몸의 길이는 13cm 정도이며, 날개는 검은 갈색, 가슴과 배는 흰색, 뒷머리와 등은 어두운 갈색, 부리는 검은색이다. 한국, 시베리아, 만주, 일본 등지에 분포한다.
"
제비말매미충,단어,혼종어,제비말매미蟲,"고유어 제비말매미
한자 蟲
","「명사」
","매미충과의 곤충. 몸의 길이는 5.5~6mm이며 겉날개와 등 쪽은 검은색, 배 쪽과 다리는 누런색이다. 우리나라에 분포한다.
"
제비물떼새,단어,고유어,,,"「명사」
","제비물떼샛과의 새. 제비와 비슷한데 몸의 길이는 23cm 정도이며 등은 갈색, 뒷머리는 붉은 갈색, 배는 흰색이다. 남부 유럽, 남부 아시아, 북부 오스트레일리아, 아프리카 등지에 분포하는데 봄이 되면 한국, 일본, 동부 시베리아에서 여름을 보낸다.
"
제비물떼샛과,단어,혼종어,제비물떼샛科,"고유어 제비물떼샛
한자 科
","「명사」
","조강 황새목의 한 과. 몸은 중간 정도이며, 부리가 짧고 발가락은 네 개인데 가운뎃발가락의 발톱이 길다. 바다나 강의 모래벌판에 떼 지어 사는데 남부 유럽, 아프리카, 오스트레일리아 등지에 분포한다. 제비물떼새가 있다.
"
제비부리,단어,고유어,,,"「명사」
","좁고 긴 물건의 오라기 한끝의 좌우 귀를 접고 가운데만 뾰족하게 만든 것. 또는 그런 모양.
"
제비부리대소,단어,고유어,,,"「명사」
","대나무의 두 끝을 벌어진 제비부리처럼 만든 것. 활을 만드는 재료이다.
"
제비부리댕기,단어,고유어,,,"「명사」
","양쪽 끝이 제비부리처럼 삼각형으로 뾰족하게 된 댕기. 머리를 거의 다 땋은 뒤에 댕기의 중간을 머리에 물리고 두세 번 땋아 고를 낸 다음 댕기의 한쪽 끝으로 땋은 머리를 두어 바퀴 돌려 묶어 내린다. 여자아이나 처녀, 총각들이 사용하였으며 빛깔은 주로 다홍색이다. 뒤 댕기로 쓴다.
"
제비부전나비,단어,고유어,,,"「명사」
","부전나빗과의 곤충. 편 날개의 길이는 2.5cm 정도이며, 수컷의 앞면은 연한 보라색이고, 암컷의 앞면은 검은 갈색이다. 뒷면은 모두 잿빛을 띤 백색에 검은 갈색 반점이 흩어져 있으며 뒷날개에는 꼬리 모양의 돌기가 나 있다. 한국, 일본, 만주, 유럽 등지에 분포한다.
"
제비붓꽃,단어,고유어,,,"「명사」
","붓꽃과의 여러해살이풀. 높이는 50∼70cm이며, 잎은 칼 모양이다. 5∼6월에 진한 자주색 꽃이 줄기 끝에 피고 열매는 긴 타원형의 삭과(蒴果)이다. 습지에서 자라는데 한국의 지리산, 일본, 만주, 시베리아 동부 등지에 분포한다.
"
제비뽑기,단어,고유어,,,"「명사」
","제비를 만들어 승부나 차례를 정하는 일.
"
제비쑥,단어,고유어,,,"「명사」
","국화과의 여러해살이풀. 높이는 30~90cm이며 잎은 어긋나고 쐐기 모양이다. 7~9월에 연노랑 꽃이 원추(圓錐) 화서로 피고 애순은 식용한다. 한국, 일본, 대만, 필리핀, 중국 등지에 분포한다.
"
제비옥잠,단어,혼종어,제비玉簪,"고유어 제비
한자 玉簪
","「명사」
","백합과의 여러해살이풀. 잎은 뿌리에서 나고 6~7월에 흰 꽃이 긴 꽃줄기 끝에 핀다. 어린잎은 식용한다. 높은 산의 그늘에서 자라는데 강원, 경남, 제주 등지에 분포한다.
"
제비잠자리난,단어,혼종어,제비잠자리蘭,"고유어 제비잠자리
한자 蘭
","「명사」
","난초과의 여러해살이풀. 높이는 20~35cm이며, 7~8월에 옅은 녹색의 꽃이 수상(穗狀) 화서로 핀다. 숲속에서 자란다.
"
제비족,단어,혼종어,제비族,"고유어 제비
한자 族
","「명사」
","특별한 직업 없이 유흥가를 전전하며 돈 많은 여성에게 붙어사는 남자를 속되게 이르는 말.
"
제비초리,단어,고유어,,,"「명사」
","뒤통수나 앞이마의 한가운데에 골을 따라 아래로 뾰족하게 내민 머리털.
"
제비초리경대,단어,혼종어,제비초리鏡臺,"고유어 제비초리
한자 鏡臺
","「명사」
","겉면에 제비초리 모양의 쇠로 만든 장식을 붙인 경대.
"
제비촉,단어,혼종어,제비鏃,"고유어 제비
한자 鏃
","「명사」
","두 재를 맞추기 위하여 나무 마무리가 보이지 않게 귀를 45도 각도로 비스듬히 잘라 맞춘 곳.
"
제비추리,단어,고유어,,,"「명사」
","「1」소의 안심에 붙은 고기.
「2」→ 제비초리.
"
제비추리경대,단어,혼종어,제비추리鏡臺,"고유어 제비추리
한자 鏡臺
","「명사」
","→ 제비초리경대.
"
제비춤,단어,고유어,,,"「명사」
","기생이 추는 칼춤의 하나.
"
제비콩,단어,고유어,,,"「명사」
","콩과의 덩굴성 여러해살이풀. 잎은 세 개의 작은 잎으로 구성되며 잎자루가 길다. 7~9월에 흰색 또는 자주색 꽃이 잎겨드랑이에 총상(總狀) 화서로 피고, 꼬투리에는 다섯 개 정도의 씨가 들어 있다. 어린 꼬투리는 식용하고 흰 꽃이 피는 씨는 약용한다. 남아메리카 열대 원산이며 한국에서는 한해살이풀이다.
"
제비턱,단어,고유어,,,"「명사」
","밑이 두툼하고 널찍하게 생긴 턱. 또는 그런 턱을 가진 사람을 비유적으로 이르는 말.
"
제비행전,단어,혼종어,제비行纏,"고유어 제비
한자 行纏
","「명사」
","‘행전03’을 속되게 이르는 말.
"
제비활치,단어,고유어,,,"「명사」
","활칫과의 바닷물고기. 몸의 길이는 25~50cm이고 옆으로 납작하며 활 모양이다. 잿빛을 띤 갈색이고 두 줄의 검은 갈색 가로띠가 있다. 한국, 일본, 동중국해, 남아프리카 등지에 분포한다.
"
제빈,단어,한자어,濟貧,"한자 濟貧
","「명사」
","가난한 사람을 구제함.
"
제빗과,단어,혼종어,제빗科,"고유어 제빗
한자 科
","「명사」
","조강 참새목의 한 과. 몸은 작으며, 등은 광택 있는 검은색, 배는 흰색이다. 꼬리는 길고 보통 깊게 갈라져서 두 갈래를 이룬다. 대개 철새로 전 세계에 분포하는데 제비, 갈색제비, 귀제비 따위가 있다.
"
제빙,단어,한자어,製氷,"한자 製氷
","「명사」
","얼음을 만듦.
"
제빙기,단어,한자어,製氷機,"한자 製氷機
","「명사」
","얼음을 만드는 기계.
"
제빙소,단어,한자어,製氷所,"한자 製氷所
","「명사」
","얼음을 만드는 곳.
"
제빙톤,단어,혼종어,製氷ton,"한자 製氷
영어 ton
","「명사」
","하루 동안 얼음을 만들어 낼 수 있는 능력.
"
제빛,단어,고유어,,,"「명사」
","물체가 지니고 있는 본래의 빛깔.
"
제빵,단어,혼종어,製빵,"한자 製
고유어 빵
","「명사」
","빵을 만듦.
"
제빵사,단어,혼종어,製빵師,"한자 製
고유어 빵
한자 師
","「명사」
","빵을 만드는 일을 전문으로 하는 사람.
"
제빵효모,단어,혼종어,製빵酵母,"한자 製
고유어 빵
한자 酵母
","「명사」
","빵을 만들기에 알맞게 개발된 사카로미세스속(屬)의 한 균주.
"
제사,단어,한자어,帝師,"한자 帝師
","「명사」
","고려 시대의 법계 가운데 하나. 교종과 선종의 구별 없이 국사의 아래이고 교종에서는 승통의 위, 선종에서는 대선사의 위이다.
"
제사계,단어,한자어,第四系,"한자 第四系
","「명사」
","제사기(第四紀) 동안에 생성된 지층.
"
제사공,단어,한자어,製絲工,"한자 製絲工
","「명사」
","고치나 솜 따위로 실을 만드는 일을 전문으로 하는 사람. 특히, 여공(女工)을 가리킨다.
"
제사기,단어,한자어,第四紀,"한자 第四紀
","「명사」
","약 200만 년 전부터 현재에 이르는 지질 시대. 플라이스토세와 현세로 나누며 빙하의 발달과 인류의 출현이 특징이다.
"
제사기층,단어,한자어,第四紀層,"한자 第四紀層
","「명사」
","제사기(第四紀) 동안에 생성된 지층.
"
제사답,단어,한자어,祭祀畓,"한자 祭祀畓
","「명사」
","산소에서 제사를 지내는 데 드는 비용을 마련하기 위하여 경작하는 논.
"
제사부,단어,한자어,第四府,"한자 第四府
","「명사」
","제4의 권부(權府)라는 뜻으로, 언론 기관을 이르는 말.
"
제사상,단어,한자어,祭祀床,"한자 祭祀床
","「명사」
","제사를 지낼 때 제물을 벌여 놓는 상.
"
제사상속,단어,한자어,祭祀相續,"한자 祭祀相續
","「명사」
","선조의 제사를 모시는 것을 중요시하는 데에서 생긴 상속 제도. 민법(民法)에서 제외하여 관습에 일임하고 있다.
"
제사업,단어,한자어,製絲業,"한자 製絲業
","「명사」
","고치나 솜 따위로 실을 만드는 공업.
"
제사장,단어,한자어,祭司長,"한자 祭司長
","「명사」
","「1」유대교에서, 예루살렘 성전에서 의식이나 전례를 맡아보는 사람.
「2」제례나 주문(呪文)에 밝아 영검을 얻게 하는 사람.
"
제사제,단어,한자어,制瀉劑,"한자 制瀉劑
","「명사」
","설사를 멎게 하는 약. 창자 운동 억제 약물과 흡착제를 주로 사용한다.
"
제사학,단어,한자어,製絲學,"한자 製絲學
","「명사」
","방적 공학의 한 분야. 생사의 생산에 관한 이론과 기술을 연구하는 학문이다.
"
제삭,단어,한자어,梯索,"한자 梯索
","「명사」
","두 가닥의 튼튼한 줄에 세장을 질러 만든 사다리. 가닥마다 줄의 끝에 쇠갈고리를 달았다.
"
제산,단어,한자어,除算,"한자 除算
","「명사」
","몇 개의 수나 식 따위를 나누어 계산함. 또는 그런 셈.
"
제산제,단어,한자어,制酸劑,"한자 制酸劑
","「명사」
","위산이 너무 많아 발병한 위산 과다증, 위궤양, 샘창자 궤양을 치료하는 약. 위산의 분비를 억제하거나 위산을 중화 또는 흡착하여 그 작용을 감소시키며, 위장의 점막에 생긴 궤양 면을 싸서 산(酸)의 자극을 완화한다.
"
제살,단어,한자어,制煞,"한자 制煞
","「명사」
","살풀이를 하여 미리 재액을 막음.
"
제살붙이,단어,고유어,,,"「명사」
","혈통이 같은 가까운 겨레붙이.
"
제살이,단어,고유어,,,"「명사」
","남에게 의지하지 않고 자기 힘으로 살아감. 또는 그런 살림.
"
제삼,단어,한자어,第三,"한자 第三
","「명사」
","논의하거나 고려하지 않은 전혀 다른 것.
"
제삼각법,단어,한자어,第三角法,"한자 第三角法
","「명사」
","정투영으로 평면도, 정면도, 측면도를 작성할 때 정면도 위에 평면도를 두어 그리는 정투영 도법.
"
제삼계,단어,한자어,第三系,"한자 第三系
","「명사」
","신생대의 제삼기에 생긴 지층.
"
제삼국,단어,한자어,第三國,"한자 第三國
","「명사」
","국제간의 분쟁 또는 기타 사건에 직접 관계가 있거나 관계한 나라 이외의 나라.
"
제삼국인,단어,한자어,第三國人,"한자 第三國人
","「명사」
","당사국 이외의 나라의 사람. 제삼국의 사람을 이른다.
"
제삼급선,단어,한자어,第三級船,"한자 第三級船
","「명사」
","호수, 강, 항내 따위의 평수 구역만을 다니는 배.
"
제삼기,단어,한자어,第三紀,"한자 第三紀
","「명사」
","신생대의 전반기로 약 6,500만 년 전부터 약 200만 년 전까지의 시기. 포유류와 속씨식물이 번성하였고 조산 운동이 활발하여 알프스산맥, 히말라야산맥이 생겼다.
"
제삼기층,단어,한자어,第三紀層,"한자 第三紀層
","「명사」
","신생대의 제삼기에 생긴 지층.
"
