어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
번개시장,단어,혼종어,번개市場,"고유어 번개
한자 市場
","「명사」
","아침에 잠깐 섰다가 어느 틈에 파장이 되어 버리는 무허가 시장.
"
번개오색나비,단어,혼종어,번개五色나비,"고유어 번개
한자 五色
고유어 나비
","「명사」
","네발나빗과의 하나. 편 날개의 길이는 6~7cm이며, 검은 갈색에 흰무늬가 있다. 오색나비와 비슷하나 좀 크고 앞날개 앞면의 흰무늬가 작으며 뒷날개의 흰 띠무늬가 톱날 모양으로 나와 있고 날개 뒷면의 무늬는 색이 더 짙다. 한국, 시베리아 등지에 분포한다.
"
번개재주,단어,고유어,,,"「명사」
","땅재주 놀음의 하나. 살판뜀을 10여 차례 계속하되 나가떨어지는 폭이 좁게 빨리빨리 넘는 동작이다.
"
번개춤,단어,고유어,,,"「명사」
","팔만 벌리거나 몸의 관절만 움직이거나 또는 아래위로만 움직이며 제멋대로 추는 춤.
"
번개탄,단어,혼종어,번개炭,"고유어 번개
한자 炭
","「명사」
","‘착화탄’을 일상적으로 이르는 말.
"
번개통,단어,혼종어,번개筒,"고유어 번개
한자 筒
","「명사」
","‘라이터’를 속되게 이르는 말.
"
번갯불,단어,고유어,,,"「명사」
","「1」번개가 칠 때 번쩍이는 빛.
「2」무엇에 부딪치거나 맞았을 때 아찔하면서 보이는 안광(眼光).
"
번거,단어,한자어,飜擧,"한자 飜擧
","「명사」
","정대업지무(定大業之舞)에서, 칼을 들지 않은 왼손의 주먹을 뒤로 향하도록 구부려 어깨까지 올리는 춤사위.
"
번검,단어,한자어,飜劍,"한자 飜劍
","「명사」
","정대업지무(定大業之舞)에서, 칼이 뒤를 향하도록 칼 든 손을 구부려 어깨까지 올리는 춤사위.
"
번겁,단어,한자어,燔劫,"한자 燔劫
","「명사」
","집에 불을 지르고 약탈함.
"
번견,단어,한자어,番犬,"한자 番犬
","「명사」
","집을 지키거나 망을 보는 개.
"
번경,단어,한자어,反耕,"한자 反耕
","「명사」
","간 논을 다시 갈아 뒤집는 일.
"
번계,단어,한자어,蕃界,"한자 蕃界
","「명사」
","야만인이 사는 곳.
"
번고,단어,한자어,反庫,"한자 反庫
","「명사」
","「1」창고에 있는 물건을 뒤적거려 조사함.
「2」구역질하여 토함.
"
번곡,단어,한자어,飜曲,"한자 飜曲
","「명사」
","「1」곡을 바꿈. 또는 그렇게 바꾼 곡.
「2」예전에, 외국에서 들여온 양금 따위로 우리 음악을 연주하던 일.
"
번곤,단어,한자어,蕃閫,"한자 蕃閫
","「명사」
","나라의 울타리와 문지방 같은 직임(職任)이라는 뜻으로, 감사(監司)·병사(兵使)·수사(水使)를 통틀어 이르는 말.
"
번과수,단어,한자어,蕃瓜樹,"한자 蕃瓜樹
","「명사」
","파파야과의 상록 활엽 아교목. 높이는 6미터 정도이며, 잎은 어긋나고 잎자루가 길며 손바닥 모양으로 갈라진다. 암수딴그루의 꽃은 3월에 수상(穗狀) 화서로 피고 열매는 장과(漿果)로 7월에 익는다. 열매에 많은 씨가 들어 있는데 맛이 있고 향기가 있어 식용하며, 과육 속에 들어 있는 파파인 성분은 효소의 일종으로 단백질의 소화를 도우므로 약용한다. 열대 아메리카가 원산지이다.
"
번관,단어,한자어,燔官,"한자 燔官
","「명사」
","질그릇, 사기그릇을 구워 만드는 일을 감독하던 벼슬아치.
"
번관복시,단어,한자어,飜棺覆屍,"한자 飜棺覆屍
","「명사」
","풍수지리에서, 묻었던 시체의 관이 뒤집혀서 시체가 엎어지는 일.
"
번구,단어,한자어,蕃寇,"한자 蕃寇
","「명사」
","오랑캐 도적.
"
번국,단어,한자어,蕃國,"한자 蕃國
","「명사」
","오랑캐 나라.
"
번권,단어,한자어,飜拳,"한자 飜拳
","「명사」
","법무(法舞)에서, 팔을 구부려 어깨에 올리고 주먹은 뒤로 향하는 춤사위.
"
번금,단어,한자어,藩琴,"한자 藩琴
","「명사」
","중국에서, ‘양금03’을 이르던 말.
"
번기수,단어,한자어,番旗手,"한자 番旗手
","「명사」
","대궐에 번을 들어서 호위하던 기수.
"
번뇌,단어,한자어,煩惱,"한자 煩惱
","「명사」
","「1」마음이 시달려서 괴로워함. 또는 그런 괴로움.
「2」마음이나 몸을 괴롭히는 노여움이나 욕망 따위의 망념(妄念).
"
번뇌도,단어,한자어,煩惱道,"한자 煩惱道
","「명사」
","삼도(三道)의 하나. 우주의 진리와 낱낱의 사물의 진상을 알지 못하여 일어나는 망심을 이른다.
"
번뇌마,단어,한자어,煩惱魔,"한자 煩惱魔
","「명사」
","사마(四魔)의 하나. 몸과 마음을 어지럽혀 깨달음을 얻는 데 장애가 되는 일을 이른다.
"
번뇌장,단어,한자어,煩惱障,"한자 煩惱障
","「명사」
","삼장(三障)의 하나. 중생의 몸과 마음을 번거롭게 하여 열반을 방해하는 일을 이른다.
"
번뇌탁,단어,한자어,煩惱濁,"한자 煩惱濁
","「명사」
","오탁(五濁)의 하나. 애욕(愛慾)을 탐하여 마음을 괴롭히고 여러 가지 죄를 범하게 됨을 이른다.
"
번달,단어,한자어,煩達,"한자 煩達
","「명사」
","번거롭게 아룀.
"
번답,단어,한자어,反畓,"한자 反畓
","「명사」
","밭을 논으로 만드는 일.
"
번대머리수리,단어,고유어,,,"「명사」
","→ 독수리.
"
번데,단어,고유어,,,"「명사」
","완전 변태를 하는 곤충의 애벌레가 성충으로 되는 과정 중에 한동안 아무것도 먹지 아니하고 고치 같은 것의 속에 가만히 들어 있는 몸. 겉보기에는 휴식 상태 같지만 애벌레의 기관과 조직이 성충의 구조로 바뀌는 중요한 시기이다.
"
번데기,단어,고유어,,,"「명사」
","「1」완전 변태를 하는 곤충의 애벌레가 성충으로 되는 과정 중에 한동안 아무것도 먹지 아니하고 고치 같은 것의 속에 가만히 들어 있는 몸. 겉보기에는 휴식 상태 같지만 애벌레의 기관과 조직이 성충의 구조로 바뀌는 중요한 시기이다.
「2」누에가 고치를 틀고 변하여 된 몸. 모양은 실북 모양이고 색깔은 연한 밤색에서 진한 밤색으로 변하며 검은 것도 있다.
"
번데기기름,단어,고유어,,,"「명사」
","누에 번데기에서 뽑아내어 얻은 기름. 빛깔은 짙은 누런색이고 생선 기름 냄새와 비슷한 냄새가 나는데, 주로 비누를 만드는 데에 쓰며, 정제하면 식용으로도 쓸 수 있다.
"
번두,단어,한자어,番頭,"한자 番頭
","「명사」
","병졸반(班)의 우두머리.
"
번드기,단어,고유어,,,"「명사」
","→ 번데기.
"
번등,단어,한자어,飜謄,"한자 飜謄
","「명사」
","번역하여 베낌.
"
번려,단어,한자어,煩慮,"한자 煩慮
","「명사」
","귀찮고 번거로운 생각.
"
번례,단어,한자어,煩禮,"한자 煩禮
","「명사」
","번거로운 예법.
"
번례다의,단어,한자어,煩禮多儀,"한자 煩禮多儀
","「명사」
","번거로운 예절과 많은 의식.
"
번로,단어,한자어,煩勞,"한자 煩勞
","「명사」
","일이 번거로워 괴롭고 고됨.
"
번론,단어,한자어,煩論,"한자 煩論
","「명사」
","번거롭게 논의함. 또는 그런 언론.
"
번롱,단어,한자어,樊籠,"한자 樊籠
","「명사」
","번뇌에 묶여 자유롭지 못함.
"
번료,단어,한자어,燔燎,"한자 燔燎
","「명사」
","「1」화톳불이나 모닥불을 놓음.
「2」하늘에 제사를 지냄.
"
번루,단어,한자어,煩累,"한자 煩累
","「명사」
","번거로운 근심과 걱정.
"
번류,단어,한자어,翻流,"한자 翻流
","「명사」
","물결이 뒤집힐 듯이 출렁이며 흐름.
"
번리,단어,한자어,藩籬/樊籬,"한자 藩籬
/(병기) /
한자 樊籬
","「명사」
","풀이나 나무 따위를 얽거나 엮어서 담 대신에 경계를 지어 막는 물건.
"
번리문경,단어,한자어,蟠螭文鏡,"한자 蟠螭文鏡
","「명사」
","중국 춘추 전국 시대에 성행한 거울의 하나. 뿔이 없는 용이 서로 엉킨 무늬가 있다.
"
번리지안,단어,한자어,藩籬之鷃,"한자 藩籬之鷃
","「명사」
","담장에 앉아 있는 종달새라는 뜻으로, 식견이 좁고 옹졸한 사람을 이르는 말.
"
번만,단어,한자어,煩懣,"한자 煩懣
","「명사」
","「1」가슴속이 답답함.
「2」마음이 번거롭고 답답하여 괴로워함.
"
번목별,단어,한자어,蕃木鼈,"한자 蕃木鼈
","「명사」
","마전의 씨. 회색을 띤 누런빛의 원판형(圓板形)으로 생겼으며, 스트리크닌(strychnine)과 브루신의 알칼로이드 성분을 함유하고 있어 혈관 마비 따위를 치료하는 데 쓴다.
"
번무,단어,한자어,煩務,"한자 煩務
","「명사」
","번거롭고 어수선한 일.
"
번문,단어,한자어,煩文,"한자 煩文
","「명사」
","번거롭고 까다로운 문장.
"
번문욕례,단어,한자어,繁文縟禮,"한자 繁文縟禮
","「명사」
","번거롭고 까다로운 규칙과 예절.
"
번문착절,단어,한자어,繁文錯節,"한자 繁文錯節
","「명사」
","규칙의 조목 따위가 복잡하고 번거로움.
"
번미,단어,한자어,番米,"한자 番米
","「명사」
","예전에, 번을 서는 군사에게 급료로 주던 쌀.
"
번민,단어,한자어,煩悶,"한자 煩悶
","「명사」
","마음이 번거롭고 답답하여 괴로워함.
"
번바라지,단어,혼종어,番바라지,"한자 番
고유어 바라지
","「명사」
","번을 든 사람에게 먹을 것을 대 주며 치다꺼리를 하는 일.
"
번방,단어,한자어,番房,"한자 番房
","「명사」
","번을 들 때에 묵는 방.
"
번백옥,단어,한자어,燔白玉,"한자 燔白玉
","「명사」
","조선 시대에, 돌가루를 구워서 흰 옥 모양으로 만든 꾸미개. 사품 이하의 관원이 조복(朝服)에 패옥으로 늘어뜨려 달았다.
"
번백초,단어,한자어,飜白草,"한자 飜白草
","「명사」
","장미과의 여러해살이풀. 높이는 30cm 정도이며, 근생엽은 기수 우상 복엽이고 경엽은 세 쪽으로 된 겹잎이다. 4~8월에 누런색 꽃이 취산(聚繖) 화서로 피고, 열매는 수과(瘦果)이다. 봄에 뿌리는 식용한다. 산과 들에 나며 한국, 중국 등지에 분포한다.
"
번번,단어,한자어,飜飜,"한자 飜飜
","「명사」
","깃발 따위가 바람에 펄럭임.
"
번법,단어,한자어,煩法,"한자 煩法
","「명사」
","번거롭고 까다로운 법.
"
번병,단어,한자어,藩屛,"한자 藩屛
","「명사」
","「1」울타리나 대문 앞의 가림 담장.
「2」왕실이나 나라를 수호하는 먼 밖의 감영이나 병영.
"
번복,단어,한자어,飜覆/翻覆,"한자 飜覆
/(병기) /
한자 翻覆
","「명사」
","「1」이리저리 뒤집힘.
「2」이리저리 뒤쳐 고침.
"
번본,단어,한자어,飜本/翻本,"한자 飜本
/(병기) /
한자 翻本
","「명사」
","한 번 새긴 책판을 본보기로 삼아 그 내용을 다시 새긴 책.
"
번봉,단어,한자어,藩封,"한자 藩封
","「명사」
","「1」봉건 시대에 일정한 영토를 가지고 그 영내의 백성을 지배하는 권력을 가지던 사람.
「2」제후의 봉지.
"
번부,단어,한자어,藩部,"한자 藩部
","「명사」
","예전에, 한 나라의 행정 구역 가운데 복속한 지방이나 지역을 이르던 말. 우리나라는 육진(六鎭), 중국 청나라는 몽골, 칭하이(靑海), 신장(新彊), 티베트 따위였다.
"
번분수,단어,한자어,繁分數,"한자 繁分數
","「명사」
","분수의 분모나 분자가 분수로 되어 있는 분수.
"
번분수식,단어,한자어,繁分數式,"한자 繁分數式
","「명사」
","분수의 분모나 분자가 분수인 분수식.
"
번비,단어,한자어,煩費,"한자 煩費
","「명사」
","이것저것 많이 드는 비용.
"
번사,단어,한자어,燔師,"한자 燔師
","「명사」
","사기 굽는 가마에 불을 맡아 때는 사람.
"
번살이,단어,혼종어,番살이,"한자 番
고유어 살이
","「명사」
","하루를 몇으로 나누어 번갈아 번을 드는 생활.
"
번상,단어,한자어,番上,"한자 番上
","「명사」
","「1」지방의 군사를 뽑아서 차례로 서울의 군영으로 보내던 일.
「2」번을 돌 차례가 되어 번소에 들어감.
"
번상정병,단어,한자어,番上正兵,"한자 番上正兵
","「명사」
","조선 초기에, 지방에서 올라와 중앙의 군대 조직인 오위(五衛)에 근무하던 정병.
"
번서,단어,한자어,蕃薯,"한자 蕃薯
","「명사」
","가짓과의 여러해살이풀. 높이는 60~100cm이며, 잎은 겹잎이고 어긋난다. 초여름에 흰색 또는 자주색의 통꽃이 줄기 끝에 핀다. 비교적 찬 기후에서 잘 자라고 성장 기간이 짧다. 남아메리카 칠레가 원산지로 온대, 한대에서 널리 재배된다.
"
번설,단어,한자어,煩說,"한자 煩說
","「명사」
","「1」너저분한 잔말.
「2」떠들어 소문을 냄. 또는 그런 소문.
"
번성,단어,한자어,蕃盛/繁盛,"한자 蕃盛
/(병기) /
한자 繁盛
","「명사」
","「1」한창 성하게 일어나 퍼짐.
「2」나무나 풀이 무성함.
"
번소,단어,한자어,番所,"한자 番所
","「명사」
","번을 드는 곳.
"
번속,단어,한자어,蕃俗,"한자 蕃俗
","「명사」
","야만의 풍속.
"
번쇄철학,단어,한자어,煩瑣哲學,"한자 煩瑣哲學
","「명사」
","8세기부터 17세기까지 중세 유럽에서 이루어진 신학 중심의 철학을 이르는 말. 가톨릭교회의 부속 학교에서 교회 교리의 학문적 근거를 체계적으로 확립하기 위하여 이루어진 기독교 변증(辨證)의 철학으로, 고대 철학의 전통적 권위에 의존하여 주로 아리스토텔레스 및 플라톤의 철학을 원용하여 학문의 체계를 세우려 하였는데 토마스 아퀴나스가 대성하였다. 내용이 형식적이고 까다로운 것이 특징이다.
"
번수,단어,한자어,番手,"한자 番手
","「명사」
","대궐에 번을 들어서 호위하던 기수.
"
번숙,단어,한자어,蕃熟,"한자 蕃熟
","「명사」
","무성하고 잘 익음.
"
번순,단어,한자어,反脣,"한자 反脣
","「명사」
","입술을 비쭉거리며 비웃음.
"
번승,단어,한자어,番僧,"한자 番僧
","「명사」
","번을 갈아서 입직(入直)하는 승병.
"
번시,단어,한자어,燔柴,"한자 燔柴
","「명사」
","섶나무를 태우며 하늘에 제사 지냄.
"
번식,단어,혼종어,繁殖/蕃息,"한자 繁殖
/(병기) /
한자 蕃息
","「명사」
","붇고 늘어서 많이 퍼짐.
"
번식기,단어,한자어,繁殖期,"한자 繁殖期
","「명사」
","동물이 새끼를 치는 시기.
"
번식깃,단어,혼종어,繁殖깃,"한자 繁殖
고유어 깃
","「명사」
","번식기에 평상시와 달라지는 조류의 깃. 또는 깃의 빛깔.
"
번식력,단어,한자어,繁殖力,"한자 繁殖力
","「명사」
","번식하는 힘.
"
번식률,단어,한자어,繁殖率,"한자 繁殖率
","「명사」
","암수 한 쌍이 낳은 새끼 가운데 성장하여 완전한 성숙기에 이르는 비율. 기후 조건, 먹이, 적(敵)의 수, 어린 새끼의 사망률 따위가 영향을 미친다.
"
번식법,단어,한자어,繁殖法,"한자 繁殖法
","「명사」
","생물이 새로운 개체를 늘려 가는 방법.
"
번식지,단어,한자어,繁殖地,"한자 繁殖地
","「명사」
","동물들이 새끼를 치며 번식하는 장소.
"
번신,단어,한자어,藩臣,"한자 藩臣
","「명사」
","「1」중앙에서 먼 곳에 있는 감영의 관찰사.
「2」왕실을 지키는 중신(重臣).
"
번신낙마,단어,한자어,飜身落馬,"한자 飜身落馬
","「명사」
","몸을 번드치고 말에서 떨어짐.
"
번신상마,단어,한자어,飜身上馬,"한자 飜身上馬
","「명사」
","몸을 날리듯 빠르게 말에 올라탐.
"
번안,단어,한자어,飜案,"한자 飜案
","「명사」
","「1」원작의 내용이나 줄거리는 그대로 두고 풍속, 인명, 지명 따위를 시대나 풍토에 맞게 바꾸어 고침.
「2」안건을 뒤집음.
"
번안곡,단어,한자어,飜案曲,"한자 飜案曲
","「명사」
","외국 노래의 가사를 우리말로 번역한 노래. 아예 다른 내용으로 바꾸기도 한다. 
"
번안극,단어,한자어,飜案劇,"한자 飜案劇
","「명사」
","외국의 희곡을 원안으로 하되 풍속, 인명, 지명 따위를 자기 나라에 맞게 고치어 공연하는 연극.
"
번암,단어,한자어,樊巖,"한자 樊巖
","「명사」
","‘채제공’의 호.
"
번양,단어,한자어,飜揚,"한자 飜揚
","「명사」
","펄펄 휘날리어 올림.
"
번언,단어,한자어,繁言,"한자 繁言
","「명사」
","번거로운 말.
"
번역,단어,한자어,飜譯/翻譯,"한자 飜譯
/(병기) /
한자 翻譯
","「명사」
","어떤 언어로 된 글을 다른 언어의 글로 옮김.
"
번역가,단어,한자어,飜譯家,"한자 飜譯家
","「명사」
","번역을 전문으로 하는 사람.
"
번역관,단어,한자어,飜譯官,"한자 飜譯官
","「명사」
","조선 후기에, 번역이나 통역을 맡아보던 주임관. 고종 31년(1894)에 두었는데 주로 일본어를 번역하였다.
"
번역관보,단어,한자어,飜譯官補,"한자 飜譯官補
","「명사」
","구한말에, 외무아문 따위에서 번역이나 통역을 맡아보던 판임관(判任官).
"
번역권,단어,한자어,飜譯權,"한자 飜譯權
","「명사」
","어떤 저작물을 번역하여 거기서 이익을 얻을 수 있는 권리. 번역권은 저작자에게 속하며 다른 사람은 저작권자의 허락을 받아야 번역할 수 있다.
"
번역극,단어,한자어,飜譯劇,"한자 飜譯劇
","「명사」
","외국의 희곡을 그대로 자기 나라의 말로 바꾸어 공연하는 연극.
"
번역기,단어,한자어,飜譯機,"한자 飜譯機
","「명사」
","컴퓨터가 주체가 되어 번역을 하는 기계.
"
번역명의집,단어,한자어,飜譯明義集,"한자 飜譯明義集
","「명사」
","중국 남송의 법운(法雲)이 지은 범한 자전. 불전의 범어 이천여 어휘를 64편으로 분류하고 한문으로 번역하여 해설하였다. ≪석씨요람≫, ≪제승법수≫와 더불어 ‘불학 삼서’로 쓴다. 1143년에 간행되었다. 7권.
"
번역문,단어,한자어,飜譯文,"한자 飜譯文
","「명사」
","번역한 문장.
"
번역물,단어,한자어,飜譯物,"한자 飜譯物
","「명사」
","어떤 언어로 된 글을 다른 언어의 글로 옮겨 놓은 작품이나 출판물 따위를 이르는 말.
"
번역본,단어,한자어,飜譯本,"한자 飜譯本
","「명사」
","번역해 놓은 책.
"
번역생,단어,한자어,飜譯生,"한자 飜譯生
","「명사」
","조선 후기에, 번역이나 통역을 맡아보던 생도.
"
번역서,단어,한자어,飜譯書,"한자 飜譯書
","「명사」
","어떤 언어로 된 글을 다른 언어의 글로 옮긴 책.
"
번역소학,단어,한자어,飜譯小學,"한자 飜譯小學
","「명사」
","조선 시대에, 김전(金詮), 최숙생(崔淑生) 등이 왕명에 따라 ≪소학≫을 한글로 풀이한 책. 중종 13년(1518)에 간행되었다. 10권 10책.
"
번역어,단어,한자어,飜譯語,"한자 飜譯語
","「명사」
","어떤 언어를 다른 언어로 옮긴 말.
"
번역자,단어,한자어,飜譯者,"한자 飜譯者
","「명사」
","작품이나 출판물 따위에서, 어떤 언어로 된 글을 다른 언어의 글로 옮겨 놓은 사람.
"
번역판,단어,한자어,飜譯版,"한자 飜譯版
","「명사」
","번역하여 출판한 책.
"
번역편,단어,한자어,飜譯篇,"한자 飜譯篇
","「명사」
","도서나 문학예술 작품을 번역하여 만든 것. 또는 그런 책이나 작품.
"
번연,단어,한자어,蕃衍,"한자 蕃衍
","「명사」
","한창 성하게 일어나 퍼짐.
"
번연개오,단어,한자어,幡然開悟,"한자 幡然開悟
","「명사」
","모르던 일을 갑자기 깨달음.
"
번열,단어,한자어,煩熱,"한자 煩熱
","「명사」
","몸에 열이 몹시 나고 가슴 속이 답답하여 괴로운 증상.
"
번열증,단어,한자어,煩熱症,"한자 煩熱症
","「명사」
","몸에 열이 몹시 나고 가슴 속이 답답하여 괴로운 증상.
"
번엽,단어,한자어,繁葉,"한자 繁葉
","「명사」
","무성한 잎.
"
번영,단어,한자어,繁英,"한자 繁英
","「명사」
","많이 피어 있는 꽃.
"
번영기,단어,한자어,繁榮期,"한자 繁榮期
","「명사」
","번성하고 영화롭게 된 시기.
"
번예,단어,한자어,樊穢,"한자 樊穢
","「명사」
","삼한 때에, 군장(君長)을 이르던 칭호의 하나.
"
번오,단어,한자어,飜悟,"한자 飜悟
","「명사」
","가지고 있던 생각을 뒤집고 새롭게 깨달음.
"
번옥,단어,한자어,燔玉,"한자 燔玉
","「명사」
","돌가루를 구워 만든 옥.
"
번옥환포,단어,한자어,反獄還捕,"한자 反獄還捕
","「명사」
","도망가거나 빼앗긴 죄인을 도로 잡아 가둠.
"
번왕,단어,한자어,藩王,"한자 藩王
","「명사」
","영국의 보호와 감독 아래 토후국을 지배하던 세습 전제 군주.
"
번왕국,단어,한자어,藩王國,"한자 藩王國
","「명사」
","인도에서 영국령에는 속하지 아니하면서 영국의 지도와 감독 아래 현지인 전제 군주가 통치하던 나라. 카슈미르가 대표적이다.
"
번외,단어,한자어,番外,"한자 番外
","「명사」
","계획에 들어 있지 않음.
"
번외시녀,단어,한자어,藩外侍女,"한자 藩外侍女
","「명사」
","조선 시대에, 청나라 조정에 보낸 시녀.
"
번욕,단어,한자어,繁縟,"한자 繁縟
","「명사」
","번거롭고 까다로운 규칙과 예절.
"
번용,단어,한자어,煩宂,"한자 煩宂
","「명사」
","번거롭고 어수선한 일.
"
번울증,단어,한자어,煩鬱症,"한자 煩鬱症
","「명사」
","열감(熱疳)으로 인하여 가슴 속이 답답하고 갑갑한 증상.
"
번원,단어,한자어,煩冤,"한자 煩冤
","「명사」
","「1」자꾸 들볶거나 번거롭게 굴어 괴롭고 귀찮음.
「2」마음이 번거롭고 답답하여 괴로워함.
"
번위,단어,한자어,反胃,"한자 反胃
","「명사」
","음식을 먹으면 구역질이 심하게 나며 먹은 것을 토해 내는 위병.
"
번육,단어,한자어,燔肉,"한자 燔肉
","「명사」
","구운 고기.
"
번은,단어,한자어,燔銀,"한자 燔銀
","「명사」
","품질이 아주 낮은 은.
"
번음,단어,한자어,繁陰,"한자 繁陰
","「명사」
","나무가 무성한 곳에 지는 짙은 그늘.
"
번음촉절,단어,한자어,繁音促節,"한자 繁音促節
","「명사」
","국악에서, 가락이 번잡하고 장단이 빠름을 이르는 말.
"
번의,단어,한자어,飜意/翻意,"한자 飜意
/(병기) /
한자 翻意
","「명사」
","먹었던 마음을 뒤집음.
"
번이,단어,한자어,蕃夷,"한자 蕃夷
","「명사」
","예전에, 중국 사람들이 중국의 남쪽과 동쪽에 있는 종족을 낮잡는 뜻으로 이르던 말.
"
번인,단어,한자어,蕃人,"한자 蕃人
","「명사」
","「1」미개하여 문화 수준이 낮은 사람.
「2」타이완의 원주민. 인도네시아에서 건너와 정착하였으며, 중국인 및 네덜란드인에게 정복된 숙번과, 고유의 문화를 보존하며 산지에 사는 생번으로 분류된다.
"
번임,단어,한자어,藩任,"한자 藩任
","「명사」
","번신(藩臣)의 임무나 책임.
"
번작,단어,한자어,反作,"한자 反作
","「명사」
","「1」조선 후기에, 환곡 제도의 폐단 가운데 아전들이 환곡을 사사로이 써 버리고 그것을 메우기 위하여 농민에게서 강제로 금품을 거두어 분식(分食)하던 일.
「2」부정행위를 함.
"
번작질,단어,고유어,,,"「명사」
","→ 뒤집개질.
"
번잡,단어,한자어,煩雜,"한자 煩雜
","「명사」
","번거롭게 뒤섞여 어수선함.
"
번장,단어,한자어,番將,"한자 番將
","「명사」
","번승(番僧)의 장수.
"
번전,단어,한자어,反田,"한자 反田
","「명사」
","논을 밭으로 만듦.
"
번제,단어,한자어,番第,"한자 番第
","「명사」
","번을 드는 차례.
"
번조,단어,한자어,煩燥,"한자 煩燥
","「명사」
","몸과 마음이 답답하고 열이 나서 손과 발을 가만히 두지 못하는 짓.
"
번조관,단어,한자어,燔造官,"한자 燔造官
","「명사」
","조선 시대에, 사옹원에 속하여 번조하는 일을 감독하던 벼슬아치. 특히 땔감인 장작을 책임지고 관리하였다.
"
번조소,단어,한자어,燔造所,"한자 燔造所
","「명사」
","조선 시대에, 왕궁에서 쓰는 질그릇, 사기그릇 따위를 만들던 공장. 사옹원의 분원으로 경기도 광주에 설치하였다.
"
번조증,단어,한자어,煩燥症,"한자 煩燥症
","「명사」
","몸과 마음이 답답하고 열이 나서 손과 발을 가만히 두지 못하는 짓.
"
번족,단어,한자어,蕃族/繁族,"한자 蕃族
/(병기) /
한자 繁族
","「명사」
","자손이 많아 번성한 집안.
"
번종,단어,한자어,蠜螽,"한자 蠜螽
","「명사」
","메뚜깃과의 곤충. 몸의 길이는 수컷이 4~5cm, 암컷이 7.5cm 정도이며 초록색 또는 회색에 머리끝이 뾰족하다. 뒷다리가 매우 크고 길어서 끝을 손으로 쥐면 방아처럼 끄덕거린다. 여름철 풀밭에 많은데 한국, 일본, 중국, 유럽 등지에 분포한다.
"
번주홍,단어,한자어,燔朱紅,"한자 燔朱紅
","「명사」
","진홍색의 도료.
"
번지,단어,고유어,,,"「명사」
","「1」논밭의 흙을 고르는 데 쓰는 농기구. 보통 씨를 뿌리기 전에 모판을 판판하게 고르는 데 쓴다.
「2」탈곡한 곡식을 긁어모으는 데 쓰는 농기구. 직사각형 널조각의 두 쪽 끝에 채 둘을 대어 뒤에서 잡고, 앞쪽에는 두 줄을 꿰어서 한 사람이나 두 사람이 잡아당긴다.
"
번지기,단어,고유어,,,"「명사」
","씨름에서, 몸을 바로잡고 힘을 써서 상대편의 공격을 막는 자세.
"
