어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
먹줄왕잠자리,단어,혼종어,먹줄王잠자리,"고유어 먹줄
한자 王
고유어 잠자리
","「명사」
","왕잠자릿과의 곤충. 배의 길이는 4.9cm, 뒷날개의 길이는 4.5cm 정도이다. 이마에 ‘T’ 자 모양의 검은색 얼룩무늬가 있고, 가슴 옆쪽에 두 개의 검은 줄이 있다. 날개는 투명하고 가장자리의 무늬는 갈색이다. 한국, 중국, 일본 등지에 분포한다.
"
먹줄촉수,단어,혼종어,먹줄觸鬚,"고유어 먹줄
한자 觸鬚
","「명사」
","촉수과의 바닷물고기. 눈에서 꼬리지느러미까지 누런 세로띠가 있고, 등지느러미에 검은 세로띠가 있으며 비늘은 자잘하다. 한국, 일본, 중국, 필리핀 등지에 분포한다.
"
먹줄치기,단어,고유어,,,"「명사」
","먹실로 줄을 치는 일.
"
먹줄펜,단어,혼종어,먹줄pen,"고유어 먹줄
영어 pen
","「명사」
","제도할 때에 쓰는 기구의 하나. 두 갈래로 된 쇠붙이로, 끝을 까마귀 부리 모양으로 만들어 먹물이나 물감을 찍어 줄을 긋는 데에 쓴다.
"
먹중,단어,고유어,,,"「명사」
","「1」먹장삼을 입은 승려.
「2」봉산 탈춤, 양주 별산대놀이, 송파 산대놀이 따위에 등장하는 인물의 하나.
「3」봉산 탈춤, 양주 별산대놀이, 송파 산대놀이 따위에 쓰는 탈의 하나.
"
먹중가면,단어,혼종어,먹중假面,"고유어 먹중
한자 假面
","「명사」
","봉산 탈춤, 양주 별산대놀이, 송파 산대놀이 따위에 쓰는 탈의 하나.
"
먹중잡이,단어,고유어,,,"「명사」
","남사당패 탈놀이의 넷째 마당. 마지막 마당으로, 외래 문화와 종교를 배격하는 내용이다.
"
먹중춤,단어,고유어,,,"「명사」
","봉산 탈춤 따위의 탈놀이에 등장하는 먹중들이 노승을 놀리고 꾀기 위하여 하나씩 나와서 추는 익살스러운 춤.
"
먹중탈,단어,고유어,,,"「명사」
","봉산 탈춤, 양주 별산대놀이, 송파 산대놀이 따위에 쓰는 탈의 하나.
"
먹지,단어,고유어,,,"「명사」
","투전(投錢) 따위의 돈내기에서 이긴 사람.
"
먹집게,단어,고유어,,,"「명사」
","닳아서 짧아진 먹을 끼워서 갈기 편하도록 만든 집게. 나뭇조각 두 개를 맞대어 만든다.
"
먹찌,단어,고유어,,,"「명사」
","투전(投錢) 따위에서 돈내기를 할 때 던지는 기구.
"
먹참외,단어,고유어,,,"「명사」
","열매가 크고 껍질이 검푸른 색을 띤 참외.
"
먹초,단어,고유어,,,"「명사」
","꼭지만 하얗고 전체가 검은 연(鳶).
"
먹총이,단어,혼종어,먹驄이,"고유어 먹
한자 驄
고유어 이
","「명사」
","검은 털과 흰 털이 섞여 난 말.
"
먹치마,단어,고유어,,,"「명사」
","검은 치마를 입은 것같이 아래쪽만 검게 칠한 연(鳶).
"
먹칠,단어,혼종어,먹漆,"고유어 먹
한자 漆
","「명사」
","「1」먹으로 칠하는 일.
「2」먹처럼 검은 칠.
「3」명예, 체면 따위를 더럽히는 짓을 비유적으로 이르는 말.
"
먹칼,단어,고유어,,,"「명사」
","먹을 찍어 목재나 석재 따위에 표를 하거나 글씨를 쓰는 기구. 댓개비의 한쪽 끝을 얇게 깎아 만든다.
"
먹킹이,단어,고유어,,,"「명사」
","심마니들의 은어로, ‘사람’을 이르는 말.
"
먹탈,단어,고유어,,,"「명사」
","「1」통영 오광대에 등장하는 인물의 하나. 검은 탈을 쓰고 나온다.
「2」통영 오광대에 쓰는 탈의 하나. 검정 바탕에 붉은 입술을 하고 있다.
"
먹탱화,단어,혼종어,먹幀▽畫,"고유어 먹
한자 幀▽畫
","「명사」
","검은 바탕에 금물로 그린 탱화.
"
먹테얼게비늘,단어,고유어,,,"「명사」
","동갈돔과의 바닷물고기. 몸의 길이는 14cm 정도이며, 붉은빛을 띤 누런 갈색이고, 각 비늘의 가장자리는 대체로 검은색이다. 깊이 60~80미터의 바다 밑에서 산다.
"
먹통,단어,고유어,,,"「명사」
","「1」사리에 밝지 못하면서 자기 생각만 고집스럽게 주장하는 답답한 사람을 놀림조로 이르는 말.
「2」물건이나 서비스 따위가 제대로 작동하지 않음.
"
먹통줄,단어,혼종어,먹桶줄,"고유어 먹
한자 桶
고유어 줄
","「명사」
","먹통에서 먹물을 머금고 나오는 줄.
"
먹투성이,단어,고유어,,,"「명사」
","온몸에 먹물이 묻어서 더러워진 상태. 또는 그런 물건.
"
먹판,단어,혼종어,먹版,"고유어 먹
한자 版
","「명사」
","색 인쇄에 쓰는, 먹 잉크를 먹인 검은 판.
"
먹팥,단어,고유어,,,"「명사」
","속이 검고 껍질이 흰 팥.
"
먹피,단어,고유어,,,"「명사」
","멍이 들거나 굳어 검게 죽은 피.
"
먹화산해면,단어,혼종어,먹火山海綿,"고유어 먹
한자 火山海綿
","「명사」
","게리우스과의 해면동물. 몸은 검은색 또는 회색을 띤 흑색으로 불규칙한 껍질로 덮여 있고, 표면에 모자 모양의 돌기가 많이 나 있다. 골편은 막대 모양이다. 한국, 일본 등지에 분포한다.
"
먹황새,단어,고유어,,,"「명사」
","황샛과의 새. 몸의 길이는 96cm 정도이며, 대체로 검은색이고 부리와 눈 주위 및 다리는 붉은빛을 띤 누런색이다. 몸 아랫면은 흰색이고 나머지 부분은 구릿빛 광택이 있는 검은색이다. 여름새로 시베리아 중북부에서 번식하고 동남아시아에서 겨울을 보낸다. 우리나라 천연기념물이다.
"
먼가래,단어,고유어,,,"「명사」
","객지에서 죽은 사람의 송장을 임시로 그곳에 묻는 일.
"
먼가래질,단어,고유어,,,"「명사」
","가랫밥이 멀리 가도록 파서 던지는 가래질.
"
먼가랫밥,단어,고유어,,,"「명사」
","가래로 떠서 멀리 던진 흙.
"
먼가리킴,단어,고유어,,,"「명사」
","삼인칭 가운데 멀리 있는 사람이나 사물을 가리키는 일. 또는 그 말. ‘저’, ‘저것’, ‘저기’, ‘저리’ 따위가 있다.
"
먼개,단어,고유어,,,"「명사」
","썰물 때 멀리까지 드러나는 개펄.
"
먼나무,단어,고유어,,,"「명사」
","감탕나뭇과의 상록 교목. 높이는 10미터 정도이며, 잎은 어긋나고 타원형이다. 5~6월에 연한 자줏빛 잔꽃이 취산(聚繖) 화서로 피고, 열매는 핵과(核果)로 10월에 붉게 익는다. 관상용이고 따뜻한 지방의 산과 들에 저절로 나는데 한국의 제주도, 일본, 대만, 중국 등지에 분포한다.
"
먼눈,단어,고유어,,,"「명사」
","시력을 잃어 보이지 않는 눈.
"
먼눈치,단어,고유어,,,"「명사」
","멀리서 살피는 눈치.
"
먼대기,단어,고유어,,,"「명사」
","→ 먼지.
"
먼더기,단어,고유어,,,"「명사」
","→ 먼지.
"
먼데,단어,고유어,,,"「명사」
","‘변소’를 완곡하게 이르는 말.
"
먼뎃말,단어,고유어,,,"「명사」
","멀리 돌려서 하는 말.
"
먼뎃불빛,단어,고유어,,,"「명사」
","먼 곳에서 비치거나 반짝이는 불빛.
"
먼뎃손,단어,고유어,,,"「명사」
","먼 곳에서 온 손님.
"
먼동,단어,혼종어,먼東,"고유어 먼
한자 東
","「명사」
","날이 밝아 올 무렵의 동쪽.
"
먼로주의,단어,혼종어,Monroe主義,"안 밝힘 Monroe
한자 主義
","「명사」
","1823년에 먼로 대통령이 처음 제창하여 미국의 전통적 정책이 된 외교 방침. 또는 외교상의 불간섭주의 일반을 이르는 말. 미국에 대한 유럽의 간섭이나 재식민지화를 허용하지 않는 대신 미국도 유럽에 대하여 간섭하지 않겠다는 내용으로 되어 있다.
"
먼말,단어,고유어,,,"「명사」
","멀리 돌려서 하는 말.
"
먼물,단어,고유어,,,"「명사」
","먹을 수 있는 우물물.
"
먼바다,단어,고유어,,,"「명사」
","「1」거리로 따졌을 때, 육지에서 멀리 떨어진 바다.
「2」기상 예보에서, 한반도를 중심으로 육지로부터 동해는 20km, 서해와 남해는 40km 밖의 바다.
"
먼발,단어,고유어,,,"「명사」
","→ 먼발치.
"
먼발치,단어,고유어,,,"「명사」
","「1」조금 멀리 떨어진 곳.
「2」먼 인척 관계를 비유적으로 이르는 말.
"
먼발치기,단어,고유어,,,"「명사」
","→ 먼발치.
"
먼빛,단어,고유어,,,"「명사」
","멀리서 언뜻 보이는 정도나 모양.
"
먼산나무,단어,혼종어,먼山나무,"고유어 먼
한자 山
고유어 나무
","「명사」
","먼 산에 가서 땔나무를 마련하는 일. 또는 그 땔나무.
"
먼산나물,단어,혼종어,먼山나물,"고유어 먼
한자 山
고유어 나물
","「명사」
","먼 산에 가서 나물을 캐거나 뜯는 일. 또는 그 나물.
"
먼산바라기,단어,혼종어,먼山바라기,"고유어 먼
한자 山
고유어 바라기
","「명사」
","「1」먼 곳만을 우두커니 바라보는 일. 또는 늘 그런 사람.
「2」한눈을 파는 짓.
"
먼산배기,단어,고유어,,,"「명사」
","→ 먼산바라기.
"
먼산주름,단어,혼종어,먼山주름,"고유어 먼
한자 山
고유어 주름
","「명사」
","주름을 잡은 듯이 보이는 멀리 있는 산들의 첩첩한 능선.
"
먼솔,단어,고유어,,,"「명사」
","무과나 교습에 쓰기 위하여 240보 정도의 거리에 세우던 과녁. 높이와 너비가 1장(丈) 8척(尺)이 되는 푸른 베의 가운데에 시후(豕侯)를 붙여 정곡(正鵠)을 만들었고 후(侯)의 좌우에 50보 간격으로 기(旗)를 세워 표적을 삼았다.
"
먼오금,단어,고유어,,,"「명사」
","활의 한오금과 삼사미의 사이.
"
먼우물,단어,고유어,,,"「명사」
","먹을 수 있는 우물물.
"
먼일,단어,고유어,,,"「명사」
","먼 앞날의 일.
"
먼장,단어,고유어,,,"「명사」
","→ 먼발치.
"
먼장질,단어,고유어,,,"「명사」
","먼발치로 총이나 활 따위를 쏘는 일.
"
먼저께,단어,고유어,,,"「명사」
","며칠 전의 어느 때.
"
먼전,단어,고유어,,,"「명사」
","눈앞에 있는 사물과는 관계없이 멀리 떨어져 있는 쪽.
"
먼젓번,단어,혼종어,먼젓番,"고유어 먼젓
한자 番
","「명사」
","말하는 때 이전의 지나간 차례나 때.
"
먼지,단어,고유어,,,"「명사」
","가늘고 보드라운 티끌.
"
먼지구름,단어,고유어,,,"「명사」
","구름처럼 뽀얗게 일어나는 흙먼지.
"
먼지기둥,단어,고유어,,,"「명사」
","기둥 모양으로 높이 치솟아 오르는 흙먼지.
"
먼지내,단어,고유어,,,"「명사」
","먼지 냄새.
"
먼지답쌔기,단어,고유어,,,"「명사」
","먼지가 한군데 많이 모여 있는 것.
"
먼지떠리개,단어,고유어,,,"「명사」
","→ 먼지떨이.
"
먼지떨음,단어,고유어,,,"「명사」
","「1」겨우 옷의 먼지만 떨 뿐이라는 뜻으로, 어린아이에게 엄포하기 위해 아프지 않을 정도로 때리는 일을 비유적으로 이르는 말.
「2」걸어 두었던 옷의 먼지를 떤다는 뜻으로, 오래간만에 나들이하는 일을 비유적으로 이르는 말.
「3」노름이나 내기 따위를 할 때 연습 삼아 한번 겨루어 봄을 비유적으로 이르는 말.
"
먼지떨이,단어,고유어,,,"「명사」
","먼지를 떠는 기구. 말총이나 새털, 헝겊 조각 따위를 묶고 가는 자루를 대어서 만든다.
"
먼지막이,단어,고유어,,,"「명사」
","먼지가 눈이나 호흡 기관 같은 데에 들어가는 것을 막는 일.
"
먼지바람,단어,고유어,,,"「명사」
","「1」무엇이 빠르게 지나가면서 먼지를 일으키는 것.
「2」먼지, 모래 같은 것이 떠올라 공기가 흐려지고 사방이 뿌옇게 되는 강한 바람.
"
먼지버섯,단어,고유어,,,"「명사」
","담자균류 먼지버섯과의 버섯. 처음에는 평평한 공 모양이나, 성숙하면 6~8조각으로 갈라지며 바깥쪽으로 뒤집혀 갈색의 홀씨를 먼지처럼 뿜어낸다. 먹지 못하며 여름에서 가을에 걸쳐 산이나 길가에 자생한다.
"
먼지벌레,단어,고유어,,,"「명사」
","「1」먼지벌렛과의 곤충을 통틀어 이르는 말. 금빛먼지벌레, 노랑테먼지벌레, 풀색먼지벌레 따위가 있다.
「2」먼지벌렛과의 곤충. 몸의 길이는 1cm 정도이며, 검은색이고 더듬이는 검은 갈색, 다리는 붉은 갈색이다. 주로 야간에 활동하고 작은 곤충 따위를 잡아먹는다. 먼지, 오물, 돌, 낙엽 밑에 사는데 한국, 일본, 중국, 시베리아, 유럽 등지에 분포한다.
"
먼지분,단어,혼종어,먼지粉,"고유어 먼지
한자 粉
","「명사」
","분처럼 뽀얗게 가라앉은 먼지.
"
먼지잼,단어,고유어,,,"「명사」
","비가 겨우 먼지나 날리지 않을 정도로 조금 옴.
"
먼지채,단어,고유어,,,"「명사」
","→ 먼지떨이.
"
먼지털이,단어,고유어,,,"「명사」
","→ 먼지떨이.
"
먼지투성이,단어,고유어,,,"「명사」
","온몸에 먼지가 묻어 더럽게 된 상태.
"
먼지판,단어,고유어,,,"「명사」
","먼지가 많이 쌓여 있는 곳.
"
먼지흙,단어,고유어,,,"「명사」
","먼지와 같이 아주 작은 입자로 된 흙. 양분이 많아 식물이 자라기에 좋다.
"
먼짓길,단어,고유어,,,"「명사」
","먼지가 많이 일어나는 길.
"
먼초점,단어,혼종어,먼焦點,"고유어 먼
한자 焦點
","「명사」
","타원 궤도에서, 주 초점에서 가장 멀리 떨어진 점.
"
먼촌,단어,혼종어,먼寸,"고유어 먼
한자 寸
","「명사」
","촌수가 먼 일가. 또는 먼 친척.
"
먼팔뜀,단어,고유어,,,"「명사」
","땅재주에서, 손을 땅에 짚고 잇따라 거꾸로 뛰어넘는 동작.
"
멀건이,단어,고유어,,,"「명사」
","정신이 흐리멍덩한 사람.
"
멀경몸,단어,혼종어,멀冂몸,"고유어 멀
한자 冂
고유어 몸
","「명사」
","한자 부수의 하나. ‘冉’, ‘冊’ 따위에 쓰인 ‘冂’을 이른다.
"
멀구슬나무,단어,고유어,,,"「명사」
","멀구슬나뭇과의 낙엽 활엽 교목. 높이는 7~10미터이며, 잎은 어긋나고 우상 복엽이다. 5월에 자줏빛 꽃이 잎겨드랑이에서 원추(圓錐) 화서로 피고, 열매는 핵과(核果)로 9월에 누렇게 익는다. 나무는 가구재 따위로 쓰고, 근피와 열매는 약용하며 정원수로 재배한다. 한국, 일본, 대만 등지에 분포한다.
"
멀구슬나뭇과,단어,혼종어,멀구슬나뭇科,"고유어 멀구슬나뭇
한자 科
","「명사」
","쌍떡잎식물 갈래꽃류의 한 과. 주로 열대에 50속 570여 종이 분포하는데 우리나라에는 멀구슬나무, 참죽나무의 2속 2종이 있다.
"
멀국,단어,고유어,,,"「명사」
","→ 국물.
"
멀꿀,단어,고유어,,,"「명사」
","「1」으름덩굴과의 상록 덩굴나무. 잎은 어긋나고 장상 복엽이다. 5월에 흰 바탕에 불그레한 줄이 있는 꽃이 총상(總狀) 화서로 피고, 열매는 장과(漿果)로 10월에 붉은 갈색으로 익는다. 과육(果肉)은 누런색이고 맛이 좋아 식용으로 쓰이며, 꽃향기가 좋아 관상용으로도 재배된다. 산에서 자라는데 한국의 남부 지역과 일본, 대만 등지에 분포한다.
「2」‘「1」’의 열매. 맛이 달고 향기가 좋다.
"
멀떠구니,단어,고유어,,,"「명사」
","조류(鳥類)에게 있는 위창자관의 하나. 주머니 모양으로, 먹은 것을 잠시 저장하여 체온과 수분으로 불리어서 소화하기 쉽게 한 다음 모래주머니로 보낸다.
"
멀리뛰기,단어,고유어,,,"「명사」
","제자리에 서서 또는 일정한 지점까지 도움닫기를 하여 최대한 멀리 뛰어 그 거리를 겨루는 육상 경기.
"
멀리보기,단어,고유어,,,"「명사」
","「1」멀리 바라봄.
「2」가까이 있는 물체를 잘 볼 수 없는 시력. 조절근의 신축이 불충분하거나 수정체가 평평하여 가까운 물체의 실상이 망막의 뒤에 생기는 것이다. 축 원시와 굴절 원시가 있는데, 볼록 렌즈의 안경을 써서 교정한다.
"
멀마늘,단어,고유어,,,"「명사」
","수선화의 한 품종. 제주도에서 난다.
"
멀미,단어,고유어,,,"「명사」
","「1」차, 배, 비행기 따위의 흔들림을 받아 메스껍고 어지러워짐. 또는 그런 증세.
「2」진저리가 나도록 싫어짐. 또는 그런 증세.
「3」어떤 분위기에 깊이 몰입하거나 흠뻑 취했을 때 느끼는 현기증을 비유적으로 이르는 말.
"
멀미약,단어,혼종어,멀미藥,"고유어 멀미
한자 藥
","「명사」
","멀미가 나지 않도록 하는 약.
"
멀미증,단어,혼종어,멀미症,"고유어 멀미
한자 症
","「명사」
","「1」차, 배, 비행기 따위의 흔들림을 받아 메스껍고 어지러워짐. 또는 그런 증세.
「2」진저리가 나도록 싫어짐. 또는 그런 증세.
"
멀석,단어,혼종어,Mull石,"안 밝힘 Mull
한자 石
","「명사」
","산화 알루미늄과 이산화 규소의 화합물. 사방 정계에 속하며, 모양은 규선석(硅線石)과 비슷하고 무색 또는 엷은 붉은색을 띤다. 스코틀랜드의 멀(Mull) 섬의 접촉 변성암에서 최초로 발견되었으나, 천연으로는 드물고 흔히 인공적으로 합성하여 도자기나 내화재 따위를 만드는 데 쓰인다.
"
멀컹이,단어,고유어,,,"「명사」
","→ 물컹이.
"
멀태죽,단어,혼종어,멀태粥,"고유어 멀태
한자 粥
","「명사」
","곡식이나 채소를 조금 넣고 멀겋게 쑨 죽.
"
멀티미디어화,단어,혼종어,multimedia化,"영어 multimedia
한자 化
","「명사」
","컴퓨터 따위에서 여러 종류의 매체 기능을 동시에 갖추게 되는 일.
"
멈살이,단어,고유어,,,"「명사」
","‘머슴살이’의 준말.
"
멈추개,단어,고유어,,,"「명사」
","기차·전차·자동차 따위의 차량이나 기계 장치의 운전 속도를 조절하고 제어하기 위한 장치.
"
멈춤대,단어,혼종어,멈춤臺,"고유어 멈춤
한자 臺
","「명사」
","물체를 멈추어 세울 때 쓰는 대.
"
멈춤세,단어,혼종어,멈춤勢,"고유어 멈춤
한자 勢
","「명사」
","거의 변동 없이 그대로 유지되는 시세.
"
