어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
길상천녀,단어,한자어,吉祥天女,"한자 吉祥天女
","「명사」
","복덕을 주는 여신. 아름다운 얼굴에 천의(天衣)를 입고 보관(寶冠)을 썼으며, 왼손에 여의주를 받들고 있다.
"
길상천녀법,단어,한자어,吉祥天女法,"한자 吉祥天女法
","「명사」
","밀교에서, 길상천을 본존으로 하여 복덕을 얻기 위하여 기도하는 수행 방법.
"
길상초,단어,한자어,吉祥草,"한자 吉祥草
","「명사」
","백합과의 여러해살이풀. 줄기는 땅으로 뻗으며, 잎은 뭉쳐나고 피침 모양이다. 가을에 연보라색 꽃이 꽃줄기 끝에 이삭 모양으로 피고 열매는 처음에는 붉으나 마르면 검은색으로 바뀐다. 관상용이고 나무 밑이나 그늘에 자라는데 일본, 중국 등지에 분포한다.
"
길상해운,단어,한자어,吉祥海雲,"한자 吉祥海雲
","「명사」
","인도에서 전하는, 경사스러운 일이 일어날 조짐을 알리는 표상(表象). ‘卍’의 모양으로 ‘덕(德)’ 자 또는 ‘만(萬)’ 자로 번역된다.
"
길상해운상,단어,한자어,吉祥海雲相,"한자 吉祥海雲相
","「명사」
","인도에서 전하는, 경사스러운 일이 일어날 조짐을 알리는 표상(表象). ‘卍’의 모양으로 ‘덕(德)’ 자 또는 ‘만(萬)’ 자로 번역된다.
"
길상회과,단어,한자어,吉祥悔過,"한자 吉祥悔過
","「명사」
","정월 초하룻날에 길상천을 본존으로 하여 풍년과 길운을 비는 일.
"
길서,단어,한자어,吉瑞,"한자 吉瑞
","「명사」
","운수가 좋을 조짐.
"
길석,단어,한자어,吉席,"한자 吉席
","「명사」
","혼례식 따위의 기쁜 자리.
"
길선주,단어,한자어,吉善宙,"한자 吉善宙
","「명사」
","독립운동가·목사(1869~1935). 자는 윤열(潤悅). 호는 영계(靈溪). 3·1 독립 선언의 민족 대표 33인 가운데 한 사람으로, 1897년에 안창호 등과 함께 독립 협회의 평양 지부를 조직하였고, 숭실·숭덕 학교를 설립하여 교육 사업에도 힘썼다. 저서에 ≪해타론(懈惰論)≫, ≪강대보감(講臺寶鑑)≫ 따위가 있다.
"
길성,단어,한자어,吉星,"한자 吉星
","「명사」
","길하고 상서로운 별. 이 별이 비치는 곳은 좋은 일이 있다고 한다.
"
길섶,단어,고유어,,,"「명사」
","길의 가장자리. 흔히 풀이 나 있는 곳을 가리킨다.
"
길세,단어,혼종어,길稅,"고유어 길
한자 稅
","「명사」
","강도가 길 가는 사람에게서 강제로 빼앗는 돈을 속되게 이르는 말.
"
길속,단어,고유어,,,"「명사」
","익숙해져 길난 일의 속내.
"
길손,단어,고유어,,,"「명사」
","먼 길을 가는 나그네.
"
길송장,단어,고유어,,,"「명사」
","길에서 죽은 사람의 시체.
"
길수,단어,고유어,,,"「명사」
","묘한 이치나 도리.
"
길시,단어,한자어,吉時,"한자 吉時
","「명사」
","길한 시각이나 때.
"
길신,단어,한자어,吉辰,"한자 吉辰
","「명사」
","「1」길한 시절.
「2」운이 좋거나 상서로운 날.
"
길싸움,단어,고유어,,,"「명사」
","길을 먼저 지나가려고 하는 싸움.
"
길쌈,단어,고유어,,,"「명사」
","실을 내어 옷감을 짜는 모든 일을 통틀어 이르는 말.
"
길쌈놀이,단어,고유어,,,"「명사」
","길쌈하는 모습을 형상화한 춤.
"
길쌈질,단어,고유어,,,"「명사」
","실을 내어 옷감을 짜는 일.
"
길쌈틀,단어,고유어,,,"「명사」
","실을 뽑아서 천을 짜 내는 기계를 통틀어 이르는 말.
"
길쓸별,단어,고유어,,,"「명사」
","‘혜성01「1」’을 달리 이르는 말. 모양이 길을 쓰는 빗자루 같다고 해서 생긴 이름이다.
"
길안,단어,한자어,吉安,"한자 吉安
","「명사」
","→ 지안02.
"
길앞잡이,단어,고유어,,,"「명사」
","「1」길앞잡잇과의 곤충을 통틀어 이르는 말.
「2」길앞잡잇과의 곤충. 몸은 원통형이며, 광택이 나고 금빛 녹색 또는 금빛 적색 무늬가 있다. 딱지날개는 광택이 있는 검은색이다. 여름에 흔히 사람의 앞길을 뛰어 날아다니므로 이런 이름이 붙었다. 한국, 중국 등지에 분포한다.
"
길앞잡잇과,단어,혼종어,길앞잡잇科,"고유어 길앞잡잇
한자 科
","「명사」
","곤충강 딱정벌레목의 한 과. 몸에는 금속광택의 무늬가 있고 큰턱은 매우 날카로우며 애벌레는 땅속에서 작은 동물을 잡아먹는다. 전 세계에 약 1,300종이 분포하는데 우리나라에는 1속 16종이 있다. 길앞잡이, 좀길앞잡이, 산길앞잡이 따위가 있다.
"
길양식,단어,혼종어,길糧食,"고유어 길
한자 糧食
","「명사」
","여행할 때 먹으려고 준비한 먹을거리.
"
길어,단어,한자어,吉語,"한자 吉語
","「명사」
","좋은 소식.
"
길연,단어,한자어,吉宴,"한자 吉宴
","「명사」
","경사스러운 잔치.
"
길옆,단어,고유어,,,"「명사」
","길의 가장자리.
"
길옥,단어,한자어,吉玉,"한자 吉玉
","「명사」
","좋은 옥.
"
길요강,단어,고유어,,,"「명사」
","말이나 가마를 타고 여행할 때 가지고 다니는 놋요강.
"
길운,단어,한자어,吉運,"한자 吉運
","「명사」
","좋은 운수.
"
길월,단어,한자어,吉月,"한자 吉月
","「명사」
","운이 좋고 상서로운 달.
"
길이,단어,고유어,,,"「명사」
","「1」한끝에서 다른 한끝까지의 거리.
「2」어느 때로부터 다른 때까지의 동안.
「3」논문, 소설 따위의 분량.
「4」‘<sp_no>446089001</sp_no>세로’를 폭에 상대하여 이르는 말.
"
길이모쌓기,단어,고유어,,,"「명사」
","벽돌의 긴 면을 가로로 하여 쌓는 일.
"
길이불,단어,고유어,,,"「명사」
","여행할 때 가지고 다니기 편하도록 가볍고 얇게 만든 이불.
"
길이세워쌓기,단어,고유어,,,"「명사」
","벽돌의 긴 면을 수직으로 세워 쌓는 일.
"
길이쌓기,단어,고유어,,,"「명사」
","벽돌의 긴 면을 가로로 하여 쌓는 일.
"
길이이음,단어,고유어,,,"「명사」
","목재 따위를 길게 잇는 방법.
"
길인,단어,한자어,吉人,"한자 吉人
","「명사」
","성품이 바르고 복스러워 좋은 사람.
"
길일,단어,한자어,吉日,"한자 吉日
","「명사」
","「1」운이 좋거나 상서로운 날.
「2」매달 음력 초하룻날을 달리 이르는 말.
"
길잡이,단어,고유어,,,"「명사」
","「1」길을 인도해 주는 사람이나 사물.
「2」나아갈 방향이나 목적을 실현하도록 이끌어 주는 지침을 비유적으로 이르는 말.
"
길장,단어,혼종어,길長,"고유어 길
한자 長
","「명사」
","한자 부수의 하나. ‘镽’, ‘镺’ 따위에 쓰인 ‘長(镸)’을 이른다.
"
길장승,단어,고유어,,,"「명사」
","큰길가에 세워 지명이나 거리 따위를 적어 놓은 장승.
"
길재,단어,한자어,吉再,"한자 吉再
","「명사」
","고려 말기에서 조선 전기의 성리학자(1353~1419). 자는 재보(再父). 호는 야은(冶隱)·금오산인(金鰲山人). 삼은의 한 사람으로, 이색·정몽주 등의 문하에서 학문을 익히고 성균관 박사가 되어 유생들을 가르쳤다. 저서에 ≪야은집≫, ≪야은언행습유(冶隱言行拾遺)≫ 따위가 있다.
"
길점,단어,한자어,吉占,"한자 吉占
","「명사」
","운이 좋거나 상서로운 조짐의 점.
"
길제,단어,한자어,吉祭,"한자 吉祭
","「명사」
","담제를 지낸 다음 날 정일(丁日)과 해일(亥日)을 택해서 신주를 사당에 안치하기 위하여 지내는 제사.
"
길제사,단어,혼종어,길祭祀,"고유어 길
한자 祭祀
","「명사」
","「1」포수가 사냥 갈 준비를 할 때 산신에게 지내는 제사.
「2」먼 길을 떠나는 사람이 가는 길이 편안하기를 빌며 지내는 제사.
"
길조,단어,한자어,吉弔,"한자 吉弔
","「명사」
","뱀의 대가리에 거북의 몸을 가졌다는 전설의 동물. 물 위 또는 나무 위에 살며 그의 침에서 자초화(紫梢花)가 난다고 한다.
"
길주,단어,한자어,吉州,"한자 吉州
","「명사」
","함경북도 길주군에 있는 읍. 군청 소재지이다.
"
길주군,단어,한자어,吉州郡,"한자 吉州郡
","「명사」
","함경북도 서북부에 있는 군. 고구려·발해의 옛 땅으로, 넓고 비옥한 길주평야가 있어 쌀·콩·보리·조·피·수수 따위 농산물이 많이 나고, 석탄이 많이 나는 길주·명천(明川) 탄전과 합수(合水) 탄전이 있다. 보현사, 남대계(南大溪), 두류산 따위의 명승지가 있다. 군청 소재지는 길주, 면적은 1,376㎢.
"
길주요,단어,한자어,吉州窯,"한자 吉州窯
","「명사」
","중국 장시성(江西省) 지안시(吉安市)에서 나던 도기(陶器).
"
길줄고기,단어,고유어,,,"「명사」
","날개줄고깃과의 바닷물고기. 주둥이 아래로 큰 수염이 많고 위턱에는 이가 거의 없으며 꼬리자루의 골판에는 가시가 하나씩 있다. 한국, 일본, 캄차카반도 등지에 분포한다.
"
길즉대흉,단어,한자어,吉則大凶,"한자 吉則大凶
","「명사」
","점괘·사주 풀이·토정비결 따위에서, 신수가 아주 좋을 때는 오히려 아주 불길하다는 말.
"
길지,단어,한자어,吉地,"한자 吉地
","「명사」
","풍수지리에서, 후손에게 장차 좋은 일이 많이 생기게 된다는 묏자리나 집터.
"
길짐,단어,고유어,,,"「명사」
","큰길 근처에 사는 백성이 강제로 동원되어 번갈아 지어 나르던 관가의 짐.
"
길짐승,단어,고유어,,,"「명사」
","기어다니는 짐승을 통틀어 이르는 말.
"
길징,단어,한자어,吉徵,"한자 吉徵
","「명사」
","좋은 일이 있을 조짐.
"
길쭉바구미,단어,고유어,,,"「명사」
","바구밋과의 곤충. 몸의 길이는 1.2cm 정도이다. 몸은 긴 방추형이고 머리와 주둥이의 주름살 사이에 점무늬가 빽빽하게 있으며 딱지날개에도 열 줄의 점무늬가 있다. 한국, 일본 등지에 분포한다.
"
길쭉방아벌레,단어,고유어,,,"「명사」
","방아벌렛과의 곤충. 몸의 길이는 1.1~1.5cm이며, 갈색 털이 많이 나 있다. 더듬이, 입, 다리 및 몸의 아랫면은 붉은 갈색이다. 한국, 일본, 대만 등지에 분포한다.
"
길쭉벌레,단어,고유어,,,"「명사」
","길쭉벌렛과의 곤충. 몸의 길이는 4mm 정도이며, 검은색에 비늘 조각이 빽빽이 나 있다. 딱지날개의 뒤쪽에는 잿빛의 비늘털 다발이 가로로 두 줄 나 있다. 썩은 나무에 산다.
"
길쭉벌렛과,단어,혼종어,길쭉벌렛科,"고유어 길쭉벌렛
한자 科
","「명사」
","곤충강 딱정벌레목의 한 과. 몸은 원통 모양이며 더듬이는 10~11마디이다. 썩은 나무에 사는데 전 세계에 1,400여 종이 분포한다. 길쭉벌레, 루이스길쭉벌레가 있다.
"
길차,단어,한자어,吉次,"한자 吉次
","「명사」
","신라 때에 둔, 십칠 관등 가운데 열넷째 등급. 사두품 이상이 오를 수 있었으며, 집사성, 병부에 속하였다.
"
길채비,단어,고유어,,,"「명사」
","여행이나 먼 길 떠날 준비.
"
길책,단어,한자어,帙▽冊,"한자 帙▽冊
","「명사」
","‘질책02’의 변한말.
"
길처,단어,고유어,,,"「명사」
","가는 길의 근처.
"
길청,단어,혼종어,길廳,"고유어 길
한자 廳
","「명사」
","군아(郡衙)에서 구실아치가 일을 보던 곳.
"
길체,단어,고유어,,,"「명사」
","한쪽으로 치우쳐 있는 자리.
"
길초,단어,혼종어,길草,"고유어 길
한자 草
","「명사」
","→ 쥐오줌풀.
"
길치,단어,고유어,,,"「명사」
","우리나라 남쪽 지방에서 나는 황소. 보통 살지고 윤택하나 억세지 못하다.
"
길치기춤,단어,고유어,,,"「명사」
","제주 무당굿에서, 신을 맞이하는 길이나 죽은 이의 영혼을 저승에 보내는 길을 치는 시늉을 하며 추는 춤.
"
길카리,단어,고유어,,,"「명사」
","가깝지 않은 친척.
"
길켠,단어,고유어,,,"「명사」
","길의 가장자리.
"
길타령,단어,고유어,,,"「명사」
","궁중의 연회, 무도 반주악의 하나. 길군악에 이어 연주하는 연례악이며 타령조로 12박 1장단이다.
"
길턱,단어,고유어,,,"「명사」
","길섶과 비탈면이 이어지는 길바닥의 가장자리.
"
길트기,단어,고유어,,,"「명사」
","새 길이나 방법을 여는 일.
"
길표,단어,혼종어,길標,"고유어 길
한자 標
","「명사」
","길 가는 사람의 편의를 위하여 도로의 뻗어 나간 방향이나 이정(里程) 따위를 표시하여 길가에 세운, 돌이나 나무로 된 푯말.
"
길품,단어,고유어,,,"「명사」
","남이 갈 길을 대신 가고 삯을 받는 일.
"
길품삯,단어,고유어,,,"「명사」
","남이 갈 길을 대신 가 주고 받는 삯.
"
길항,단어,한자어,拮抗,"한자 拮抗
","「명사」
","서로 버티어 대항함.
"
길항근,단어,한자어,拮抗筋,"한자 拮抗筋
","「명사」
","서로 반대되는 작용을 동시에 하는 한 쌍의 근육. 골격근의 폄근과 굽힘근, 동공의 조임근과 확장근 따위가 있다.
"
길항제,단어,한자어,拮抗劑,"한자 拮抗劑
","「명사」
","길항 작용을 나타내는 약. 두 가지 이상의 약물을 함께 사용함으로써 한쪽 약물이 다른 약물의 효과를 감소시키거나 양쪽 약물의 효과가 상호 감소 한다.
"
길행,단어,한자어,吉行,"한자 吉行
","「명사」
","혼인이나 환갑 따위의 경사스러운 일로 떠나는 여행.
"
길허리,단어,고유어,,,"「명사」
","길의 중간을 비유적으로 이르는 말.
"
길혈,단어,한자어,吉穴,"한자 吉穴
","「명사」
","풍수지리에서, 좋은 묏자리를 이르는 말.
"
길호사,단어,혼종어,길豪奢,"고유어 길
한자 豪奢
","「명사」
","벼슬아치가 새로 부임하거나 시집·장가갈 때에 호사스럽게 차리고 길을 가는 일. 또는 그런 차림.
"
길회선,단어,한자어,吉會線,"한자 吉會線
","「명사」
","함경북도 회령과 중국 동북부의 지린(吉林) 사이를 잇는 철도.
"
길흉,단어,한자어,吉凶,"한자 吉凶
","「명사」
","운이 좋고 나쁨.
"
길흉사,단어,한자어,吉凶事,"한자 吉凶事
","「명사」
","길사와 흉사를 아울러 이르는 말.
"
길흉화복,단어,한자어,吉凶禍福,"한자 吉凶禍福
","「명사」
","길흉과 화복을 아울러 이르는 말.
"
김가기,단어,한자어,金可紀,"한자 金可紀
","「명사」
","신라의 학자(?~859). 중국 당나라에 들어가 빈공과(賓貢科)에 급제하여 학식과 문장으로 이름을 떨쳤다. 만년에는 ≪선경(仙經)≫, ≪노자도덕경≫ 따위를 연구하였다.
"
김가진,단어,한자어,金嘉鎭,"한자 金嘉鎭
","「명사」
","대한 제국 때의 문신·독립운동가(1846~1922). 호는 동농(東農). 주일본 판사대신(判事大臣)으로 수년간 도쿄에 주재하였으며, 귀국 후 농상공부 대신을 지냈다. 대동단(大同團) 고문을 거쳐 1920년 상하이로 망명하여, 임시 정부 요인으로 활약하였다.
"
김간,단어,한자어,金榦,"한자 金榦
","「명사」
","조선 후기의 문신·학자(1646~1732). 자는 직경(直卿). 호는 후재(厚齋). 박세채·송시열의 문인(門人)으로, 예학(禮學)에 조예가 깊었다. 저서에 ≪동유예설(東儒禮 說)≫, ≪후재집≫ 따위가 있다.
"
김감,단어,한자어,金勘,"한자 金勘
","「명사」
","조선 전기의 문신(1466~1509). 자는 자헌(子獻). 호는 일재(一齋)·선동(仙洞). 대제학, 좌찬성 겸 예조 판서 등을 지냈고, 중종반정에 가담한 뒤에 병조 판서가 되었다.
"
김개,단어,한자어,金鎧,"한자 金鎧
","「명사」
","조선 중기의 문신(1504~1569). 자는 방보(邦寶). 호는 독송정(獨松亭). 대사간, 대사헌 따위를 지냈다. 조광조 일파를 비방한 일로 관직을 삭탈당한 뒤에 분사(憤死)하였다.
"
김개남,단어,한자어,金開南,"한자 金開南
","「명사」
","구한말의 동학 접주(1853~1895). 자는 기선(箕先)·기범(箕範). 전봉준 다음가는 남접(南接)의 지도자로, 한때 남원을 점거하여 동학 군정(軍政)을 실시하였다. 일본군과 합세한 관군에게 잡혀 처형되었다.
"
김개시,단어,한자어,金介屎,"한자 金介屎
","「명사」
","조선 광해군 때의 상궁(?~1623). 광해군의 총애를 받아 국정에 관여하여 매관매직을 일삼는 등 정치를 어지럽혔다. 인조반정 때 처형되었다.
"
김거복,단어,한자어,金巨福,"한자 金巨福
","「명사」
","조선 고종 때의 판소리 명창(?~?). 서편제(西便制)를 이었고, 아름답고 풍부한 성량으로 이름을 떨쳤다. <수궁가>를 잘 불렀고 특히 용왕 득병(龍王得病) 대목에 뛰어났다.
"
김겸광,단어,한자어,金謙光,"한자 金謙光
","「명사」
","조선 전기의 문신(1419~1490). 자는 위경(撝卿). 세조 6년(1460) 건주위(建州衛)의 야인 정벌에 공을 세웠고 예조 판서, 공조 판서 등을 지냈다.
"
김겸왕,단어,한자어,金鉗王,"한자 金鉗王
","「명사」
","가야의 제9대 왕(?~521). 질지왕(銍知王)의 아들로서, 재위 기간은 492~521년이다.
"
김경남,단어,한자어,金景南,"한자 金景南
","「명사」
","대한 제국 때의 거문고 명인(?~?). 이병문(李柄文), 함재운과 함께 거문고의 삼절(三絕)로 꼽힌다. 조양 구락부(調陽俱樂部)를 만들어 연주와 후진 양성에 힘썼고, 말년에는 악보 편찬 사업을 주관하였다. 유보(遺譜)로 ≪금보(琴譜)≫가 전한다.
"
김경서,단어,한자어,金景瑞,"한자 金景瑞
","「명사」
","조선 중기의 무신(1564~1624). 초명은 응서(應瑞). 자는 성보(聖甫). 임진왜란 때 많은 무공을 세우고, 포도대장, 북로 방어사 등을 지냈으며, 명나라의 요청으로 후금을 치기 위하여 출정하였다가 강홍립이 항복할 때 함께 포로가 되었다. 적정(敵情)을 기록하여 조선에 보내려다 발각되어 처형되었다.
"
김경손,단어,한자어,金慶孫,"한자 金慶孫
","「명사」
","고려 고종 때의 장군(?~1251). 정주(靜州)와 귀주(龜州) 등지에서 몽고군의 침입을 격퇴하였고, 이연년 일당을 소탕하였다. 뒤에 최항의 시기로 백령도에 유배되어, 바다에 던져져서 죽었다.
"
김경징,단어,한자어,金慶徵,"한자 金慶徵
","「명사」
","조선 중기의 문신(1589~1637). 자는 선응(善應). 인조반정에 참여하여 공을 세우고 도승지, 한성부 판윤을 지냈다. 병자호란 때 강화가 함락되자, 강도 검찰사(江都檢察使)로서 수비에 소홀했다는 대간(臺諫)의 탄핵을 받아 처형되었다.
"
김경탁,단어,한자어,金敬琢,"한자 金敬琢
","「명사」
","철학자(1906~1970). 호는 우암(愚庵). 중국 베이징의 중국 대학 철학과를 졸업하고 고려 대학교 교수를 지냈다. 저서에 ≪중국 철학 사상사≫, ≪율곡(栗谷) 연구≫ 따위가 있다.
"
김경태,단어,한자어,金敬泰,"한자 金敬泰
","「명사」
","독립운동가(1874~1921). 1913년 광복회를 조직하여 독립운동 자금을 모으고, 친일 부호(富豪) 박용하(朴容夏)를 사살하는 등 활약이 컸으나, 일본 경찰에 체포되어 사형당하였다.
"
김계선,단어,한자어,金桂善,"한자 金桂善
","「명사」
","국악인(1891~1943). 호는 죽농(竹濃). 대금(大笒)의 명인(名人)으로, 악기를 잘 다루었으며, 특히 저음(低音)의 평조회상과 고음(高音)의 청성 자진한잎에 뛰어났다.
"
김계철,단어,한자어,金啓喆,"한자 金啓喆
","「명사」
","조선 후기의 명창(名唱)(?~?). 여덟 명창의 한 사람으로 <심청가>에 뛰어났으며, 판소리계에서 석화제라는 유파를 형성하였다.
"
김계휘,단어,한자어,金繼輝,"한자 金繼輝
","「명사」
","조선 중기의 문신(1526~1582). 자는 중회(重晦). 호는 황강(黃岡). 명종 때 김홍도(金弘度)의 일파라 하여 쫓겨났으나 복직하여 부승지, 전한(典翰), 직제학(直提學)을 지냈다.
"
김공량,단어,한자어,金公諒,"한자 金公諒
","「명사」
","조선 선조 때의 척신(戚臣)(?~?). 선조의 총애를 받던 인빈(仁嬪) 김씨의 오빠로, 세자 책봉 문제로 정철을 몰아내었으며, 내수사 별좌가 되었으나 백성들의 항의로 선조가 처형을 명하자, 강원도로 도피하였다.
"
김공정,단어,한자어,金公鼎,"한자 金公鼎
","「명사」
","고려 인종 때의 의원(醫員)(?~?). 처음에는 묘청의 난에 가담하였으나, 토벌군과 내통하여 묘청의 목을 베었다.
"
김관보,단어,한자어,金官寶,"한자 金官寶
","「명사」
","독립운동가(1882~1925). 호는 석산(石山). 김좌진 등의 휘하에서 활약하였다. 만주와 국내를 오가면서 군자금을 모금하고, 일본 기관을 습격하는 데 가담하였다.
"
김관식,단어,한자어,金冠植,"한자 金冠植
","「명사」
","시인(1934~1970). 호는 추수(秋水)·만오(晩悟)·우현(又玄). 1955년 ≪현대 문학≫을 통하여 등단하였다. 박학한 한학을 바탕으로 동양인의 서정 세계를 노래하였다. 시집에 ≪김관식 시선≫, ≪낙화집(落花集)≫, 역서(譯書)에 ≪서경(書經)≫ 따위가 있다.
"
김관의,단어,한자어,金寬毅,"한자 金寬毅
","「명사」
","고려 중기의 학자(?~?). 검교(檢校) 군기감(軍器監)을 지냈으며, 의종 때 ≪편년통록≫을 편술하였다.
"
김관호,단어,한자어,金觀鎬,"한자 金觀鎬
","「명사」
","서양화가(1890~?). 고희동과 함께 우리나라의 서양화 개척에 쌍벽을 이루며, 샤반풍(Chavannes風)의 밝고 세련된 인상주의적 화풍을 지녔다.
"
김광균,단어,한자어,金光均,"한자 金光均
","「명사」
","시인(1914~1993). 신석초, 서정주 등과 ≪자오선≫, ≪시인 부락≫ 따위의 동인지에서 활약하였다. 온건하고 회화적인 시풍을 나타내 1930년대 모더니즘 계열의 대표적 시인으로 평가된다. 시집에 ≪와사등≫, ≪기항지≫, ≪황혼가≫, ≪임진왜란≫ 따위가 있다.
"
김광섭,단어,한자어,金珖燮,"한자 金珖燮
","「명사」
","시인(1905~1977). 호는 이산(怡山). ≪해외 문학≫, ≪문예 월간≫의 동인이었으며, 식민지 시대의 지성인이 겪는 고뇌를 표현하였다. 시집에 ≪동경(憧憬)≫, ≪성북동 비둘기≫ 따위가 있다.
"
김광욱,단어,한자어,金光煜,"한자 金光煜
","「명사」
","조선 중기의 문신(1580~1656). 자는 회이(晦而). 호는 죽소(竹所). 1606년 증광시 문과(文科)에 급제하여, 형조 판서, 좌참찬, 우참찬 등을 지냈다. ≪청구영언≫, ≪해동가요≫에 시조 22수가 전한다. 저서에 ≪죽소집≫이 있다.
"
김광원,단어,한자어,金光遠,"한자 金光遠
","「명사」
","고려 말기의 장군(?~?). 원종 15년(1274)에 고려와 원나라의 연합군이 일본 원정을 계획할 때, 응양군(鷹揚軍) 상장군(上將軍)으로 첨정동군(僉征東軍)이 되고, 이어 경상도 도지휘사가 되어 전함(戰艦)의 건조와 수리를 총감독하였다.
"
김광주,단어,한자어,金光洲,"한자 金光洲
","「명사」
","소설가(1910~1973). 필명은 평(萍). 중국에 머물면서 중국 문학을 국내에 소개하였고, 8·15 광복 후 귀국하여 ≪문화시보(文化時報)≫, ≪예술 조선≫ 따위의 잡지를 창간하고 경향신문사 편집국장을 지냈다. 작품에 <악야(惡夜)>, <석방인(釋放人)> 따위가 있다.
"
김굉집,단어,한자어,金宏集,"한자 金宏集
","「명사」
","‘김홍집’의 초명.
"
김굉필,단어,한자어,金宏弼,"한자 金宏弼
","「명사」
","조선 전기의 성리학자(1454~1504). 자는 대유(大猷). 호는 한훤당(寒暄堂)·사옹(蓑翁). 김종직의 문인(門人)으로, 형조(刑曹) 좌랑(佐郞)을 지냈고 무오사화 때 유배되었다가 갑자사화 때 사사(賜死)되었다. 저서에 ≪한훤당집≫, ≪경현록(景賢錄)≫ 따위가 있다.
"
김교신,단어,한자어,金敎臣,"한자 金敎臣
","「명사」
","종교인·교육자(1901~1945). 경기 중학, 양정 중학에서 박물학(博物學)을 가르치며 학생들에게 독립 정신을 고취하였다. 잡지 ≪성서 조선(聖書朝鮮)≫을 발간하였는데, 1942년에 일본 관헌에 의하여 폐간됨과 동시에 옥고를 치렀다. 저서에 ≪김교신 전집≫이 있다.
"
김교제,단어,한자어,金敎濟,"한자 金敎濟
","「명사」
","개화기의 신소설 작가(?~?). 호는 아속(啞俗). 이인직이 상편만 쓴 <치악산>의 하편을 완성하였다. 작품에 <모란화(牡丹花)>, <경중화(鏡中花)> 따위가 있다.
"
김교헌,단어,한자어,金敎獻,"한자 金敎獻
","「명사」
","대종교(大倧敎)의 제2대 교주(1868~1923). 자는 백유(伯猷). 호는 무원(茂園)·보화(普和). 대사성, 규장각 부제학을 지냈다.
"
