어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
가계부기,단어,한자어,家計簿記,"한자 家計簿記
","「명사」
","집안 살림의 수입과 지출을 적는 부기.
"
가계비,단어,한자어,家計費,"한자 家計費
","「명사」
","집안 살림에 드는 비용.
"
가계빚,단어,혼종어,家計빚,"한자 家計
고유어 빚
","「명사」
","경제 주체로서 가계가 진 빚의 총액. 또는 한 가구가 진 빚. 
"
가계약,단어,한자어,假契約,"한자 假契約
","「명사」
","정식 계약을 맺기 전에 임시로 맺는 계약.
"
가계정,단어,한자어,假計定,"한자 假計定
","「명사」
","회계 처리에서, 임시로 설정한 계정. 가수금, 미결산 계정 따위가 있다.
"
가계주,단어,혼종어,가계紬,"고유어 가계
한자 紬
","「명사」
","아롱아롱한 무늬가 있는 중국 비단.
"
가계표,단어,한자어,家系表,"한자 家系表
","「명사」
","집안의 혈연이나 혼인 관계 따위를 나타낸 그림. 유전학 연구의 기초 자료가 된다.
"
가고,단어,한자어,加鼓,"한자 加鼓
","「명사」
","북의 하나. 사마르칸트의 고유 악기이다.
"
가고건,단어,한자어,可考件,"한자 可考件
","「명사」
","참고하거나 잘 생각해 볼 만한 일이나 물건.
"
가고문적,단어,한자어,可考文籍,"한자 可考文籍
","「명사」
","참고해 볼 만한 문서나 서적.
"
가고문헌,단어,한자어,可考文獻,"한자 可考文獻
","「명사」
","참고해 볼 만한 문헌.
"
가고시마현,단어,혼종어,Kagoshima[鹿兒島]縣,"안 밝힘 Kagoshima[鹿兒島]
한자 縣
","「명사」
","일본 규슈(九州) 남단에 있는 현. 일차 산업이 활발하며 관광 자원이 풍부하다. 현청 소재지는 가고시마, 면적은 9,163㎢.
"
가고처,단어,한자어,可考處,"한자 可考處
","「명사」
","참고하거나 잘 생각해 볼 만한 곳.
"
가고한,단어,한자어,加辜限,"한자 加辜限
","「명사」
","조선 시대에, 상해죄를 저질렀을 경우 맞은 사람의 상처가 다 나을 때까지 때린 사람의 처벌을 보류하여 기한을 늘리던 일.
"
가곡,단어,한자어,歌曲,"한자 歌曲
","「명사」
","「1」우리나라 전통 성악곡의 하나. 시조의 시를 5장 형식으로, 피리·젓대·가야금·거문고·해금 따위의 관현악 반주에 맞추어 부른다. 평조와 계면조 두 음계에 남창과 여창의 구분이 있다.
「2」서양 음악에서, 시에 곡을 붙인 성악곡. 보통 피아노 반주에 맞추어 부르며, 독창곡·중창곡·합창곡이 있다.
"
가곡보,단어,한자어,歌曲譜,"한자 歌曲譜
","「명사」
","가곡의 악보.
"
가곡선,단어,한자어,歌曲選,"한자 歌曲選
","「명사」
","1913년에 남악 주인(南岳主人)이 편찬한 가곡집. 596수의 가곡을 수록하였고, 음조·장단·곡명 따위의 설명과 함께 색인을 제시하였다. 남악 주인은 최남선으로 알려져 있다.
"
가곡원류,단어,한자어,歌曲源流,"한자 歌曲源流
","「명사」
","조선 고종 13년(1876)에 박효관과 안민영이 편찬한 가곡집. 남창(男唱) 800여 수와 여창(女唱) 170여 수를 곡조별로 분류하여 수록하였으며, ≪청구영언≫, ≪해동가요≫와 더불어 3대 가곡집으로 일컬어진다. 1권 1책.
"
가곡집,단어,한자어,歌曲集,"한자 歌曲集
","「명사」
","가곡을 모아 엮은 책이나 음반.
"
가골,단어,한자어,假骨,"한자 假骨
","「명사」
","부러진 뼛조각의 주위에 저절로 생기는 물질.
"
가공,단어,한자어,加工,"한자 加工
","「명사」
","「1」원자재나 반제품을 인공적으로 처리하여 새로운 제품을 만들거나 제품의 질을 높임.
「2」남의 소유물에 노력을 가하여 새로운 물건을 만들어 내는 일.
"
가공가소,단어,한자어,可恐可笑,"한자 可恐可笑
","「명사」
","두렵기도 하고 우스꽝스럽기도 함.
"
가공간,단어,한자어,假空間,"한자 假空間
","「명사」
","컴퓨터나 상상 속에 존재할 뿐 실재하지는 않는 공간.
"
가공망상,단어,한자어,架空妄想,"한자 架空妄想
","「명사」
","터무니없는 상상이나 근거 없는 생각.
"
가공물,단어,한자어,加工物,"한자 加工物
","「명사」
","원자재나 반제품을 인공적으로 처리하여 만들어 낸 물품.
"
가공법,단어,한자어,加工法,"한자 加工法
","「명사」
","물품을 가공하는 방법.
"
가공비,단어,한자어,加工費,"한자 加工費
","「명사」
","가공을 하는 데 드는 비용.
"
가공사,단어,한자어,加工絲,"한자 加工絲
","「명사」
","천연의 실에 여러 가지 공업적인 처리를 하여 만든 실.
"
가공선,단어,한자어,架空線,"한자 架空線
","「명사」
","전력을 보내거나 통신을 할 수 있도록 공중에 가로질러 설치한 선.
"
가공식품,단어,한자어,加工食品,"한자 加工食品
","「명사」
","농산물, 축산물, 수산물 따위를 인공적으로 처리하여 만든 식품. 보존과 조리가 간편하다.
"
가공업,단어,한자어,加工業,"한자 加工業
","「명사」
","가공을 전문으로 하는 산업 분야.
"
가공영사,단어,한자어,假公營私,"한자 假公營私
","「명사」
","공적인 것을 빙자하여 사적인 이득을 꾀함.
"
가공유,단어,한자어,加工乳,"한자 加工乳
","「명사」
","저장성을 높이거나 영양 강화나 소화 촉진을 위하여 인공적으로 처리한 우유.
"
가공육,단어,한자어,加工肉,"한자 加工肉
","「명사」
","가공한 고기. 햄, 베이컨, 소시지 따위를 이른다.
"
가공인물,단어,한자어,架空人物,"한자 架空人物
","「명사」
","실제로는 존재하지 않는, 상상 또는 가상(假想)으로 꾸며 낸 인물.
"
가공절목,단어,한자어,家供節目,"한자 家供節目
","「명사」
","벼슬아치의 점심값이나 회식비 따위의 지급에 관한 규정.
"
가공주,단어,한자어,架空株,"한자 架空株
","「명사」
","주식회사의 설립이나 합병에서 현물 출자(現物出資) 따위의 취득 재산을 일부러 과대평가하여 발행한 주식.
"
가공지,단어,한자어,加工紙,"한자 加工紙
","「명사」
","여러 가지 용도에 맞도록 가공을 한 종이. 색상지, 인화지 따위가 있다.
"
가공창고,단어,한자어,加工倉庫,"한자 加工倉庫
","「명사」
","보관 중인 물품을 포장하며 간단한 손질 따위를 할 수 있는 창고.
"
가공치,단어,한자어,架工齒,"한자 架工齒
","「명사」
","빠진 이의 양옆에 있는 이를 버팀목으로 삼아 빠진 자리에 인공으로 해 넣는 치아.
"
가공품,단어,한자어,加工品,"한자 加工品
","「명사」
","원자재나 반제품을 인공적으로 처리하여 만들어 낸 물품.
"
가과,단어,한자어,加課,"한자 加課
","「명사」
","부가세나 과태료 따위를 매김.
"
가곽,단어,한자어,街廓,"한자 街廓
","「명사」
","가로(街路)와 가로 사이를 차지하는 한 구역.
"
가관,단어,한자어,加冠,"한자 加冠
","「명사」
","성년식인 관례를 치르며 갓을 처음 쓰는 일.
"
가관노,단어,한자어,假官奴,"한자 假官奴
","「명사」
","관노비가 부족할 때 노비 대신에 양인을 끌어다가 임시로 부리던 노비.
"
가관속,단어,한자어,假官屬,"한자 假官屬
","「명사」
","관가에서 임시로 부리는 노비 따위를 이르던 말.
"
가관절,단어,한자어,假關節,"한자 假關節
","「명사」
","뼈가 부러졌다가 치유되는 과정에서, 부러진 뼈가 완전히 아물지 못하여 그 부분이 마치 관절처럼 움직이는 상태.
"
가관절증,단어,한자어,假關節症,"한자 假關節症
","「명사」
","뼈가 부러졌다가 치유되는 과정에서, 부러진 뼈가 완전히 아물지 못하여 그 부분이 마치 관절처럼 움직이는 상태.
"
가광,단어,한자어,加匡,"한자 加匡
","「명사」
","보충하여 바로잡음.
"
가교,단어,한자어,架橋,"한자 架橋
","「명사」
","「1」다리를 놓음. 또는 그런 일.
「2」서로 떨어져 있는 것을 이어 주는 사물이나 사실.
"
가교마,단어,한자어,駕轎馬,"한자 駕轎馬
","「명사」
","가교를 끌던 말.
"
가교봉도,단어,한자어,駕轎奉導,"한자 駕轎奉導
","「명사」
","조선 시대에, 가교를 편안히 모시라고 별감들이 큰 소리로 외치며 인도하던 일. 봉도별감이 가마의 머리채를 잡고 나아가면서 “시위(侍衛)! 충입지 말고 반듯이! 도시위! 예시위(詣侍衛)!” 하고 소리를 치면 여러 별감이 따라서 소리친다.
"
가교사,단어,한자어,假校舍,"한자 假校舍
","「명사」
","임시로 쓰는 학교 건물.
"
가교실,단어,한자어,假敎室,"한자 假敎室
","「명사」
","임시로 만든 교실.
"
가교제,단어,한자어,架橋劑,"한자 架橋劑
","「명사」
","선 모양의 분자 속에서 특정 원자와 원자를 이어 주는 역할을 하는 물질. 생고무를 가황 고무로 만들 때 넣는 황이나 염화 황 따위이다.
"
가구,단어,한자어,佳句,"한자 佳句
","「명사」
","잘 지은 글귀.
"
가구경행,단어,한자어,街衢經行,"한자 街衢經行
","「명사」
","고려 시대에, 승려들과 일반 신도들이 음력 이월에 불경을 외면서 개경 거리를 돌며, 백성들의 복을 빌던 의식. 고려 정종 12년(1046)에 이 행사가 처음 행하여졌으며 그 뒤로는 연중행사가 되었다.
"
가구물,단어,한자어,架構物,"한자 架構物
","「명사」
","낱낱의 재료를 조립하여 만든 구조물.
"
가구상,단어,한자어,家具商,"한자 家具商
","「명사」
","「1」가구를 파는 상점.
「2」가구를 파는 장사. 또는 그런 장수.
"
가구소,단어,한자어,街衢所,"한자 街衢所
","「명사」
","고려 시대에, 수도에 소재하였던 감옥. 문종 30년(1076)에 설치되었다.
"
가구옥,단어,한자어,街衢獄,"한자 街衢獄
","「명사」
","고려 시대에, 수도에 소재하였던 감옥. 문종 30년(1076)에 설치되었다.
"
가구원,단어,한자어,家口員,"한자 家口員
","「명사」
","한 가정을 구성하고 있는 식구.
"
가구자,단어,한자어,家韭子,"한자 家韭子
","「명사」
","성숙한 부추의 씨를 한방에서 이르는 말. 몽설, 요통, 백대하, 오줌 싸는 데에 약재로 쓰인다.
"
가구장이,단어,혼종어,家具장이,"한자 家具
고유어 장이
","「명사」
","가구 만드는 일을 직업으로 하는 사람.
"
가구재,단어,한자어,家具材,"한자 家具材
","「명사」
","가구를 만드는 데 쓰는 재료.
"
가구적간,단어,한자어,家口摘奸,"한자 家口摘奸
","「명사」
","죄인이나 혐의가 있는 사람을 잡으려고 집집마다 다니면서 수색하던 일.
"
가구점,단어,한자어,家具店,"한자 家具店
","「명사」
","가구를 파는 상점.
"
가구주,단어,한자어,家口主,"한자 家口主
","「명사」
","한 가구를 이끄는 주가 되는 사람.
"
가국,단어,한자어,佳局,"한자 佳局
","「명사」
","매우 흥미 있고 재미있는 국면.
"
가군,단어,한자어,家君,"한자 家君
","「명사」
","「1」남에게 자기 아버지를 높여 이르는 말.
「2」남에게 자기 남편을 이르는 말.
「3」남의 남편을 이르는 말.
"
가군악,단어,한자어,家軍樂,"한자 家軍樂
","「명사」
","길군악에서 다음의 길타령으로 넘어가기 앞서 계면조로 조바꿈한 부분.
"
가권,단어,한자어,家券,"한자 家券
","「명사」
","집의 소유권을 증명하는 서류.
"
가권진,단어,한자어,歌勸進,"한자 歌勸進
","「명사」
","불공을 드릴 때에 노래하는 일.
"
가궐,단어,한자어,假闕,"한자 假闕
","「명사」
","임시로 지은 궁궐.
"
가귀노름,단어,고유어,,,"「명사」
","투전에서, 열다섯 끗 뽑기로 내기하는 노름.
"
가귀대기,단어,고유어,,,"「명사」
","투전에서, 열다섯 끗 뽑기로 내기하는 노름.
"
가귀뜨기,단어,고유어,,,"「명사」
","→ 가귀대기.
"
가귀선인기,단어,한자어,駕龜仙人旗,"한자 駕龜仙人旗
","「명사」
","조선 시대에, 도관(道冠)을 쓰고 노란 저고리와 빨간 치마를 입은 신선이 거북을 타고 있는 모양이 그려진 의장기. 흰 바탕이며, 주위에 물결과 파란색·붉은색·누런색·흰색의 구름무늬가 그려져 있고, 화염각(火炎脚)이 달려 있다.
"
가규,단어,한자어,家規,"한자 家規
","「명사」
","집안의 규율이나 예법.
"
가극,단어,한자어,加棘,"한자 加棘
","「명사」
","조선 시대에, 귀양 간 사람에게 형벌을 가하던 일. 귀양살이하는 죄인의 집 둘레에 가시나무를 둘러서 왕래를 하지 못하게 하였다.
"
가극단,단어,한자어,歌劇團,"한자 歌劇團
","「명사」
","오페라를 전문으로 공연하는 악단.
"
가극장,단어,한자어,歌劇場,"한자 歌劇場
","「명사」
","오페라를 상연하기 위하여 지은 극장.
"
가극찬배,단어,한자어,加棘竄配,"한자 加棘竄配
","「명사」
","조선 시대에, 귀양 간 사람에게 형벌을 가하던 일. 귀양살이하는 죄인의 집 둘레에 가시나무를 둘러서 왕래를 하지 못하게 하였다.
"
가근,단어,한자어,假根,"한자 假根
","「명사」
","선태류나 조류 따위에서 자라는 뿌리 모양의 조직. 종자식물의 뿌리와 비슷하고 수분을 흡수하여 식물을 고착시키는 역할을 하며 양분을 흡수한다. 단세포 또는 한 열(列)의 세포로 이루어지는 것이 많으며 관다발이 없다.
"
가근방,단어,혼종어,가近方,"고유어 가
한자 近方
","「명사」
","일정한 지점을 중심으로 한 그 부근 일대.
"
가금,단어,한자어,加金,"한자 加金
","「명사」
","본래의 값에 덧붙이는 돈.
"
가금법,단어,한자어,呵禁法,"한자 呵禁法
","「명사」
","고관이나 특별한 관원이 행차할 때 위험을 제거하고 위엄을 세우기 위해 선두에서 인도하는 하인이 큰 소리로 앞길을 정리하던 의장 제도(儀仗制度).
"
가금분,단어,한자어,家禽糞,"한자 家禽糞
","「명사」
","집에서 기르는 날짐승의 똥.
"
가금사,단어,한자어,家禽舍,"한자 家禽舍
","「명사」
","집에서 기르는 날짐승을 가두는 우리.
"
가금업,단어,한자어,家禽業,"한자 家禽業
","「명사」
","가금을 전문적으로 기르는 축산업.
"
가금육,단어,한자어,家禽肉,"한자 家禽肉
","「명사」
","집에서 기르는 날짐승의 고기.
"
가금학,단어,한자어,家禽學,"한자 家禽學
","「명사」
","집에서 기르는 날짐승의 생물학적 특성을 밝히고, 사육에 관한 문제를 연구하는 학문.
"
가급,단어,한자어,加給,"한자 加給
","「명사」
","「1」돈이나 물품을 정한 한도 이외에 더 줌. 또는 그 돈이나 물품.
「2」급(給)을 더 높여 줌.
"
가급금,단어,한자어,加給金,"한자 加給金
","「명사」
","정한 한도 이외에 더 주는 돈.
"
가급률,단어,한자어,加給率,"한자 加給率
","「명사」
","「1」돈이나 물품의 정한 한도와 그 외에 더 주는 것과의 비율.
「2」급(給)을 높여 주는 비율.
「3」노동 보수를 늘이는 비율.
"
가급유,단어,한자어,加給由,"한자 加給由
","「명사」
","원래의 휴가 외에 휴가를 더 주던 일.
"
가급인족,단어,한자어,家給人足,"한자 家給人足
","「명사」
","집집마다 먹고사는 것에 부족함이 없이 넉넉함.
"
가기,단어,고유어,,,"「명사」
","화음이 계속되는 일.
"
가기생,단어,한자어,假妓生,"한자 假妓生
","「명사」
","가짜 기생.
"
가기판,단어,한자어,家忌板,"한자 家忌板
","「명사」
","조상의 제삿날에 종이를 붙여 두는 판.
"
가께수리경대,단어,혼종어,←kakesujuri[掛碩]鏡臺,"일본어 ←kakesujuri[掛碩]
한자 鏡臺
","「명사」
","조그만 왜궤 모양으로 만든 경대. 위 뚜껑 안쪽에 거울이 달려 있어 뚜껑을 세워서 사용한다.
"
가나가와현,단어,혼종어,Kanagawa[神奈川]縣,"안 밝힘 Kanagawa[神奈川]
한자 縣
","「명사」
","일본 간토(關東) 지방 서남부에 있는 현. 섬유류·수산 가공품 따위가 생산되며 기계 공업도 발달하였다. 현청 소재지는 요코하마(橫濱), 면적은 2,395㎢.
"
가나다,단어,한자어,加那陀▽,"한자 加那陀▽
","「명사」
","‘캐나다’의 음역어.
"
가나다순,단어,혼종어,가나다順,"고유어 가나다
한자 順
","「명사」
","한글의 ‘가, 나, 다……’ 차례로 매기는 순서.
"
가나다차례,단어,혼종어,가나다次例,"고유어 가나다
한자 次例
","「명사」
","한글의 ‘가, 나, 다……’ 차례로 매기는 순서.
"
가나안어,단어,혼종어,←Canaan語,"안 밝힘 ←Canaan
한자 語
","「명사」
","셈 어족에 속한 언어들을 통틀어 이르는 말. 시리아, 팔레스타인 지방에서 쓰며, 히브리어, 모아브어, 페니키아어 따위가 있다.
"
가나안족,단어,혼종어,←Canaan族,"안 밝힘 ←Canaan
한자 族
","「명사」
","기원전 4000년경부터 가나안에 살고 있던 민족. 기원전 16~14세기에 페니키아를 지배하여 번성하였으나 이스라엘에 멸망하였다.
"
가난,단어,고유어,,,"「명사」
","살림살이가 넉넉하지 못함. 또는 그런 상태.
"
가난뱅이,단어,고유어,,,"「명사」
","가난한 사람을 낮잡아 이르는 말.
"
가난살이,단어,고유어,,,"「명사」
","넉넉하지 못하고 쪼들리게 살림을 차려서 사는 일.
"
가납,단어,한자어,加納,"한자 加納
","「명사」
","조세나 공물 따위를 정한 수량보다 더 바침.
"
가납기언,단어,한자어,嘉納其言,"한자 嘉納其言
","「명사」
","옳지 못하거나 잘못한 일을 고치도록 권하는 말을 기꺼이 받아들임.
"
가납사니,단어,고유어,,,"「명사」
","「1」쓸데없는 말을 지껄이기 좋아하는 수다스러운 사람.
「2」말다툼을 잘하는 사람.
"
가납세,단어,한자어,假納稅,"한자 假納稅
","「명사」
","납세자가 부과된 세금의 액수에 대하여 이의를 제기할 경우, 그에 대한 당국의 결정이 내려지기 전에 우선 내는 세금.
"
가낭청,단어,한자어,假郎廳,"한자 假郎廳
","「명사」
","조선 시대에, 정삼품 이하의 직책에 임명하던 임시 벼슬.
"
가내,단어,한자어,家內,"한자 家內
","「명사」
","가족을 구성원으로 하여 살림을 꾸려 나가는 공동체. 또는 가까운 일가.
"
가내균안,단어,한자어,家內均安,"한자 家內均安
","「명사」
","온 집안이 두루 평안함.
"
가내사,단어,한자어,家內事,"한자 家內事
","「명사」
","자기 집이나 가까운 친척 집에 생기는 일이나 행사.
"
가냘픈말발도리,단어,고유어,,,"「명사」
","범의귓과의 낙엽 관목. 잎은 마주나고 달걀 모양 또는 피침 모양으로 끝이 뾰족하다. 5~6월에 흰색 꽃이 원추(圓錐) 화서로 피고 열매는 삭과(蒴果)로 둥글다. 일본이 원산지이다.
"
가네시히말산,단어,혼종어,Ganesh Himal山,"안 밝힘 Ganesh Himal
한자 山
","「명사」
","히말라야산맥의 한 봉우리. 네팔 중부에 위치하고 있다. 높이는 7,460미터.
"
가넷기,단어,혼종어,garnett機,"영어 garnett
한자 機
","「명사」
","모직물이나 솜, 털실의 지스러기를 처리하여 원모 상태로 만드는 기계.
"
가녀,단어,한자어,歌女,"한자 歌女
","「명사」
","「1」노래를 잘 부르는 여자.
「2」노래 부르는 것을 직업으로 하는 여자.
"
