어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
통양,단어,한자어,痛癢,"한자 痛癢
","「명사」
","「1」가려움과 아픔을 아울러 이르는 말.
「2」자신에게 직접 미치는 이해관계를 비유적으로 이르는 말.
"
통양상관,단어,한자어,痛癢相關,"한자 痛癢相關
","「명사」
","서로 매우 가까이 지내는 사이.
"
통어,단어,한자어,通瘀,"한자 通瘀
","「명사」
","어혈을 푸는 일. 또는 그런 치료법.
"
통어론,단어,한자어,統語論,"한자 統語論
","「명사」
","문장을 기본 대상으로 하여 문장의 구조나 기능, 문장의 구성 요소 따위를 연구하는 학문. 언어학의 한 분야이다.
"
통어사,단어,한자어,統禦使,"한자 統禦使
","「명사」
","「1」조선 시대에, 경기·충청·황해 세 도의 수군(水軍)을 통솔하는 일을 맡아보던 무관 벼슬. 또는 그 벼슬아치. 경기의 수군절도사가 겸하였으며 인조 11년(1633)에 설치하였다가 고종 30년(1893)에 없앴다.
「2」조선 후기에, 경상·전라·충청 세 도의 육군을 통솔하는 일을 맡아보던 무관 벼슬. 또는 그 벼슬아치. 충청도의 병마절도사가 겸하였으며, 고종 25년(1888)에 두었다가 30년(1893)에 없앴다.
"
통어영,단어,한자어,統禦營,"한자 統禦營
","「명사」
","조선 시대에, 삼도의 수군을 통제하던 군영. 인조 11년(1633)에 교동(喬桐)에 두었다가 고종 30년(1893)에 없앴다.
"
통언,단어,한자어,通言,"한자 通言
","「명사」
","일반에서 널리 쓰는 말.
"
통업,단어,한자어,統業,"한자 統業
","「명사」
","나라를 다스리는 일.
"
통역,단어,한자어,通譯,"한자 通譯
","「명사」
","말이 통하지 아니하는 사람 사이에서 뜻이 통하도록 말을 옮겨 줌. 또는 그런 일을 하는 사람.
"
통역관,단어,한자어,通譯官,"한자 通譯官
","「명사」
","「1」통역하는 일을 맡은 관리.
「2」조선 고종 32년(1895)에 대한 의원(大韓醫院)과 궁내부에 둔 주임(奏任) 벼슬.
"
통역관보,단어,한자어,通譯官補,"한자 通譯官補
","「명사」
","대한 제국 때에, 국립 병원인 대한 의원에 속한 관직.
"
통역사,단어,한자어,通譯士,"한자 通譯士
","「명사」
","통역할 자격을 가진 사람.
"
통역원,단어,한자어,通譯員,"한자 通譯員
","「명사」
","통역을 전문으로 담당하는 사람.
"
통역정치,단어,한자어,通譯政治,"한자 通譯政治
","「명사」
","점령 지구나 위임 통치 지구의 통치자가 주로 통역을 사이에 두고 다스리는 행정상의 맹점을 비유적으로 이르는 말.
"
통염불,단어,한자어,通念佛,"한자 通念佛
","「명사」
","삼세(三世) 부처의 이름을 통틀어 부르는 염불.
"
통영,단어,한자어,統營,"한자 統營
","「명사」
","「1」통제하고 경영함.
「2」조선 선조 26년(1593)에 이순신이 삼도 수군통제사가 되어 한산도에 설치한 군영. 뒤에 거제현과 고성현 등으로 옮겼다가 고종 32년(1895)에 없앴다.
"
통영갓,단어,혼종어,統營갓,"한자 統營
고유어 갓
","「명사」
","경상남도 통영 지방에서 만든 갓. 또는 그런 양식으로 만든 갓. 품질이 좋고 테가 넓은 것이 특징이다.
"
통영군,단어,한자어,統營郡,"한자 統營郡
","「명사」
","경상남도에 있던 군. 1995년 1월 행정 구역 개편 때 충무시와 합쳐져 통영시가 신설되면서 폐지되었다.
"
통영반,단어,한자어,統營盤,"한자 統營盤
","「명사」
","경상남도 통영 지방에서 만든 소반. 또는 그런 양식으로 만든 소반. 아래위 두 개의 중대(中帶)가 있고 네 다리가 곧은 것이 특징이다.
"
통영병꽃나무,단어,혼종어,統營甁꽃나무,"한자 統營甁
고유어 꽃나무
","「명사」
","인동과의 낙엽 활엽 관목. 높이는 1~3미터이며 잎은 마주나고 달걀 모양으로 톱니가 있다. 6월에 붉은 꽃이 취산(聚繖) 화서로 피고 열매는 삭과(蒴果)로 9월에 익는다. 관상용이고 우리나라 특산종으로 경상남도 통영 등지에 분포한다.
"
통예,단어,한자어,通枘,"한자 通枘
","「명사」
","한 부재의 구멍에 끼울 수 있도록 다른 부재의 끝을 가늘고 길게 만든 부분.
"
통오리,단어,고유어,,,"「명사」
","토막 내지 아니한 통째 그대로의 오리.
"
통옷,단어,고유어,,,"「명사」
","아래위가 붙어 하나로 된 옷.
"
통용,단어,한자어,通用,"한자 通用
","「명사」
","「1」일반적으로 두루 씀.
「2」서로 넘나들어 두루 씀.
"
통용구,단어,한자어,通用口,"한자 通用口
","「명사」
","늘 이용하는 출입구.
"
통용금,단어,한자어,通用金,"한자 通用金
","「명사」
","세상에서 널리 통용되는 금화.
"
통용문,단어,한자어,通用門,"한자 通用門
","「명사」
","대문 이외에 늘 드나들게 따로 낸 문.
"
통용어,단어,한자어,通用語,"한자 通用語
","「명사」
","세상에서 널리 통용하여 쓰는 말.
"
통용음,단어,한자어,通用音,"한자 通用音
","「명사」
","「1」한자의 음을 읽을 때, 본음과는 달리 일부 단어에서 굳어져 쓰이는 음. 예를 들어 ‘六月’을 ‘육월’로 읽지 않고 ‘유월’로 읽는 따위이다.
「2」어법에는 어긋나지만 널리 쓰여 일반의 버릇으로 굳어진 소리. ‘하고’를 ‘하구’로 발음하는 따위이다.
"
통용화,단어,한자어,通用貨,"한자 通用貨
","「명사」
","유통 수단이나 지불 수단으로서 기능하는 화폐. 본위 화폐, 은행권, 보조 화폐, 정부 지폐, 예금 통화 따위가 있다.
"
통우후,단어,한자어,統虞候,"한자 統虞候
","「명사」
","조선 후기에 둔 수군통제사의 버금 벼슬. 정삼품의 당상관으로 경상우도의 수군우후가 겸임하였는데 고종 2년(1865)에 통제중군으로 고쳤다.
"
통운,단어,한자어,通運,"한자 通運
","「명사」
","물건을 실어 옮김. 또는 그런 회사.
"
통운망극,단어,한자어,痛隕罔極,"한자 痛隕罔極
","「명사」
","그지없이 슬픔.
"
통운선,단어,한자어,通運船,"한자 通運船
","「명사」
","항구에서, 정박한 배와 육지와의 연락을 맡아 하는 배.
"
통원,단어,한자어,通院,"한자 通院
","「명사」
","집에서 병원으로 치료를 받으러 다님.
"
통위부,단어,한자어,統衛部,"한자 統衛部
","「명사」
","8·15 광복 직후의 미군정 시기에, 군사 업무를 통괄하여 맡아보던 관청. 1946년에 국방부를 고친 것인데 1948년에 다시 국방부로 고쳤다.
"
통위사,단어,한자어,統衛使,"한자 統衛使
","「명사」
","조선 후기에 둔 통위영의 으뜸 벼슬.
"
통위영,단어,한자어,統衛營,"한자 統衛營
","「명사」
","조선 고종 25년(1888)에 친군영의 후영(後營), 우영(右營), 해방영(海防營)을 합하여 개편한 군영. 고종 31년(1894)에 없앴다.
"
통유,단어,한자어,通有,"한자 通有
","「명사」
","널리 공통으로 다 같이 갖춤.
"
통유리,단어,혼종어,통琉璃,"고유어 통
한자 琉璃
","「명사」
","잇거나 자르지 아니한 통째로 된 유리.
"
통유성,단어,한자어,通有性,"한자 通有性
","「명사」
","여럿이 공통으로 가지고 있는 성질.
"
통융,단어,한자어,通融,"한자 通融
","「명사」
","「1」금전, 물품 따위를 돌려씀.
「2」그때그때의 사정과 형편을 보아 일을 처리함. 또는 일의 형편에 따라 적절하게 처리하는 재주가 있음.
"
통음,단어,한자어,通音,"한자 通音
","「명사」
","소식이나 편지 따위를 주고받음.
"
통읍,단어,한자어,慟泣,"한자 慟泣
","「명사」
","슬피 욺.
"
통의,단어,한자어,通義,"한자 通義
","「명사」
","세상에서 널리 통하는 정의와 도리.
"
통의대부,단어,한자어,通議大夫,"한자 通議大夫
","「명사」
","고려 시대에 둔, 정사품 하(下) 문관의 품계. 봉순대부를 고친 것으로, 문종 30년(1076)에 정하여 충렬왕 때에는 종삼품, 공민왕 때에는 정삼품 하로 되었으며 중간에 여러 차례 없애기도 하였다.
"
통의랑,단어,한자어,通議郞,"한자 通議郞
","「명사」
","조선 시대에 둔, 토관직 정오품 문관의 품계. 도무(都務)의 벼슬을 받았다.
"
통의부,단어,한자어,統義府,"한자 統義府
","「명사」
","1922년에 결성된 독립운동 단체. 만주에 있던 각 독립 단체의 대표들이 모여 단일 단체로 통합하여 조직하였는데, 1924년에 와해되어 참의부와 정의부에 흡수되었다.
"
통의절목,단어,한자어,通擬節目,"한자 通擬節目
","「명사」
","벼슬자리의 후보자를 추천하던 세칙(細則).
"
통이,단어,고유어,,,"「명사」
","→ 염치.
"
통이계지,단어,한자어,統而計之,"한자 統而計之
","「명사」
","모두 합쳐서 계산함.
"
통이불,단어,혼종어,筒이불,"한자 筒
고유어 이불
","「명사」
","자루처럼 만든 이불.
"
통인,단어,한자어,通人,"한자 通人
","「명사」
","사물에 통달한 사람.
"
통인방,단어,한자어,通引房,"한자 通引房
","「명사」
","고려·조선 시대에, 관아에 속한 구실아치들이 있던 방.
"
통인정,단어,한자어,通人情,"한자 通人情
","「명사」
","서로 마음을 주고받음.
"
통일,단어,한자어,通日,"한자 通日
","「명사」
","「1」그해 1월 1일부터 통틀어 계산한 날 수.
「2」하루가 시작되는 때부터 끝나는 때까지의 동안.
"
통일감,단어,한자어,統一感,"한자 統一感
","「명사」
","「1」여러 개의 사물이나 사건이 하나의 기준에 따라 일관되는 듯한 느낌.
「2」둘 이상으로 나뉘어 있는 사물 따위가 하나로 합하여진 듯한 느낌.
"
통일령,단어,한자어,統一令,"한자 統一令
","「명사」
","영국에서, 1559년에 여왕 엘리자베스 일세가 반포하여 시행한 법령. 국교회 의식의 통일에 관한 내용으로, 1549년에 에드워드 육세가 제정한 ≪일반 기도서≫를 개정하여 영국의 국교주의를 확립하였다.
"
통일로,단어,한자어,統一路,"한자 統一路
","「명사」
","서울과 판문점 사이를 잇는 고속화 도로. 기존 국도 1번선의 일부 구간을 1971년에 착공하여 1972년 고속화 도로로 완성하였으며, 조국 통일의 염원을 담아 이름을 지었다. 길이는 49.2km.
"
통일미,단어,한자어,統一美,"한자 統一美
","「명사」
","전체의 구성이 잘 통일되어 이루어진 예술적인 아름다움.
"
통일법,단어,한자어,統一法,"한자 統一法
","「명사」
","국제 사회의 보편적 관계를 규율하기 위하여 제정된 각국의 통일된 공통법. 1930년 어음에 관한 제네바 조약과 같이 상법(商法)의 분야에서 많이 실현되었다.
"
통일벼,단어,혼종어,統一벼,"한자 統一
고유어 벼
","「명사」
","벼 품종의 하나. 1965년부터 1971년까지 여러 차례 실험 재배를 통하여 농촌 진흥청에서 개발한 품종으로, 단위당 수확량이 많다.
"
통일부,단어,한자어,統一部,"한자 統一部
","「명사」
","중앙 행정 기관의 하나. 통일 및 남북 대화·교류·협력에 관한 정책의 수립, 통일 교육 따위에 관한 사무를 맡아본다.
"
통일성,단어,한자어,統一性,"한자 統一性
","「명사」
","다양한 요소들이 있으면서도 전체가 하나로서 파악되는 성질.
"
통일안,단어,한자어,統一案,"한자 統一案
","「명사」
","「1」여럿을 통일하여 하나로 만든 안.
「2」통일을 위한 의안(議案)이나 법안.
"
통일원,단어,한자어,統一院,"한자 統一院
","「명사」
","통일 및 남북 대화·교류·협력에 관한 정책의 수립, 통일 교육 따위에 관한 사무를 맡아보던 중앙 행정 기관. 1998년 2월 통일부로 개편되었다.
"
통일천하,단어,한자어,統一天下,"한자 統一天下
","「명사」
","천하를 통일함. 또는 통일된 천하.
"
통일체,단어,한자어,統一體,"한자 統一體
","「명사」
","일정한 조직 계통 아래 한 덩이가 된 단체나 형체(形體).
"
통입,단어,한자어,通入,"한자 通入
","「명사」
","바디에 날실을 뀀. 또는 그런 규칙. 한 바디의 눈에 꿰는 날실의 올 수는 천 짜임의 한 순환을 이루는 날실 올 수와 같거나 그 배수 관계로 정한다.
"
통입골수,단어,한자어,痛入骨髓,"한자 痛入骨髓
","「명사」
","억울하고 분한 마음이 골수에 깊이 사무침.
"
통자,단어,혼종어,통字,"고유어 통
한자 字
","「명사」
","글자가 한 덩이에 다 새겨진 완전한 활자.
"
통자물쇠,단어,고유어,,,"「명사」
","갈고리에 따로 끼워 잠그고 열쇠로 여는 자물쇠.
"
통자전,단어,한자어,統字錢,"한자 統字錢
","「명사」
","조선 고종 때 통위영에서 발행한 상평통보. 가운데 네모난 구멍이 뚫린 둥근 모양의 쇠돈으로, 대전(大錢)·중전(中錢)·소전(小錢)·당오전(當五錢)의 네 종류가 있었다.
"
통잠,단어,고유어,,,"「명사」
","한 번도 깨지 아니하고 푹 자는 잠.
"
통잣,단어,고유어,,,"「명사」
","송이에서 낱알을 빼내지 아니한 통짜의 잣.
"
통장,단어,한자어,通帳,"한자 通帳
","「명사」
","「1」금융 기관에서, 예금한 사람에게 출납의 상태를 적어 주는 장부.
「2」물건을 주고받을 때에, 품명·금액·날짜 따위를 기록하는 장부.
"
통장수,단어,혼종어,桶장수,"한자 桶
고유어 장수
","「명사」
","「1」통을 파는 사람.
「2」젓갈을 통에 넣어 가지고 다니며 파는 사람.
"
통장이,단어,혼종어,桶장이,"한자 桶
고유어 장이
","「명사」
","통을 메우는 일을 직업으로 하는 사람.
"
통장작,단어,혼종어,통長斫,"고유어 통
한자 長斫
","「명사」
","「1」쪼개지 않은 통짜의 장작.
「2」썩 굵게 팬 장작.
"
통장질,단어,혼종어,通帳질,"한자 通帳
고유어 질
","「명사」
","장부에 올리고 외상으로 물건을 사는 짓.
"
통재,단어,한자어,通才,"한자 通才
","「명사」
","온갖 사물에 능통한 재주. 또는 그 재주를 가진 사람.
"
통쟁이,단어,혼종어,桶쟁이,"한자 桶
고유어 쟁이
","「명사」
","→ 통장이.
"
통저,단어,혼종어,통菹,"고유어 통
한자 菹
","「명사」
","통째로 담근 배추김치.
"
통적,단어,한자어,通籍,"한자 通籍
","「명사」
","「1」문표(門標)에 이름을 올리면 궁문(宮門)의 출입을 허락하던 일.
「2」고관대작이나 종친에게 궁문을 자유롭게 출입하도록 하던 제도.
"
통전,단어,한자어,通典,"한자 通典
","「명사」
","일반적으로 널리 적용되는 법전.
"
통절,단어,한자어,通節,"한자 通節
","「명사」
","몇 절로 된 가사이든 가사의 처음부터 끝까지 다른 가락으로 노래하도록 만든 작곡 형식.
"
통점,단어,한자어,痛點,"한자 痛點
","「명사」
","피부 표면에 퍼져 있어 자극을 받으면 아픔을 느끼는 감각점.
"
통접시받침,단어,고유어,,,"「명사」
","통짜로 만든 접시받침. 첨차와 첨차 사이에 끼운다.
"
통정,단어,한자어,通政,"한자 通政
","「명사」
","조선 시대에 둔, 정삼품 문관의 품계. 고종 2년(1865)부터 종친과 의빈(儀賓)의 품계로도 썼다.
"
통정대부,단어,한자어,通政大夫,"한자 通政大夫
","「명사」
","조선 시대에 둔, 정삼품 문관의 품계. 고종 2년(1865)부터 종친과 의빈(儀賓)의 품계로도 썼다.
"
통정매매,단어,한자어,通情賣買,"한자 通情賣買
","「명사」
","증권 거래에서, 상장 회사의 임직원이 회사에 대한 정보를 특정인에게 알려 주어 주식을 사거나 팔게 하는 일.
"
통정법론,단어,한자어,統整法論,"한자 統整法論
","「명사」
","논리학의 한 부분으로, 이미 가지고 있는 지식을 엄밀히 정리하여 앞으로의 연구 기초로 삼는 방법론. 내용은 개념을 명확히 하고 단정하며 상호의 관계를 밀접하게 하여 지식의 체계를 통일적인 유기적 성질로 조직하는 과정이다.
"
통정어음,단어,혼종어,通情어음,"한자 通情
고유어 어음
","「명사」
","발행인과 수취인이 미리 짜고 거짓으로 꾸민 어음.
"
통젖,단어,혼종어,桶젖,"한자 桶
고유어 젖
","「명사」
","통의 바깥쪽에 달린 손잡이.
"
통제,단어,혼종어,桶제,"한자 桶
고유어 제
","「명사」
","→ 통꼭지.
"
통제강제,단어,한자어,統制強制,"한자 統制強制
","「명사」
","경제 질서를 통제하기 위하여 사람의 신체나 재산에 실력을 가하여 통제에 필요한 상태를 실현하는 사실적 작용.
"
통제관,단어,한자어,統制官,"한자 統制官
","「명사」
","야외 기동 훈련에서, 훈련을 통제하는 일을 맡아보는 장교.
"
통제권,단어,한자어,統制權,"한자 統制權
","「명사」
","통제할 수 있는 권리.
"
통제력,단어,한자어,統制力,"한자 統制力
","「명사」
","통제하는 힘.
"
통제벌,단어,한자어,統制罰,"한자 統制罰
","「명사」
","경제 질서에 관한 통제법의 의무를 위반하였을 때 과해지는 제재(制裁)로서의 벌.
"
통제법,단어,한자어,統制法,"한자 統制法
","「명사」
","경제나 문화를 통제하기 위한 행정 법령을 통틀어 이르는 말. 주로 통제 경제에 관한 법령을 이른다.
"
통제부,단어,한자어,統制府,"한자 統制府
","「명사」
","해군의 한 기관. 군항 구역의 방어·경비 및 출사(出師) 준비에 관한 사항을 관장한다.
"
통제사,단어,한자어,統制使,"한자 統制使
","「명사」
","임진왜란 때에, 경상·전라·충청 세 도의 수군을 통솔하는 일을 맡아보던 무관 벼슬. 또는 그 벼슬아치. 선조 26년(1593)에 설치하여 이순신을 임명하였다.
"
통제영,단어,한자어,統制營,"한자 統制營
","「명사」
","조선 선조 26년(1593)에 이순신이 삼도 수군통제사가 되어 한산도에 설치한 군영. 뒤에 거제현과 고성현 등으로 옮겼다가 고종 32년(1895)에 없앴다.
"
통제중군,단어,한자어,統制中軍,"한자 統制中軍
","「명사」
","조선 후기에 둔, 수군통제사의 버금 벼슬. 종이품으로 고종 2년(1865)에 통우후를 고친 것이다.
"
통제탑,단어,한자어,統制塔,"한자 統制塔
","「명사」
","무엇을 통제·지휘하려고 세운 시설물.
"
통제품,단어,한자어,統制品,"한자 統制品
","「명사」
","전쟁이나 기타 경제 사정 때문에 생산, 배급, 소비에 통제를 받는 물품.
"
통제하명,단어,한자어,統制下命,"한자 統制下命
","「명사」
","공권력의 발동으로 경제 질서를 유지하고 조화로운 발전을 도모하기 위하여 국민에 대하여 작위, 부작위, 급부 따위의 의무를 명하는 행위. 미곡의 정부에 대한 매도 명령 따위이다.
"
통제함,단어,한자어,統制艦,"한자 統制艦
","「명사」
","다른 함정들을 지휘·통솔하는 함정.
"
