어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
대우전,단어,한자어,大羽箭,"한자 大羽箭
","「명사」
","깃을 크게 댄 화살. 전시(戰時)에, 말 위에서 동개활에 메어서 쏜다.
"
대우주,단어,한자어,大宇宙,"한자 大宇宙
","「명사」
","실제의 우주를 소우주에 상대하여 이르는 말.
"
대우콩,단어,고유어,,,"「명사」
","다른 작물을 재배하는 밭에서, 심어 놓은 작물 사이에 심는 콩.
"
대우탄금,단어,한자어,對牛彈琴,"한자 對牛彈琴
","「명사」
","소를 마주 대하고 거문고를 탄다는 뜻으로, 어리석은 사람에게는 깊은 이치를 말해 주어도 알아듣지 못하므로 아무 소용이 없음을 이르는 말.
"
대우팥,단어,고유어,,,"「명사」
","다른 작물을 재배하는 밭에서, 심어 놓은 작물 사이에 심는 팥.
"
대우혼,단어,한자어,對偶婚,"한자 對偶婚
","「명사」
","미개 사회에서, 한 혈족의 형제자매와 다른 혈족의 형제자매가 교차하여서 짝을 짓는 혼인 형식.
"
대운,단어,한자어,大運,"한자 大運
","「명사」
","「1」아주 좋은 운수.
「2」하늘과 땅 사이에 돌아가는 기수(氣數).
"
대운경,단어,한자어,大雲經,"한자 大雲經
","「명사」
","689년에 중국 당나라의 설회의(薛懷義), 법랑(法朗) 등이 측천무후가 천명을 받아 통치한다는 내용으로 지었다는 위경(僞經). 이 경(經)을 주상(奏上)받은 측천무후는 국호를 주(周)로 고치고 이 경을 중국 각지에 보내어, 여러 주에 대운사를 짓게 하였다.
"
대운사,단어,한자어,大雲寺,"한자 大雲寺
","「명사」
","중국 당나라 때에 측천무후가 여러 주에 세운 절.
"
대운하,단어,한자어,大運河,"한자 大運河
","「명사」
","「1」배의 운항을 위하여 육지에 파 놓은 큰 물길.
「2」중국 동부의 베이징과 항저우(杭州)를 연결하는 물길. 허베이(河北), 산둥(山東), 장쑤(江蘇), 저장(浙江)의 네 개 성(省)을 지난다. 길이는 1,515km.
"
대울,단어,고유어,,,"「명사」
","굵은 대나무를 쪼개서 결어 만들거나, 대를 심어 이루어진 울타리.
"
대울타리,단어,고유어,,,"「명사」
","굵은 대나무를 쪼개서 결어 만들거나, 대를 심어 이루어진 울타리.
"
대움직씨,단어,혼종어,代움직씨,"한자 代
고유어 움직씨
","「명사」
","동사의 반복을 피하기 위하여 대신 쓰는 동사. 영어에서 주로 사용하는 것으로 ‘do’ 따위이다.
"
대웅,단어,한자어,大雄,"한자 大雄
","「명사」
","‘부처01’의 덕호.
"
대웅보전,단어,한자어,大雄寶殿,"한자 大雄寶殿
","「명사」
","부처를 모셔 두는 건물.
"
대웅성,단어,한자어,大熊星,"한자 大熊星
","「명사」
","큰곰자리의 별.
"
대웅성좌,단어,한자어,大熊星座,"한자 大熊星座
","「명사」
","북두칠성을 중심으로 북극에 가까이 있는 별자리. 북극성 주위에서 가장 크고 밝게 빛나는 별자리로, 5월 초순에 자오선을 통과한다.
"
대웅전,단어,한자어,大雄殿,"한자 大雄殿
","「명사」
","불교 선종 계통의 절에서, 본존 불상(本尊佛像)을 모신 법당.
"
대웅좌,단어,한자어,大熊座,"한자 大熊座
","「명사」
","북두칠성을 중심으로 북극에 가까이 있는 별자리. 북극성 주위에서 가장 크고 밝게 빛나는 별자리로, 5월 초순에 자오선을 통과한다.
"
대원,단어,한자어,大宛,"한자 大宛
","「명사」
","중국 한나라·위나라 때에 중앙아시아의 동부, 페르가나 지방에 있던 나라. 특산물로 포도, 말 따위가 있었다.
"
대원각사비,단어,한자어,大圓覺寺碑,"한자 大圓覺寺碑
","「명사」
","조선 성종 2년(1471)에 건립된 원각사의 유래를 적은 석비. 현재 서울특별시 종로구 탑골 공원 안에 있다. 우리나라 보물로, 보물 정식 명칭은 ‘서울 원각사지 대원각사비’이다.
"
대원경,단어,한자어,大圓鏡,"한자 大圓鏡
","「명사」
","세상의 모든 것을 비춰 보는 지혜를 거울에 비유하여 이르는 말.
"
대원경지,단어,한자어,大圓鏡智,"한자 大圓鏡智
","「명사」
","사지(四智)의 하나. 큰 거울에 삼라만상이 그대로 비치는 것과 같이 원만하고 분명한 지혜이다.
"
대원군,단어,한자어,大院君,"한자 大院君
","「명사」
","임금이 대를 이을 자손이 없어, 방계(傍系)로서 왕위를 이은 임금의 친아버지에게 주던 벼슬.
"
대원근,단어,한자어,大圓筋,"한자 大圓筋
","「명사」
","겨드랑이의 근육. 위팔을 안쪽으로 당기거나 안쪽으로 돌게 한다.
"
대원봉,단어,한자어,大圓峯,"한자 大圓峯
","「명사」
","함경남도 풍산군에 있는 산봉우리. 부전령산맥에 속하며 허천강 및 그 지류인 웅이강, 서동천이 시작하는 곳이다. 높이는 1,461미터.
"
대원수,단어,한자어,大元帥,"한자 大元帥
","「명사」
","국가의 전군(全軍)을 통솔하는 최고 계급인 원수를 더 높여 이르는 말.
"
대원수명왕,단어,한자어,大元帥明王,"한자 大元帥明王
","「명사」
","나라를 지킨다는 인도의 신. 얼굴이 넷 또는 여섯에 팔은 여덟 등 여러 가지가 있으며, 성난 얼굴을 하고 몸에는 뱀을 감고 불길에 싸여 있다고 한다. 밀교(密敎)에서 중히 여긴다.
"
대원시림,단어,한자어,大原始林,"한자 大原始林
","「명사」
","끝없이 넓게 펼쳐진 원시림.
"
대원왕,단어,한자어,大院王,"한자 大院王
","「명사」
","대한 제국 광무 1년(1897)에 흥선 대원군에게 봉한 임금의 작위.
"
대원위,단어,한자어,大院位,"한자 大院位
","「명사」
","‘흥선 대원군’을 높여 이르는 말.
"
대원의,단어,한자어,大元義,"한자 大元義
","「명사」
","발해의 제4대 왕(?~793). 대조영의 종손이다. 문왕의 뒤를 이어 793년에 재위하였으나 재위 중에 쫓겨나 시호가 없다. 재위 기간은 793~793년이다.
"
대원칙,단어,한자어,大原則,"한자 大原則
","「명사」
","근본이 되는 가장 중요한 원칙.
"
대원훈,단어,한자어,大元勳,"한자 大元勳
","「명사」
","나라를 위하여 큰 공로를 세운 사람.
"
대월,단어,한자어,大月,"한자 大月
","「명사」
","한 달이 양력으로는 31일, 음력으로는 30일까지 있는 달.
"
대월금,단어,한자어,貸越金,"한자 貸越金
","「명사」
","당좌 대월을 한 돈.
"
대월사기전서,단어,한자어,大越史記全書,"한자 大越史記全書
","「명사」
","한문으로 된 편년체의 베트남 정사(正史). 1272년 성종 때에 30권을 완성하였으며 그 후에 오사련(吳士連)이 개정·증보하였다.
"
대월악,단어,한자어,大月岳/大月嶽,"한자 大月岳
/(병기) /
한자 大月嶽
","「명사」
","제주특별자치도 제주시에 있는 산. 한라산의 화산 활동 이후에 생긴 기생 화산이다. 높이는 750미터.
"
대월지,단어,한자어,大月氏,"한자 大月氏
","「명사」
","중국의 전국 시대에서 한대에 걸쳐 중앙아시아에서 활약하던 튀르키예계의 민족. 또는 그 나라.
"
대월한,단어,한자어,貸越限,"한자 貸越限
","「명사」
","은행이 거래선과 협의하여 당좌 대월을 할 수 있도록 정한 상한(上限) 금액.
"
대위,단어,한자어,大位,"한자 大位
","「명사」
","높은 관위나 지위.
"
대위구,단어,한자어,對位句,"한자 對位句
","「명사」
","푸가에서, 주제 선율에 상대가 되는 선율의 마디.
"
대위국,단어,한자어,大爲國,"한자 大爲國
","「명사」
","고려 인종 13년(1135)에 묘청이 난을 일으켜 서경을 도읍으로 하여 세운 나라. 김부식이 이끄는 관군에 패하여 1년 만에 망하였다.
"
대위덕,단어,한자어,大威德,"한자 大威德
","「명사」
","「1」악을 제지하는 힘이 있고 선을 지키는 공이 있음.
「2」팔대 명왕의 하나. 서쪽을 지키며 모든 악귀를 굴복하게 하여 중생에게 평안을 주는 명왕으로, 얼굴이 셋 또는 여섯이고 팔과 다리가 각각 여섯으로 성난 모양을 하고 있다. 문수보살의 화신으로 칼, 활, 창, 곤봉, 밧줄, 화살을 쥐고 있으며 온몸이 불꽃에 싸여 있다. 오대존 명왕의 하나이기도 하다.
"
대위덕명왕,단어,한자어,大威德明王,"한자 大威德明王
","「명사」
","팔대 명왕의 하나. 서쪽을 지키며 모든 악귀를 굴복하게 하여 중생에게 평안을 주는 명왕으로, 얼굴이 셋 또는 여섯이고 팔과 다리가 각각 여섯으로 성난 모양을 하고 있다. 문수보살의 화신으로 칼, 활, 창, 곤봉, 밧줄, 화살을 쥐고 있으며 온몸이 불꽃에 싸여 있다. 오대존 명왕의 하나이기도 하다.
"
대위법,단어,한자어,對位法,"한자 對位法
","「명사」
","「1」건축, 문학, 영화 따위에서 두 개의 대위적 양식이나 주제 따위를 결합시켜 작품을 만드는 기법.
「2」둘 이상의 독립된 선율이나 성부를 동시에 결합시켜 곡을 만드는 복음악(複音樂)의 작곡법. 크게 선적 대위법과 화성적 대위법으로 나뉜다.
"
대위선,단어,한자어,代位船,"한자 代位船
","「명사」
","대선약관에서, 선화 증권에 기재되어 있는 배를 대신하여 짐을 싣는 다른 배.
"
대위해,단어,한자어,大瑋瑎,"한자 大瑋瑎
","「명사」
","발해의 제14대 왕(?~?). 연호와 시호가 전하지 않고 그에 대한 기록은 거의 없다. 재위 기간은 894~906년이다.
"
대유,단어,한자어,大有,"한자 大有
","「명사」
","육십사괘의 하나. 이괘(離卦)와 건괘(乾卦)가 거듭된 것으로, 불이 하늘에 있음을 상징한다.
"
대유괘,단어,한자어,大有卦,"한자 大有卦
","「명사」
","육십사괘의 하나. 이괘(離卦)와 건괘(乾卦)가 거듭된 것으로, 불이 하늘에 있음을 상징한다.
"
대유년,단어,한자어,大有年,"한자 大有年
","「명사」
","농사가 아주 잘된 풍년.
"
대유령산맥,단어,한자어,大庾嶺山脈,"한자 大庾嶺山脈
","「명사」
","→ 다위링산맥.
"
대유법,단어,한자어,代喩法,"한자 代喩法
","「명사」
","하나의 사물이나 관념을 나타내는 말이 경험적으로 그것과 밀접하게 연관된 다른 사물이나 관념을 나타내도록 표현하는 수사법. ‘흰옷’으로 우리 민족을, ‘백의(白衣)의 천사’로 간호사를, ‘요람에서 무덤까지’로 태어나서 죽을 때까지를 나타내는 것 따위이다.
"
대유행,단어,한자어,大流行,"한자 大流行
","「명사」
","한때 사회에 널리 유행함. 또는 그런 것.
"
대윤,단어,한자어,大尹,"한자 大尹
","「명사」
","조선 시대에, 인종의 외척 윤임 일파를 이르던 말. 을사사화로 세력을 잃었다.
"
대윤도,단어,한자어,大輪圖,"한자 大輪圖
","「명사」
","방위를 가리키는 큰 윤도.
"
대윤차,단어,한자어,大輪次,"한자 大輪次
","「명사」
","과거에 떨어진 사람에게 다시 보게 하던 시험.
"
대율,단어,한자어,大律,"한자 大律
","「명사」
","가장 중요한 법.
"
대율사,단어,한자어,大律師,"한자 大律師
","「명사」
","율사의 상위(上位).
"
대융,단어,한자어,大戎,"한자 大戎
","「명사」
","군사의 우두머리.
"
대융합,단어,한자어,大融合,"한자 大融合
","「명사」
","큰 규모로 이루어지는 융합.
"
대은,단어,한자어,大恩,"한자 大恩
","「명사」
","넓고 큰 은혜.
"
대음,단어,한자어,大音,"한자 大音
","「명사」
","큰 소리. 특히, 큰 음성을 이른다.
"
대음극,단어,한자어,對陰極,"한자 對陰極
","「명사」
","이극 진공관에서 음극의 반대쪽인 양극을 이르는 말. 특히 엑스선관에서의 양극을 이르며, 보통 녹는점이 높은 텅스텐·코발트·구리·백금 따위로 만든다.
"
대음산,단어,한자어,大陰山,"한자 大陰山
","「명사」
","평안북도 강계군에 있는 산. 강남산맥에 속한다. 높이는 1,186미터.
"
대음성,단어,한자어,大音聲,"한자 大音聲
","「명사」
","큰 소리. 특히, 큰 음성을 이른다.
"
대음순,단어,한자어,大陰脣,"한자 大陰脣
","「명사」
","여성의 바깥 생식 기관의 일부인 음순 가운데 음모가 나 있는 부분. 불두덩에서 회음(會陰)에 이르는 좌우 피부의 두드러진 부분이다.
"
대읍,단어,한자어,大邑,"한자 大邑
","「명사」
","주민과 산물이 많고 땅이 넓은 고을.
"
대응,단어,한자어,大鷹,"한자 大鷹
","「명사」
","수릿과의 새. 몸의 길이는 60cm 정도로 말똥가리보다 조금 크며, 머리와 목은 흰색 바탕에 엷은 갈색의 세로무늬가 있고, 날개는 엷은 갈색, 깃의 안쪽과 배는 흰색이다. 몽골·중국 등지에서 번식하고, 한국·인도·미얀마 등지에서 겨울을 보낸다.
"
대응각,단어,한자어,對應角,"한자 對應角
","「명사」
","「1」합동 또는 닮은꼴인 다각형에서 서로 대응하는 각.
「2」두 직선이 만났을 때 서로 이웃하지 않는 두 각.
"
대응력,단어,한자어,對應力,"한자 對應力
","「명사」
","어떤 일이나 사태에 맞추어 태도나 행동을 취하는 능력.
"
대응릉,단어,한자어,對應稜,"한자 對應稜
","「명사」
","‘대응 모서리’의 옛 용어.
"
대응변,단어,한자어,對應邊,"한자 對應邊
","「명사」
","합동 또는 닮은꼴인 다각형에서, 어떤 대응에 의하여 서로 대응하는 변.
"
대응설,단어,한자어,對應說,"한자 對應說
","「명사」
","명제의 진위(眞僞)는 그것이 사물·실재와 올바르게 합치하는지 여부로 결정된다는 설. 감각적인 경험을 중시하는 경험주의 입장에서 제기된 진리론이다.
"
대응점,단어,한자어,對應點,"한자 對應點
","「명사」
","합동 또는 닮은꼴인 다각형에서 서로 대응하는 두 점.
"
대응책,단어,한자어,對應策,"한자 對應策
","「명사」
","어떤 일이나 사태에 맞추어 취하는 방책.
"
대의,단어,한자어,大衣,"한자 大衣
","「명사」
","설법을 하거나 걸식할 때에 입는 승려의 옷. 삼의(三衣) 가운데 가장 큰 것을 이른다.
"
대의결,단어,한자어,代議決,"한자 代議決
","「명사」
","남을 대리하여 하는 의결.
"
대의권,단어,한자어,代議權,"한자 代議權
","「명사」
","선거에 의하여 뽑힌 대의원이 국민을 대신하여 행사하는 권리.
"
대의멸친,단어,한자어,大義滅親,"한자 大義滅親
","「명사」
","큰 도리를 지키기 위하여 부모나 형제도 돌아보지 않음.
"
대의명분,단어,한자어,大義名分,"한자 大義名分
","「명사」
","「1」사람으로서 마땅히 지키고 행하여야 할 도리나 본분.
「2」어떤 일을 꾀하는 데 내세우는 합당한 구실이나 이유.
"
대의어,단어,한자어,對義語,"한자 對義語
","「명사」
","그 뜻이 서로 정반대되는 관계에 있는 말. 한 쌍의 말 사이에 서로 공통되는 의미 요소가 있으면서 동시에 서로 다른 한 개의 의미 요소가 있어야 한다. ‘남자’와 ‘여자’, ‘총각’과 ‘처녀’, ‘위’와 ‘아래’, ‘작다’와 ‘크다’, ‘오다’와 ‘가다’ 따위이다.
"
대의원,단어,한자어,代議員,"한자 代議員
","「명사」
","정당이나 단체의 대표로 뽑혀, 회의에 참석하여 토의나 의결 따위를 행하는 사람.
"
대의원단,단어,한자어,代議員團,"한자 代議員團
","「명사」
","대의원으로 이루어진 단체.
"
대의제,단어,한자어,代議制,"한자 代議制
","「명사」
","국민이 스스로 선출한 대표자를 통하여 국가 권력을 행사하는 정치 제도.
"
대의지방,단어,한자어,大義之方,"한자 大義之方
","「명사」
","사람이 마땅히 지켜야 할 도리를 다하는 길.
"
대의충절,단어,한자어,大義忠節,"한자 大義忠節
","「명사」
","사람이 마땅히 지켜야 할 도리를 따르려는 꿋꿋한 태도.
"
대이교,단어,한자어,代離敎,"한자 代離敎
","「명사」
","로마 교회에서 1378~1417년에 로마와 프랑스 아비뇽에 각각 교황이 있어 교회가 둘로 나뉘어 대립하였던 일.
"
대이름씨,단어,혼종어,代이름씨,"한자 代
고유어 이름씨
","「명사」
","사람이나 사물의 이름을 대신 나타내는 말. 또는 그런 말들을 지칭하는 품사. 인칭 대명사와 지시 대명사로 나뉘는데, 인칭 대명사는 ‘저’, ‘너’, ‘우리’, ‘너희’, ‘자네’, ‘누구’ 따위이고, 지시 대명사는 ‘거기’, ‘무엇’, ‘그것’, ‘이것’, ‘저기’ 따위이다.
"
대이작도,단어,한자어,大伊作島,"한자 大伊作島
","「명사」
","인천광역시 옹진군 영흥면 이작리에 속하는 섬. 연안에서는 조기, 삼치, 새우, 도미 따위가 많이 잡히고 김, 굴의 양식업이 활발하다. 면적은 2.55㎢.
"
대이증,단어,한자어,大耳症,"한자 大耳症
","「명사」
","귀가 기형적으로 큰 증상.
"
대이진,단어,한자어,大彝震,"한자 大彝震
","「명사」
","발해의 제11대 왕(?~?). 선왕의 손자이다. 당나라의 문화를 받아들이고 10여 차례 조공을 하는 등 경제와 문화의 교류에 힘썼다. 재위 기간은 830~858년이다.
"
대인,단어,한자어,大人,"한자 大人
","「명사」
","「1」자라서 어른이 된 사람. 보통 만 19세 이상의 남녀를 이른다.
「2」몸이 아주 큰 사람.
「3」말과 행실이 바르고 점잖으며 덕이 높은 사람.
「4」신분이나 관직이 높은 사람.
「5」문어체에서, ‘아버지’를 높여 이르는 말.
「6」문어체에서, ‘남01’을 높여 이르는 말.
「7」고구려에서 둔, 오부(五部)의 으뜸 벼슬.
「8」읍루(挹婁)에서 읍락의 장(長)을 이르던 말.
"
대인군자,단어,한자어,大人君子,"한자 大人君子
","「명사」
","말과 행실이 바르고 점잖으며 덕이 높은 사람.
"
대인권,단어,한자어,對人權,"한자 對人權
","「명사」
","특정인에 대하여서만 의무 이행을 주장할 수 있는 권리. 주로 사권(私權)에서만 행하여지며, 전형적인 예로 채권이 있다.
"
대인기,단어,한자어,大人氣,"한자 大人氣
","「명사」
","큰 인기.
"
대인난,단어,한자어,待人難,"한자 待人難
","「명사」
","약속한 시간에 오지 않는 사람을 기다리는 안타까움과 괴로움.
"
대인물,단어,한자어,大人物,"한자 大人物
","「명사」
","뛰어난 사람.
"
대인법,단어,한자어,對人法,"한자 對人法
","「명사」
","주로 사람에 관하여 규정하고 있는 법규. 가족법 따위이다.
"
대인설,단어,한자어,待忍說,"한자 待忍說
","「명사」
","자본에 대한 이자는 쓸 돈을 쓰지 않고 모으느라 절제하고 기다리는 데 대한 보수라는 주장. 시니어의 절욕설을 마셜(Marshall, A.)이 수정한 것이다.
"
대인세,단어,한자어,對人稅,"한자 對人稅
","「명사」
","사람을 과세의 대상으로 하여 매기는 세금. 법인세, 상속세, 소득세 따위가 있다.
"
대인접물,단어,한자어,對人接物,"한자 對人接物
","「명사」
","남과 접촉하여 사귐.
"
대일,단어,한자어,大日,"한자 大日
","「명사」
","진언 밀교의 본존(本尊). 우주의 실상을 체현하는 근본 부처로, 그 광명이 온 우주를 밝히며, 덕성이 해와 같다 하여 이르는 말이다. 지(智)를 나타내는 금강계 대일여래와 이(理)를 나타내는 태장계 대일여래가 있다. 전자는 흰색의 몸으로 보관(寶冠)을 쓰고 연화대 위에 앉았고, 후자는 황금색의 몸으로 발계(髮髻)의 관을 쓰고 붉은 연꽃 위에 앉았다.
"
대일각,단어,한자어,大一閣,"한자 大一閣
","「명사」
","대종교에서, 총전교(總典敎)가 있는 집.
"
대일경,단어,한자어,大日經,"한자 大日經
","「명사」
","7세기 중엽에 인도의 슈바카라심하가 당나라에서 번역한 ≪진언삼부경≫의 하나. 제1권부터 제6권까지는 진언밀교의 교리와 실천 방법에 대하여 쓰고, 제7권에는 공양법을 설명하였다. 이 경전에 설명한 법을 태장법(胎藏法)이라고 한다. 7권.
"
대일경소,단어,한자어,大日經疏,"한자 大日經疏
","「명사」
","8세기 초에 중국 당나라의 슈바카라심하가 해석하고 일행(一行)이 편찬한, ≪대일경≫을 주석한 책. 20권.
"
대일공,단어,한자어,大日供,"한자 大日供
","「명사」
","대일여래를 공양하는 법회.
"
대일광,단어,한자어,對日光,"한자 對日光
","「명사」
","태양과 정반대 쪽의 황도(黃道) 위에 희미하게 보이는 빛. 황도면에 밀집해 있는 행성들 사이의 미립자가 태양의 빛을 반사하여 생기는 것으로 추정된다. 맑은 가을날 밤에 가장 잘 보인다.
"
대일당,단어,한자어,大日堂,"한자 大日堂
","「명사」
","대일여래를 모신 당.
"
대일삼부,단어,한자어,大日三部,"한자 大日三部
","「명사」
","밀교에서, 태장계의 법을 밝힌 경전. 대일경, 금강정경, 소실지경으로, 슈바카라심하가 번역하였다.
"
대일삼부경,단어,한자어,大日三部經,"한자 大日三部經
","「명사」
","밀교에서, 태장계의 법을 밝힌 경전. 대일경, 금강정경, 소실지경으로, 슈바카라심하가 번역하였다.
"
대일수,단어,한자어,大一數,"한자 大一數
","「명사」
","예전에, 엽전 일만 냥을 이르던 말.
"
대일여래,단어,한자어,大日如來,"한자 大日如來
","「명사」
","진언 밀교의 본존(本尊). 우주의 실상을 체현하는 근본 부처로, 그 광명이 온 우주를 밝히며, 덕성이 해와 같다 하여 이르는 말이다. 지(智)를 나타내는 금강계 대일여래와 이(理)를 나타내는 태장계 대일여래가 있다. 전자는 흰색의 몸으로 보관(寶冠)을 쓰고 연화대 위에 앉았고, 후자는 황금색의 몸으로 발계(髮髻)의 관을 쓰고 붉은 연꽃 위에 앉았다.
"
대일임전,단어,한자어,大日任典,"한자 大日任典
","「명사」
","신라 무열왕 4년(657)에 설치한 관아. 경덕왕 때에 경주의 도시 행정을 맡아보던 전경부에 합병되었다.
"
대일조,단어,한자어,對日照,"한자 對日照
","「명사」
","태양과 정반대 쪽의 황도(黃道) 위에 희미하게 보이는 빛. 황도면에 밀집해 있는 행성들 사이의 미립자가 태양의 빛을 반사하여 생기는 것으로 추정된다. 맑은 가을날 밤에 가장 잘 보인다.
"
대임,단어,한자어,大任,"한자 大任
","「명사」
","중대한 임무.
"
대입,단어,한자어,代入,"한자 代入
","「명사」
","「1」대신 다른 것을 넣음.
「2」대수식에서 문자 대신 특정한 수치를 바꾸어 넣는 일.
"
대입법,단어,한자어,代入法,"한자 代入法
","「명사」
","어떤 특정한 수치 대신에 다른 수나 문자를 넣어서 연립 방정식을 푸는 방법.
"
대자,단어,고유어,,,"「명사」
","대나무로 만든 자.
"
대자귀,단어,혼종어,大자귀,"한자 大
고유어 자귀
","「명사」
","→ 큰자귀.
"
대자녀,단어,한자어,代子女,"한자 代子女
","「명사」
","대자와 대녀를 아울러 이르는 말.
"
대자대비,단어,한자어,大慈大悲,"한자 大慈大悲
","「명사」
","넓고 커서 끝이 없는 부처와 보살의 자비. 특히 관세음보살이 중생을 사랑하고 불쌍히 여기는 마음을 이른다.
"
대자띠,단어,혼종어,帶子띠,"한자 帶子
고유어 띠
","「명사」
","대자로 만든 허리띠.
"
대자리,단어,고유어,,,"「명사」
","대오리로 엮어 만든 자리.
"
대자보,단어,한자어,大字報,"한자 大字報
","「명사」
","우리나라의 대학가에서 내붙이거나 걸어 두는 큰 글씨로 쓴 글. 중국 인민이 자기의 견해를 주장하기 위하여 붙이는 대형의 게시문에서 유래한다.
"
대자본가,단어,한자어,大資本家,"한자 大資本家
","「명사」
","큰 자본을 바탕으로 많은 근로자를 고용하여 이윤을 얻는 사람.
"
대자비,단어,한자어,大慈悲,"한자 大慈悲
","「명사」
","넓고 커서 끝이 없는 부처와 보살의 자비. 특히 관세음보살이 중생을 사랑하고 불쌍히 여기는 마음을 이른다.
"
대자색,단어,한자어,代赭色,"한자 代赭色
","「명사」
","대자석의 빛과 같은, 황갈색과 적황색에 가까운 어두운 붉은색.
"
대자석,단어,한자어,代赭石,"한자 代赭石
","「명사」
","잘 부스러져 흙과 같이 되는 어두운 붉은색의 적철석. 석간주와 같이 물감으로나 연마제로, 또는 한방 약재로 쓴다.
"
대자연,단어,한자어,大自然,"한자 大自然
","「명사」
","넓고 큰, 위대한 자연.
"
대자율,단어,한자어,帶磁率,"한자 帶磁率
","「명사」
","물질의 자기화의 세기와 자기장 세기의 비율. 상자성체에서는 양의 값을, 반자성체에서는 음의 값을 가지며 자기장의 세기와는 거의 관계없이 물질에 따라서 정하여지는 상수로, 강자성체에서는 자기화 곡선상의 위치와 온도에 따라 변한다.
"
대자은사,단어,한자어,大慈恩寺,"한자 大慈恩寺
","「명사」
","중국 산시성(陝西省) 시안(西安)에 있던 절. 당나라 고종이 세운 것으로, 현장(玄奘)이 수좌(首座)로 있으면서 번경원(飜經院)을 병설하여 불전 번역 사업을 수행하였다.
"
대자재,단어,한자어,大自在,"한자 大自在
","「명사」
","「1」속박이나 장해를 전혀 받지 않고 어떤 일이라도 마음대로 할 수 있는 큰 역량. 또는 그런 경지.
「2」대천세계를 주재하는 신. 눈은 셋, 팔은 여덟이며, 흰 소를 타고 흰 불자(拂子)를 들고 있다. 원래 인도 브라만교의 만물 창조의 신으로, 큰 위엄과 덕망을 지녔다.
"
대자재궁,단어,한자어,大自在宮,"한자 大自在宮
","「명사」
","색계(色界)의 꼭대기에 있는, 대자재천의 궁전.
"
대자재천,단어,한자어,大自在天,"한자 大自在天
","「명사」
","「1」대천세계를 주재하는 신. 눈은 셋, 팔은 여덟이며, 흰 소를 타고 흰 불자(拂子)를 들고 있다. 원래 인도 브라만교의 만물 창조의 신으로, 큰 위엄과 덕망을 지녔다.
「2」십이천의 하나. 동북방을 지키는 신이다.
"
