어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
곡복사신,단어,한자어,穀腹絲身,"한자 穀腹絲身
","「명사」
","배를 채우는 곡식과 몸을 가리는 실이라는 뜻으로, 먹는 것과 입는 것을 이르는 말.
"
곡부,단어,한자어,曲阜,"한자 曲阜
","「명사」
","→ 취푸.
"
곡분,단어,한자어,穀粉,"한자 穀粉
","「명사」
","곡식을 빻거나 갈아서 만든 가루. 쌀가루, 보릿가루, 밀가루 따위가 있다.
"
곡분지,단어,한자어,谷盆地,"한자 谷盆地
","「명사」
","하천의 침식 작용에 의하여 넓어진 곡저에 흙, 모래, 자갈 따위가 쌓여서 생긴 넓고 평탄한 분지. 강이 합류되는 곳에서 흔히 볼 수 있다.
"
곡비,단어,한자어,曲庇,"한자 曲庇
","「명사」
","「1」힘을 다하여 비호함.
「2」도리를 어기면서 남을 비호함.
"
곡빙하,단어,한자어,谷氷河,"한자 谷氷河
","「명사」
","골짜기를 따라 흘러내리는 빙하. 히말라야, 알프스 등지에 발달되어 있다.
"
곡사,단어,한자어,曲士,"한자 曲士
","「명사」
","「1」마음이 바르지 못한 사람.
「2」산간벽지에 사는 보잘것없는 사람.
"
곡사궁,단어,한자어,曲四宮,"한자 曲四宮
","「명사」
","바둑에서, 빈 집이 ‘ㄴ’ 자 모양으로 된 사궁(四宮).
"
곡사위,단어,고유어,,,"「명사」
","탈춤에서, 오른발을 ‘ㄱ’ 자 모양으로 올리면서 오른손을 무릎 위에 얹고, 다시 발을 내리고 손은 원을 그리며 뒤로 가져 가고, 반대쪽으로도 되풀이하는 춤사위.
"
곡사이,단어,고유어,,,"「명사」
","‘문둥이’를 속되게 이르는 말.
"
곡사포,단어,한자어,曲射砲,"한자 曲射砲
","「명사」
","포탄이 곡선을 그리며 나가게 쏘는 포. 장애물 뒤에 있는 목표물을 맞히기 위하여 쓴다.
"
곡산,단어,한자어,谷山,"한자 谷山
","「명사」
","황해도 곡산군에 있는 면. 산간 분지로서 잡곡의 집산지이며, 특히 담배와 소가 유명하다. 군청 소재지이다.
"
곡산군,단어,한자어,谷山郡,"한자 谷山郡
","「명사」
","황해도 동북쪽에 있는 군. 쌀·보리·콩 따위가 주로 나고, 목화·양잠·인삼 따위의 농사가 활발하며, 특히 담배의 명산지로 알려져 있다. 명승지로 해서금강, 용봉, 호로천, 치마대, 고달사 따위가 있다. 군청 소재지는 곡산, 면적은 1,854.6㎢.
"
곡삼,단어,한자어,曲蔘,"한자 曲蔘
","「명사」
","굵은 꼬리를 꼬부려서 말린 백삼.
"
곡삼궁,단어,한자어,曲三宮,"한자 曲三宮
","「명사」
","바둑에서, 빈 집이 ‘ㄴ’ 자 모양으로 된 삼궁(三宮).
"
곡상,단어,고유어,,,"「명사」
","→ 고봉07.
"
곡상미,단어,한자어,斛上米,"한자 斛上米
","「명사」
","조선 후기에, 세미를 받을 때 중간 손실을 예상하여 한 섬에 석 되씩을 더 받던 쌀.
"
곡생초,단어,한자어,曲生綃,"한자 曲生綃
","「명사」
","명주 생사로 짠, 품질이 좋은 비단의 하나. 씨올을 빛이 다른 두 가지 흰 실로 절반씩 섞바꾸어 짠, 아름다운 광택이 나는 여름 옷감이다.
"
곡선,단어,한자어,谷線,"한자 谷線
","「명사」
","기압 배치의 한 형식. 두 고기압 사이에 길게 골짜기 모양으로 기압이 낮은 부분이 있을 때, 기압이 가장 낮은 곳을 이은 선이다.
"
곡선계,단어,한자어,曲線計,"한자 曲線計
","「명사」
","지도 위에서 곡선의 길이를 재는 기구. 기구 아래에 달린 조그만 바퀴를 곡선에 따라 회전시키면, 중앙에 있는 눈금판의 지침을 통하여 이동 거리가 나타난다.
"
곡선교,단어,한자어,曲線橋,"한자 曲線橋
","「명사」
","공중에서 내려다보았을 때, 전체가 곡선을 그리고 있는 다리. 고속 도로에서 흔히 볼 수 있다.
"
곡선미,단어,한자어,曲線美,"한자 曲線美
","「명사」
","곡선에 나타나는 아름다움. 또는 곡선으로 표현되는 아름다움.
"
곡선식,단어,한자어,曲線式,"한자 曲線式
","「명사」
","지도를 그릴 때 등고선으로 지형의 높낮이를 나타내는 방식.
"
곡선자,단어,혼종어,曲線자,"한자 曲線
고유어 자
","「명사」
","곡선을 그리는 데 쓰는 자.
"
곡선주,단어,한자어,曲線柱,"한자 曲線柱
","「명사」
","송배전 선로나 통신 선로에서, 가설한 전선의 방향이 달라지는 곳에 세우는 전봇대.
"
곡선척,단어,한자어,曲線尺,"한자 曲線尺
","「명사」
","곡선을 그리는 데 쓰는 자.
"
곡선표,단어,한자어,曲線標,"한자 曲線標
","「명사」
","철길 선로 좌측에 곡선부가 시작되는 곳이나 끝나는 곳에 세우는 표. 곡선의 반지름이나 선로의 기울기 따위를 적어 놓으며, 갑호는 1km마다, 을호는 500미터마다 세운다.
"
곡선형,단어,한자어,曲線形,"한자 曲線形
","「명사」
","곡선으로 이루어진 도형.
"
곡설,단어,한자어,曲說,"한자 曲說
","「명사」
","한쪽으로 치우쳐 바르지 못한 이론.
"
곡성,단어,한자어,曲城,"한자 曲城
","「명사」
","성문을 밖으로 둘러 가려서 구부러지게 쌓은 성.
"
곡성군,단어,한자어,谷城郡,"한자 谷城郡
","「명사」
","전라남도의 동북부에 있는 군. 주곡 작물의 재배가 성하고, 특히 돌실낳이 삼베와 사과의 산지로 유명하다. 명승지로 압록 유원지, 관음사 따위가 있다. 군청 소재지는 곡성, 면적은 547.43㎢.
"
곡소리,단어,혼종어,哭소리,"한자 哭
고유어 소리
","「명사」
","곡하는 소리.
"
곡속,단어,한자어,穀粟,"한자 穀粟
","「명사」
","사람의 식량이 되는 쌀, 보리, 콩, 조, 기장, 수수, 밀, 옥수수 따위를 통틀어 이르는 말.
"
곡쇠,단어,혼종어,曲쇠,"한자 曲
고유어 쇠
","「명사」
","직각형으로 된 쇳조각.
"
곡수,단어,한자어,曲水,"한자 曲水
","「명사」
","굽이굽이 휘돌아 흐르는 물.
"
곡수연,단어,한자어,曲水宴,"한자 曲水宴
","「명사」
","삼월 삼짇날, 굽이도는 물에 잔을 띄워 그 잔이 자기 앞에 오기 전에 시를 짓던 놀이.
"
곡수유상,단어,한자어,曲水流觴,"한자 曲水流觴
","「명사」
","삼월 삼짇날, 굽이도는 물에 잔을 띄워 그 잔이 자기 앞에 오기 전에 시를 짓던 놀이.
"
곡식,단어,한자어,穀食,"한자 穀食
","「명사」
","사람의 식량이 되는 쌀, 보리, 콩, 조, 기장, 수수, 밀, 옥수수 따위를 통틀어 이르는 말.
"
곡식금,단어,혼종어,穀食금,"한자 穀食
고유어 금
","「명사」
","예전에, 시장에서 형성되던 그때그때의 곡식값.
"
곡식바다,단어,혼종어,穀食바다,"한자 穀食
고유어 바다
","「명사」
","풍요하게 자란 곡식이 꽉 들어차 있는 넓은 벌을 비유적으로 이르는 말.
"
곡식밭,단어,혼종어,穀食밭,"한자 穀食
고유어 밭
","「명사」
","곡식을 심어 가꾸는 밭.
"
곡식비단명나방,단어,혼종어,穀食緋緞螟나방,"한자 穀食緋緞螟
고유어 나방
","「명사」
","명나방과의 곤충. 몸은 노란 갈색이며 앞날개에는 밖의 가장자리를 따라 톱날 모양의 가로무늬가 셋이 있고 뒷날개는 잿빛 갈색이다. 애벌레는 쌀, 보리 따위의 곡류에 해를 끼친다. 한국, 일본, 중국 등지에 분포한다.
"
곡식알,단어,혼종어,穀食알,"한자 穀食
고유어 알
","「명사」
","껍질을 벗기지 아니한 곡식의 알.
"
곡식좀나방,단어,혼종어,穀食좀나방,"한자 穀食
고유어 좀나방
","「명사」
","곡식좀나방과의 나방. 편 날개의 길이는 9~14mm이다. 앞날개는 잿빛 흰색이며 그 가운데에 불규칙한 검은 갈색의 얼룩무늬가 흩어져 있고 뒷날개는 어두운 잿빛이다. 애벌레는 저장 곡류에 해를 끼친다.
"
곡식좀나방과,단어,혼종어,穀食좀나방科,"한자 穀食
고유어 좀나방
한자 科
","「명사」
","나비목의 한 과. 몸은 아주 작거나 작은 편이며, 색깔은 칙칙하나 선명한 종류도 있고 더듬이는 드물게 기부만이 빗살 모양이다. 애벌레는 둥근 통 모양이며 담색 또는 자주색이다. 전 세계에 3,700여 종이 분포한다. 곡식좀나방, 껍질좀나방, 털좀나방 따위가 있다.
"
곡식질,단어,혼종어,穀食질,"한자 穀食
고유어 질
","「명사」
","소가 풀이 아닌 곡식을 먹는 일.
"
곡신,단어,한자어,谷神,"한자 谷神
","「명사」
","골짜기의 텅 비어 있는 곳이라는 뜻으로, 헤아릴 수 없이 깊고 미묘한 도(道)를 이르는 말.
"
곡실,단어,한자어,穀實,"한자 穀實
","「명사」
","닥나무 또는 꾸지나무의 열매. 허리와 무릎이 시리고 아픈 데, 허로(虛勞)로 인한 골증열, 간(肝)과 콩팥이 허하여 생기는 어지럼증이나 눈이 흐려지는 증세와 수종(水腫) 따위에 쓴다.
"
곡심,단어,한자어,曲心,"한자 曲心
","「명사」
","마음이 곱지 아니하고 비뚦.
"
곡아,단어,한자어,穀蛾,"한자 穀蛾
","「명사」
","곡식좀나방과의 나방. 편 날개의 길이는 9~14mm이다. 앞날개는 잿빛 흰색이며 그 가운데에 불규칙한 검은 갈색의 얼룩무늬가 흩어져 있고 뒷날개는 어두운 잿빛이다. 애벌레는 저장 곡류에 해를 끼친다.
"
곡약,단어,한자어,槲藥/槲若,"한자 槲藥
/(병기) /
한자 槲若
","「명사」
","떡갈나무의 잎사귀를 한방에서 이르는 말. 치질, 세균 이질 따위의 출혈 증상을 치료할 때에 쓴다.
"
곡언,단어,한자어,曲言,"한자 曲言
","「명사」
","빙 둘러서 말을 함.
"
곡언법,단어,한자어,曲言法,"한자 曲言法
","「명사」
","수사법의 하나. 표현하려는 것을 빙 둘러서 말하여 뜻을 강조하는 효과를 낸다.
"
곡연,단어,한자어,曲宴,"한자 曲宴
","「명사」
","임금이 궁중 금원(禁苑)에서, 가까운 사람들만 불러 베풀던 소연(小宴).
"
곡예,단어,한자어,曲藝,"한자 曲藝
","「명사」
","「1」줄타기, 마술, 재주넘기, 공 타기 따위의 묘기를 부리는 일.
「2」아슬아슬할 정도로 위태로운 동작이나 상태.
"
곡예단,단어,한자어,曲藝團,"한자 曲藝團
","「명사」
","줄타기, 마술, 재주넘기, 공 타기 따위의 묘기를 부리는 사람들로 이루어진 단체.
"
곡예비행,단어,한자어,曲藝飛行,"한자 曲藝飛行
","「명사」
","공중에서 비행기를 가지고 부리는 여러 가지 재주.
"
곡예사,단어,한자어,曲藝師,"한자 曲藝師
","「명사」
","줄타기, 마술, 재주넘기, 공 타기 따위의 묘기를 부리는 일을 전문으로 하는 사람.
"
곡예술,단어,한자어,曲藝術,"한자 曲藝術
","「명사」
","줄타기, 마술, 재주넘기, 공 타기 따위의 묘기를 부리는 기술.
"
곡오궁,단어,한자어,曲五宮,"한자 曲五宮
","「명사」
","바둑에서, ‘ㄴ’ 자 모양의 다섯 집으로 된 형세.
"
곡옥,단어,한자어,曲玉,"한자 曲玉
","「명사」
","예전에, 옥을 반달 모양으로 다듬어 끈에 꿰어서 장식으로 쓰던 구슬.
"
곡왕,단어,한자어,谷王,"한자 谷王
","「명사」
","‘바다’를 달리 이르는 말.
"
곡요,단어,한자어,曲腰,"한자 曲腰
","「명사」
","조선 시대에, 아전(衙前)이 수령 앞에서 허리를 구부리던 예의.
"
곡용,단어,한자어,曲用,"한자 曲用
","「명사」
","인도·유럽어에서 명사, 대명사, 수사, 형용사 따위의 격(格), 수(數), 성(性)에 의한 굴절을 이르는 말. 국어에서는 명사, 대명사와 같은 체언의 격 변화를 가리켜서, 곡용 어간은 체언, 곡용 어미는 격 조사로 처리하나, 학교 문법에서는 곡용을 인정하지 않는다.
"
곡우,단어,한자어,穀雨,"한자 穀雨
","「명사」
","이십사절기의 하나. 청명(淸明)과 입하(立夏) 사이에 들며, 봄비가 내려서 온갖 곡식이 윤택하여진다고 한다. 양력으로는 4월 20일경이다.
"
곡우사리,단어,혼종어,穀雨사리,"한자 穀雨
고유어 사리
","「명사」
","곡우가 들 때, 황해에서 잡히는 조기. 살은 적으나, 알을 가졌으며 연하고 맛이 있다.
"
곡우살굴비,단어,혼종어,穀雨살굴비,"한자 穀雨
고유어 살굴비
","「명사」
","곡우살조기를 소금에 약간 절여 통째로 말린 조기.
"
곡우살조기,단어,혼종어,穀雨살조기,"한자 穀雨
고유어 살조기
","「명사」
","곡우가 들 때, 황해에서 잡히는 조기. 살은 적으나, 알을 가졌으며 연하고 맛이 있다.
"
곡읍,단어,한자어,哭泣,"한자 哭泣
","「명사」
","소리를 내어 슬피 욺.
"
곡이,단어,한자어,曲耳,"한자 曲耳
","「명사」
","말이나 나귀의 굽은 귀.
"
곡인,단어,한자어,穀人,"한자 穀人
","「명사」
","‘농민’을 달리 이르는 말.
"
곡일,단어,한자어,穀日,"한자 穀日
","「명사」
","음력 정월 초여드렛날을 이르는 말. 이날 곡식 심을 준비를 하면 풍년이 든다고 한다.
"
곡자,단어,고유어,,,"「명사」
","→ 곱자.
"
곡자아의,단어,한자어,曲者我意,"한자 曲者我意
","「명사」
","마음이 비뚤어진 사람이 매사를 자기 마음대로 함을 이르는 말.
"
곡자전,단어,한자어,麯▽子廛,"한자 麯▽子廛
","「명사」
","누룩을 팔던 가게.
"
곡자집,단어,혼종어,曲字집,"한자 曲字
고유어 집
","「명사」
","‘ㄱ’ 자 모양으로 만든 집.
"
곡장,단어,한자어,曲牆/曲墻,"한자 曲牆
/(병기) /
한자 曲墻
","「명사」
","능, 원, 묘 따위의 무덤 뒤에 둘러쌓은 나지막한 담.
"
곡재아,단어,한자어,曲在我,"한자 曲在我
","「명사」
","주로 문어(文語)에서, 잘못이 자기에게 있음을 이르는 말.
"
곡재인,단어,한자어,哭才人,"한자 哭才人
","「명사」
","예전에, 남의 초상집에 가서 곡을 해 주던 천민.
"
곡재피,단어,한자어,曲在彼,"한자 曲在彼
","「명사」
","주로 문어에서, 잘못이 남에게 있음을 이르는 말.
"
곡저,단어,한자어,谷底,"한자 谷底
","「명사」
","골짜기의 밑바닥.
"
곡적,단어,한자어,穀賊,"한자 穀賊
","「명사」
","곡식의 까끄라기가 목구멍에 걸려 목에 열이 나고 부으며 아픈 병.
"
곡전,단어,한자어,轂轉,"한자 轂轉
","「명사」
","수레의 바퀴통처럼 돎.
"
곡절,단어,한자어,曲折,"한자 曲折
","「명사」
","「1」순조롭지 아니하게 얽힌 이런저런 복잡한 사정이나 까닭.
「2」구불구불 꺾이어 있는 상태.
「3」글의 문맥 따위가 단조롭지 아니하고 변화가 많음.
"
곡절어,단어,한자어,曲折語,"한자 曲折語
","「명사」
","형태론적 특징으로 본 언어의 한 유형. 어형과 어미의 변화로써 단어가 문장 속에서 가지는 여러 가지 관계를 나타내는 언어를 이른다. 인도·유럽 어족에 속한 대부분의 언어가 이에 속한다.
"
곡정,단어,한자어,曲釘,"한자 曲釘
","「명사」
","대가리가 ‘ㄱ’ 자 모양으로 꼬부라진 못.
"
곡정수,단어,한자어,穀精水,"한자 穀精水
","「명사」
","밥이 끓을 때 넘쳐흐르는 걸쭉한 물.
"
곡정초,단어,한자어,穀精草,"한자 穀精草
","「명사」
","곡정초과의 한해살이풀. 수염뿌리가 나고 줄기는 없으며, 잎은 뿌리에서 뭉쳐나고 피침 모양이다. 늦여름에 흰 꽃이 꽃줄기 끝에 하나씩 핀다. 한방에서 치통, 안질 따위의 약재로 쓴다. 연못이나 논에서 자라는데 한국, 일본, 중국, 필리핀 등지에 분포한다.
"
곡정초과,단어,한자어,穀精草科,"한자 穀精草科
","「명사」
","외떡잎식물의 한 과. 꽃이 뚜렷하지 않으며, 잎은 볏과 식물과 비슷하다. 전 세계에 12속 1,100여 종(種)이 분포하는데 우리나라에는 개수염, 넓은잎개수염, 곡정초 따위의 10여 종이 있다.
"
곡제화주,단어,한자어,穀製火酒,"한자 穀製火酒
","「명사」
","곡물로 만든 독한 술.
"
곡조,단어,한자어,曲調,"한자 曲調
","「명사」
","「1」음악적 통일을 이루는 음의 연속.
「2」음악적 통일을 이루는 음의 연속이나 노랫가락을 세는 단위.
"
곡종,단어,한자어,曲從,"한자 曲從
","「명사」
","임시변통으로 자기의 의사를 굽히어 좇음.
"
곡좌,단어,한자어,曲坐,"한자 曲坐
","「명사」
","윗사람 앞에 앉을 때에 공경하는 뜻으로 마주 앉지 아니하고 옆으로 조금 돌아앉음.
"
곡주,단어,한자어,穀酒,"한자 穀酒
","「명사」
","곡식으로 빚은 술.
"
곡중곡,단어,한자어,谷中谷,"한자 谷中谷
","「명사」
","융기 운동으로 말미암아 곡저 가운데에 새로운 골짜기가 생기고 본디의 곡저는 하안 단구를 이루는 골짜기.
"
곡지,단어,한자어,曲池,"한자 曲池
","「명사」
","대장경에 속하는 혈의 이름. 팔을 90도로 구부릴 때에 팔굽에 생기는 금의 오목한 곳으로 반신불수, 고혈압, 관절염 따위를 치료하기 위해 이곳에 침과 뜸을 놓는다.
"
곡지통,단어,한자어,哭之痛,"한자 哭之痛
","「명사」
","목을 놓아 매우 슬프게 욺.
"
곡직,단어,한자어,曲直,"한자 曲直
","「명사」
","굽음과 곧음이라는 뜻으로, 사리의 옳고 그름을 이르는 말.
"
곡직불문,단어,한자어,曲直不問,"한자 曲直不問
","「명사」
","옳고 그름을 따지지 아니함.
"
곡직화개,단어,한자어,曲直華蓋,"한자 曲直華蓋
","「명사」
","곡개(曲蓋)의 한 가지.
"
곡진,단어,한자어,曲陣,"한자 曲陣
","「명사」
","정대업지무에서, 안 줄에 서서 추는 사람들이 배열하여 서는 방법의 하나. 36명의 무희들이 오색단갑과 청단주(靑段胄)를 입고 예악에 맞추어 움직이는 맨 처음의 동작이다.
"
곡진기정,단어,한자어,曲盡其情,"한자 曲盡其情
","「명사」
","사정을 간곡하게 다 말함. 또는 자세한 사정을 다 앎.
"
곡집,단어,한자어,曲集,"한자 曲集
","「명사」
","악곡들을 일정한 목적에 따라 묶은 책.
"
곡차,단어,한자어,穀차/麯▽차/曲차,"한자 穀
고유어 차
/(병기) /
한자 麯▽
고유어 차
/(병기) /
한자 曲
고유어 차
","「명사」
","절에서, ‘술01’을 이르는 말. 조선 시대에 진묵 대사가 술을 좋아하였는데 술을 ‘술’이라고 부르기가 겸연쩍어 ‘차’라고 하고 마신 데서 유래한다.
"
곡창,단어,한자어,穀倉,"한자 穀倉
","「명사」
","「1」곡식을 쌓아 두는 창고.
「2」곡식이 많이 생산되는 지방을 비유적으로 이르는 말.
"
곡창방통,단어,한자어,曲暢旁通,"한자 曲暢旁通
","「명사」
","말이나 글이 조리가 분명하고 널리 통함.
"
곡척,단어,한자어,曲尺,"한자 曲尺
","「명사」
","나무나 쇠를 이용하여 90도 각도로 만든 ‘ㄱ’ 자 모양의 자.
"
곡척형,단어,한자어,曲尺形,"한자 曲尺形
","「명사」
","곱자처럼 직각으로 생긴 모양.
"
곡천,단어,한자어,谷泉,"한자 谷泉
","「명사」
","산골짜기에서 나는 샘물.
"
곡철,단어,한자어,曲鐵,"한자 曲鐵
","「명사」
","「1」직각형으로 된 쇳조각.
「2」양금의 줄을 고르는 기구.
"
곡초,단어,한자어,穀草,"한자 穀草
","「명사」
","갖가지 곡식 풀의 이삭을 떨고 남은 줄기.
"
곡초식,단어,한자어,穀草式,"한자 穀草式
","「명사」
","목장을 갈아서 곡식을 가꾸다가, 지력(地力)이 줄면 다시 목장으로 이용하는 영농 방식.
"
곡초전,단어,한자어,穀草廛,"한자 穀草廛
","「명사」
","이엉을 팔던 가게.
"
곡총,단어,한자어,穀總,"한자 穀總
","「명사」
","국고에 들어가는 곡식의 총액. 또는 그것의 총수량.
"
곡추,단어,한자어,曲䐐,"한자 曲䐐
","「명사」
","무릎의 구부러지는 오목한 안쪽 부분.
"
곡축,단어,한자어,曲軸,"한자 曲軸
","「명사」
","크랭크에 의하여 회전되는 회전축.
"
곡출,단어,한자어,穀出,"한자 穀出
","「명사」
","거두어들인 곡식의 수량.
"
곡취창,단어,한자어,穀觜瘡,"한자 穀觜瘡
","「명사」
","분으로 인한 중독으로 여자의 얼굴에 생기는 여드름과 같은 부스럼.
"
곡침,단어,한자어,曲針,"한자 曲針
","「명사」
","굽은 바늘.
"
곡타,단어,한자어,曲打,"한자 曲打
","「명사」
","북 따위를 가락에 변화를 주면서 두드림.
"
곡택,단어,한자어,曲澤,"한자 曲澤
","「명사」
","심포경에 속하는 혈(穴)의 이름. 팔굽을 45도로 굽혔을 때 팔굽에 생긴 금의 중간에 해당하는 곳이다.
"
곡퇴,단어,한자어,穀堆,"한자 穀堆
","「명사」
","낟알이 붙은 곡식을 그대로 쌓은 더미.
"
곡파,단어,한자어,曲破,"한자 曲破
","「명사」
","궁중 무용의 하나. 죽간자를 든 두 무희와 또 다른 두 무기(舞妓)가 주악과 박 소리에 맞춰 구호와 사(詞)를 부르며 발로 뛰며 춤을 추든지 마주 보거나 등지고 춤을 추며 들어갔다 나갔다 하며 추는 춤을 이른다. 고려 때의 것은 기록이 없고, 조선 태조가 즉위할 때, 이 춤을 추게 하였다는 기록이 있다.
"
곡파무,단어,한자어,曲破舞,"한자 曲破舞
","「명사」
","궁중 무용의 하나. 죽간자를 든 두 무희와 또 다른 두 무기(舞妓)가 주악과 박 소리에 맞춰 구호와 사(詞)를 부르며 발로 뛰며 춤을 추든지 마주 보거나 등지고 춤을 추며 들어갔다 나갔다 하며 추는 춤을 이른다. 고려 때의 것은 기록이 없고, 조선 태조가 즉위할 때, 이 춤을 추게 하였다는 기록이 있다.
"
곡판,단어,한자어,曲板,"한자 曲板
","「명사」
","곡면으로 된 널빤지.
"
곡폐,단어,한자어,穀幣,"한자 穀幣
","「명사」
","곡식과 비단을 아울러 이르는 말.
"
곡포,단어,한자어,曲浦,"한자 曲浦
","「명사」
","꼬불꼬불한 갯벌.
"
곡풍,단어,한자어,谷風,"한자 谷風
","「명사」
","「1」봄철에 부는 바람.
「2」→ 골바람.
"
곡피,단어,한자어,穀皮,"한자 穀皮
","「명사」
","곡식의 껍질.
"
곡필,단어,한자어,曲筆,"한자 曲筆
","「명사」
","사실을 바른대로 쓰지 아니하고 왜곡하여 씀. 또는 그런 글.
"
곡하,단어,한자어,轂下,"한자 轂下
","「명사」
","천자(天子)가 타는 수레 밑이라는 뜻으로, ‘서울01’을 이르는 말.
"
곡학,단어,한자어,曲學,"한자 曲學
","「명사」
","진리에 어그러진 학문.
"
곡학아세,단어,한자어,曲學阿世,"한자 曲學阿世
","「명사」
","바른길에서 벗어난 학문으로 세상 사람에게 아첨함.
"
곡학자,단어,한자어,曲學者,"한자 曲學者
","「명사」
","바른길에서 벗어나 진실을 왜곡하는 학자.
"
곡해,단어,한자어,曲解,"한자 曲解
","「명사」
","「1」사실을 옳지 아니하게 해석함. 또는 그런 해석.
「2」남의 말이나 행동을 본뜻과는 달리 좋지 아니하게 이해함. 또는 그런 이해.
"
곡행,단어,한자어,曲行,"한자 曲行
","「명사」
","「1」꼬불꼬불 돌아서 감.
「2」도리에 어긋나거나 부정하게 행동함. 또는 그런 행실.
"
곡향,단어,한자어,穀鄕,"한자 穀鄕
","「명사」
","곡식이 많이 생산되는 지방을 비유적으로 이르는 말.
"
곡형,단어,한자어,曲形,"한자 曲形
","「명사」
","굽은 모양.
"
곡형동물,단어,한자어,曲形動物,"한자 曲形動物
","「명사」
","내항동물문의 동물을 통틀어 이르는 말.
"
곡호,단어,한자어,曲號,"한자 曲號
","「명사」
","조선 시대에, 군대에서 불던 나팔.
"
곡호대,단어,한자어,曲號隊,"한자 曲號隊
","「명사」
","조선 시대에, 나팔을 부는 병정으로 편성된 부대.
"
곡호병,단어,한자어,曲號兵,"한자 曲號兵
","「명사」
","조선 시대에, 군대에서 나팔을 불던 병정.
"
곡호수,단어,한자어,曲號手,"한자 曲號手
","「명사」
","조선 시대에, 군대에서 나팔을 불던 병정.
"
곡화,단어,한자어,曲畫,"한자 曲畫
","「명사」
","붓 대신에 손가락, 종이, 헝겊, 머리카락 따위를 사용하거나 왼손, 발, 입 따위로 그린 그림.
"
곡회,단어,한자어,曲會,"한자 曲會
","「명사」
","친구끼리 모여서 연회를 가짐. 또는 그 연회.
"
곡희,단어,한자어,穀餼,"한자 穀餼
","「명사」
","곡식이 풍성함.
"
곤가,단어,한자어,困坷,"한자 困坷
","「명사」
","사정이 곤란하여 괴로워하거나 고생함.
"
